country,year,gender,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp,generation,continent
United States,1993,male,35-54 years,7976,34205000,23.32,"6,878,718,000,000",28891,Boomers,North America
United States,1994,male,35-54 years,8199,35239700,23.27,"7,308,755,000,000",30375,Boomers,North America
United States,1995,male,35-54 years,8545,36243300,23.58,"7,664,060,000,000",31518,Boomers,North America
United States,1999,male,35-54 years,8873,39753404,22.32,"9,660,624,000,000",38072,Boomers,North America
United States,1997,male,35-54 years,8920,38339600,23.27,"8,608,515,000,000",34644,Boomers,North America
United States,1996,male,35-54 years,8984,37405100,24.02,"8,100,201,000,000",32928,Boomers,North America
United States,1998,male,35-54 years,9192,39000700,23.57,"9,089,168,000,000",36164,Boomers,North America
United States,2000,male,35-54 years,9263,40945028,22.62,"10,284,779,000,000",39218,Boomers,North America
United States,2001,male,35-54 years,9684,41638996,23.26,"10,621,824,000,000",40018,Boomers,North America
United States,2003,male,35-54 years,10025,42177315,23.77,"11,510,670,000,000",42468,Boomers,North America
United States,2002,male,35-54 years,10101,42042827,24.03,"10,977,514,000,000",40845,Boomers,North America
United States,2004,male,35-54 years,10145,42486552,23.88,"12,274,928,000,000",44867,Boomers,North America
United States,2005,male,35-54 years,10332,42835394,24.12,"13,093,726,000,000",47423,Boomers,North America
United States,2006,male,35-54 years,10641,43139910,24.67,"13,855,888,000,000",49666,Boomers,North America
United States,2007,male,35-54 years,10978,42992076,25.53,"14,477,635,000,000",51585,Boomers,North America
United States,2008,male,35-54 years,11371,43002471,26.44,"14,718,582,000,000",52128,Boomers,North America
United States,2009,male,35-54 years,11613,42932194,27.05,"14,418,739,000,000",50563,Boomers,North America
United States,2011,female,55-74 years,2128,31268702,6.81,"15,517,926,000,000",53452,Boomers,North America
United States,2012,female,55-74 years,2264,32244829,7.02,"16,155,255,000,000",55170,Boomers,North America
United States,2013,female,55-74 years,2484,33229667,7.48,"16,691,517,000,000",56520,Boomers,North America
United States,2014,female,55-74 years,2676,34193742,7.83,"17,427,609,000,000",58531,Boomers,North America
United States,2015,female,55-74 years,2872,35115610,8.18,"18,120,714,000,000",60387,Boomers,North America
United States,2011,male,55-74 years,7572,28556351,26.52,"15,517,926,000,000",53452,Boomers,North America
United States,2012,male,55-74 years,8032,29473157,27.25,"16,155,255,000,000",55170,Boomers,North America
United States,2013,male,55-74 years,8445,30405404,27.77,"16,691,517,000,000",56520,Boomers,North America
United States,2014,male,55-74 years,8961,31339875,28.59,"17,427,609,000,000",58531,Boomers,North America
United States,2015,male,55-74 years,9068,32264697,28.11,"18,120,714,000,000",60387,Boomers,North America
Trinidad and Tobago,1985,female,25-34 years,2,93000,2.15,"7,375,918,367",7317,Boomers,North America
Trinidad and Tobago,1991,female,25-34 years,4,111000,3.6,"5,307,905,882",4817,Boomers,North America
Trinidad and Tobago,1989,female,25-34 years,5,107000,4.67,"4,323,058,824",4040,Boomers,North America
Trinidad and Tobago,1992,female,25-34 years,6,98600,6.09,"5,439,552,941",4803,Boomers,North America
Trinidad and Tobago,1993,female,25-34 years,6,98700,6.08,"4,669,488,516",4066,Boomers,North America
Trinidad and Tobago,1987,female,25-34 years,7,102500,6.83,"4,797,777,778",4449,Boomers,North America
Trinidad and Tobago,1985,male,25-34 years,8,93000,8.6,"7,375,918,367",7317,Boomers,North America
Trinidad and Tobago,1990,female,25-34 years,8,109000,7.34,"5,068,000,000",4656,Boomers,North America
Trinidad and Tobago,1986,female,25-34 years,9,100800,8.93,"4,794,444,444",4516,Boomers,North America
Trinidad and Tobago,1994,female,25-34 years,10,98600,10.14,"4,947,205,860",4254,Boomers,North America
Trinidad and Tobago,1988,female,25-34 years,16,104100,15.37,"4,496,852,073",4104,Boomers,North America
Trinidad and Tobago,1986,male,25-34 years,25,100800,24.8,"4,794,444,444",4516,Boomers,North America
Trinidad and Tobago,1987,male,25-34 years,30,102500,29.27,"4,797,777,778",4449,Boomers,North America
Trinidad and Tobago,1991,male,25-34 years,32,108000,29.63,"5,307,905,882",4817,Boomers,North America
Trinidad and Tobago,1994,male,25-34 years,35,112100,31.22,"4,947,205,860",4254,Boomers,North America
Trinidad and Tobago,1989,male,25-34 years,37,105000,35.24,"4,323,058,824",4040,Boomers,North America
Trinidad and Tobago,1992,male,25-34 years,37,113500,32.6,"5,439,552,941",4803,Boomers,North America
Trinidad and Tobago,1988,male,25-34 years,39,104100,37.46,"4,496,852,073",4104,Boomers,North America
Trinidad and Tobago,1990,male,25-34 years,43,107000,40.19,"5,068,000,000",4656,Boomers,North America
Trinidad and Tobago,1993,male,25-34 years,46,113000,40.71,"4,669,488,516",4066,Boomers,North America
Trinidad and Tobago,1992,female,35-54 years,5,121800,4.11,"5,439,552,941",4803,Boomers,North America
Trinidad and Tobago,1996,female,35-54 years,5,146795,3.41,"5,759,537,726",4982,Boomers,North America
Trinidad and Tobago,2007,female,35-54 years,5,179070,2.79,"21,642,304,046",17827,Boomers,North America
Trinidad and Tobago,2009,female,35-54 years,5,182233,2.74,"19,175,196,446",15652,Boomers,North America
Trinidad and Tobago,1993,female,35-54 years,6,126300,4.75,"4,669,488,516",4066,Boomers,North America
Trinidad and Tobago,1997,female,35-54 years,6,151383,3.96,"5,737,751,332",4937,Boomers,North America
Trinidad and Tobago,2004,female,35-54 years,6,173777,3.45,"13,280,275,123",11066,Boomers,North America
Trinidad and Tobago,2005,female,35-54 years,6,175792,3.41,"15,982,282,462",13258,Boomers,North America
Trinidad and Tobago,1994,female,35-54 years,7,130800,5.35,"4,947,205,860",4254,Boomers,North America
Trinidad and Tobago,1998,female,35-54 years,7,155939,4.49,"6,043,694,330",5175,Boomers,North America
Trinidad and Tobago,2000,female,35-54 years,7,163504,4.28,"8,154,338,233",6920,Boomers,North America
Trinidad and Tobago,2002,female,35-54 years,7,169414,4.13,"9,008,273,721",7578,Boomers,North America
Trinidad and Tobago,1991,female,35-54 years,8,121000,6.61,"5,307,905,882",4817,Boomers,North America
Trinidad and Tobago,2006,female,35-54 years,8,177413,4.51,"18,369,070,085",15190,Boomers,North America
Trinidad and Tobago,1999,female,35-54 years,9,160053,5.62,"6,808,982,521",5803,Boomers,North America
Trinidad and Tobago,2001,female,35-54 years,10,166710,6,"8,824,873,259",7458,Boomers,North America
Trinidad and Tobago,1995,female,35-54 years,11,142426,7.72,"5,329,214,163",4637,Boomers,North America
Trinidad and Tobago,2003,female,35-54 years,13,171695,7.57,"11,305,459,802",9465,Boomers,North America
Trinidad and Tobago,2008,female,35-54 years,15,180705,8.3,"27,870,257,894",22857,Boomers,North America
Trinidad and Tobago,1991,male,35-54 years,27,117000,23.08,"5,307,905,882",4817,Boomers,North America
Trinidad and Tobago,2007,male,35-54 years,34,177478,19.16,"21,642,304,046",17827,Boomers,North America
Trinidad and Tobago,1994,male,35-54 years,35,148900,23.51,"4,947,205,860",4254,Boomers,North America
Trinidad and Tobago,2003,male,35-54 years,36,172208,20.9,"11,305,459,802",9465,Boomers,North America
Trinidad and Tobago,2009,male,35-54 years,38,180029,21.11,"19,175,196,446",15652,Boomers,North America
Trinidad and Tobago,1999,male,35-54 years,39,162536,23.99,"6,808,982,521",5803,Boomers,North America
Trinidad and Tobago,1996,male,35-54 years,43,148905,28.88,"5,759,537,726",4982,Boomers,North America
Trinidad and Tobago,1992,male,35-54 years,44,140500,31.32,"5,439,552,941",4803,Boomers,North America
Trinidad and Tobago,1997,male,35-54 years,44,153642,28.64,"5,737,751,332",4937,Boomers,North America
Trinidad and Tobago,2005,male,35-54 years,46,175153,26.26,"15,982,282,462",13258,Boomers,North America
Trinidad and Tobago,2006,male,35-54 years,46,176241,26.1,"18,369,070,085",15190,Boomers,North America
Trinidad and Tobago,2004,male,35-54 years,48,173673,27.64,"13,280,275,123",11066,Boomers,North America
Trinidad and Tobago,2002,male,35-54 years,49,170592,28.72,"9,008,273,721",7578,Boomers,North America
Trinidad and Tobago,1995,male,35-54 years,54,144401,37.4,"5,329,214,163",4637,Boomers,North America
Trinidad and Tobago,2000,male,35-54 years,54,166024,32.53,"8,154,338,233",6920,Boomers,North America
Trinidad and Tobago,1993,male,35-54 years,59,144600,40.8,"4,669,488,516",4066,Boomers,North America
Trinidad and Tobago,2001,male,35-54 years,61,168569,36.19,"8,824,873,259",7458,Boomers,North America
Trinidad and Tobago,1998,male,35-54 years,64,158330,40.42,"6,043,694,330",5175,Boomers,North America
Trinidad and Tobago,2008,male,35-54 years,69,178781,38.59,"27,870,257,894",22857,Boomers,North America
Trinidad and Tobago,2011,female,55-74 years,4,105486,3.79,"25,433,011,405",20557,Boomers,North America
Trinidad and Tobago,2011,male,55-74 years,21,97186,21.61,"25,433,011,405",20557,Boomers,North America
Saint Vincent and Grenadines,1985,female,25-34 years,0,9200,0,"145,641,704",1622,Boomers,North America
Saint Vincent and Grenadines,1985,male,25-34 years,0,9300,0,"145,641,704",1622,Boomers,North America
Saint Vincent and Grenadines,1986,female,25-34 years,0,9300,0,"160,846,667",1771,Boomers,North America
Saint Vincent and Grenadines,1986,male,25-34 years,0,9400,0,"160,846,667",1771,Boomers,North America
Saint Vincent and Grenadines,1987,female,25-34 years,0,7722,0,"175,580,630",1908,Boomers,North America
Saint Vincent and Grenadines,1987,male,25-34 years,0,7324,0,"175,580,630",1908,Boomers,North America
Saint Vincent and Grenadines,1990,female,25-34 years,0,8323,0,"240,365,259",2553,Boomers,North America
Saint Vincent and Grenadines,1990,male,25-34 years,3,8514,35.24,"240,365,259",2553,Boomers,North America
Saint Vincent and Grenadines,1995,female,35-54 years,0,8791,0,"316,008,481",3293,Boomers,North America
Saint Vincent and Grenadines,1997,female,35-54 years,0,9614,0,"347,770,000",3613,Boomers,North America
Saint Vincent and Grenadines,1998,female,35-54 years,0,10094,0,"373,619,852",3874,Boomers,North America
Saint Vincent and Grenadines,1999,female,35-54 years,0,10547,0,"390,719,148",4041,Boomers,North America
Saint Vincent and Grenadines,2000,female,35-54 years,0,10952,0,"396,270,000",4087,Boomers,North America
Saint Vincent and Grenadines,2001,female,35-54 years,0,11314,0,"430,040,370",4418,Boomers,North America
Saint Vincent and Grenadines,2003,female,35-54 years,0,11938,0,"481,806,296",4902,Boomers,North America
Saint Vincent and Grenadines,2004,female,35-54 years,0,12215,0,"521,975,111",5286,Boomers,North America
Saint Vincent and Grenadines,2007,female,35-54 years,0,12889,0,"651,833,333",6539,Boomers,North America
Saint Vincent and Grenadines,2009,female,35-54 years,0,13206,0,"674,922,481",6754,Boomers,North America
Saint Vincent and Grenadines,2009,male,35-54 years,0,14258,0,"674,922,481",6754,Boomers,North America
Saint Vincent and Grenadines,1996,female,35-54 years,1,9172,10.9,"331,489,704",3450,Boomers,North America
Saint Vincent and Grenadines,1997,male,35-54 years,1,10022,9.98,"347,770,000",3613,Boomers,North America
Saint Vincent and Grenadines,2002,female,35-54 years,1,11640,8.59,"461,883,444",4723,Boomers,North America
Saint Vincent and Grenadines,2003,male,35-54 years,1,12755,7.84,"481,806,296",4902,Boomers,North America
Saint Vincent and Grenadines,2005,female,35-54 years,1,12482,8.01,"550,728,667",5556,Boomers,North America
Saint Vincent and Grenadines,2006,female,35-54 years,1,12698,7.88,"610,930,037",6142,Boomers,North America
Saint Vincent and Grenadines,2008,female,35-54 years,1,13057,7.66,"695,428,852",6966,Boomers,North America
Saint Vincent and Grenadines,1996,male,35-54 years,2,9518,21.01,"331,489,704",3450,Boomers,North America
Saint Vincent and Grenadines,2002,male,35-54 years,2,12383,16.15,"461,883,444",4723,Boomers,North America
Saint Vincent and Grenadines,2004,male,35-54 years,2,13116,15.25,"521,975,111",5286,Boomers,North America
Saint Vincent and Grenadines,2005,male,35-54 years,2,13458,14.86,"550,728,667",5556,Boomers,North America
Saint Vincent and Grenadines,2006,male,35-54 years,2,13702,14.6,"610,930,037",6142,Boomers,North America
Saint Vincent and Grenadines,2008,male,35-54 years,2,14103,14.18,"695,428,852",6966,Boomers,North America
Saint Vincent and Grenadines,2000,male,35-54 years,3,11565,25.94,"396,270,000",4087,Boomers,North America
Saint Vincent and Grenadines,2001,male,35-54 years,3,11990,25.02,"430,040,370",4418,Boomers,North America
Saint Vincent and Grenadines,1995,male,35-54 years,4,9078,44.06,"316,008,481",3293,Boomers,North America
Saint Vincent and Grenadines,1998,male,35-54 years,4,10556,37.89,"373,619,852",3874,Boomers,North America
Saint Vincent and Grenadines,1999,male,35-54 years,4,11082,36.09,"390,719,148",4041,Boomers,North America
Saint Vincent and Grenadines,2007,male,35-54 years,4,13920,28.74,"651,833,333",6539,Boomers,North America
Saint Vincent and Grenadines,2011,male,55-74 years,0,5909,0,"676,129,407",6759,Boomers,North America
Saint Vincent and Grenadines,2012,female,55-74 years,0,6253,0,"692,933,741",6918,Boomers,North America
Saint Vincent and Grenadines,2013,female,55-74 years,0,6444,0,"721,207,148",7183,Boomers,North America
Saint Vincent and Grenadines,2013,male,55-74 years,0,6377,0,"721,207,148",7183,Boomers,North America
Saint Vincent and Grenadines,2014,female,55-74 years,0,6689,0,"725,185,185",7203,Boomers,North America
Saint Vincent and Grenadines,2014,male,55-74 years,0,6680,0,"725,185,185",7203,Boomers,North America
Saint Vincent and Grenadines,2015,female,55-74 years,0,6999,0,"756,666,667",7496,Boomers,North America
Saint Vincent and Grenadines,2015,male,55-74 years,0,7031,0,"756,666,667",7496,Boomers,North America
Saint Vincent and Grenadines,2011,female,55-74 years,1,6091,16.42,"676,129,407",6759,Boomers,North America
Saint Vincent and Grenadines,2012,male,55-74 years,1,6126,16.32,"692,933,741",6918,Boomers,North America
Saint Lucia,1986,female,25-34 years,0,9700,0,"289,689,704",2634,Boomers,North America
Saint Lucia,1988,female,25-34 years,0,10400,0,"366,541,091",3244,Boomers,North America
Saint Lucia,1991,female,25-34 years,0,10923,0,"513,753,818",4194,Boomers,North America
Saint Lucia,1992,female,25-34 years,0,11288,0,"566,894,749",4564,Boomers,North America
Saint Lucia,1992,male,25-34 years,0,10682,0,"566,894,749",4564,Boomers,North America
Saint Lucia,1993,female,25-34 years,0,11591,0,"574,870,405",4568,Boomers,North America
Saint Lucia,1994,female,25-34 years,0,11849,0,"600,005,564",4704,Boomers,North America
Saint Lucia,1994,male,25-34 years,0,11172,0,"600,005,564",4704,Boomers,North America
Saint Lucia,1987,female,25-34 years,1,10200,9.8,"319,998,987",2875,Boomers,North America
Saint Lucia,1988,male,25-34 years,1,9000,11.11,"366,541,091",3244,Boomers,North America
Saint Lucia,1989,male,25-34 years,1,9610,10.41,"415,518,112",3505,Boomers,North America
Saint Lucia,1989,female,25-34 years,1,10069,9.93,"415,518,112",3505,Boomers,North America
Saint Lucia,1990,male,25-34 years,1,9974,10.03,"483,962,431",4015,Boomers,North America
Saint Lucia,1990,female,25-34 years,1,10489,9.53,"483,962,431",4015,Boomers,North America
Saint Lucia,1986,male,25-34 years,2,8400,23.81,"289,689,704",2634,Boomers,North America
Saint Lucia,1991,male,25-34 years,2,10359,19.31,"513,753,818",4194,Boomers,North America
Saint Lucia,1993,male,25-34 years,2,10951,18.26,"574,870,405",4568,Boomers,North America
Saint Lucia,1987,male,25-34 years,3,8900,33.71,"319,998,987",2875,Boomers,North America
Saint Lucia,1991,female,35-54 years,0,11148,0,"513,753,818",4194,Boomers,North America
Saint Lucia,1992,female,35-54 years,0,11519,0,"566,894,749",4564,Boomers,North America
Saint Lucia,1993,female,35-54 years,0,11946,0,"574,870,405",4568,Boomers,North America
Saint Lucia,1994,female,35-54 years,0,12434,0,"600,005,564",4704,Boomers,North America
Saint Lucia,1996,female,35-54 years,0,13551,0,"662,196,185",5031,Boomers,North America
Saint Lucia,1997,female,35-54 years,0,14183,0,"676,949,594",5053,Boomers,North America
Saint Lucia,1999,female,35-54 years,0,15542,0,"775,934,813",5590,Boomers,North America
Saint Lucia,2001,female,35-54 years,0,16825,0,"743,808,076",5195,Boomers,North America
Saint Lucia,2004,female,35-54 years,0,18642,0,"893,107,211",5989,Boomers,North America
Saint Lucia,2005,female,35-54 years,0,19296,0,"951,207,366",6292,Boomers,North America
Saint Lucia,2006,female,35-54 years,0,20254,0,"1,134,193,630",7391,Boomers,North America
Saint Lucia,2008,female,35-54 years,0,22170,0,"1,282,215,407",8122,Boomers,North America
Saint Lucia,2008,male,35-54 years,0,21171,0,"1,282,215,407",8122,Boomers,North America
Saint Lucia,2009,female,35-54 years,0,23037,0,"1,262,973,407",7902,Boomers,North America
Saint Lucia,1995,female,35-54 years,1,12984,7.7,"640,449,501",4947,Boomers,North America
Saint Lucia,1999,male,35-54 years,1,15112,6.62,"775,934,813",5590,Boomers,North America
Saint Lucia,2000,female,35-54 years,1,16209,6.17,"784,159,229",5557,Boomers,North America
Saint Lucia,2001,male,35-54 years,1,16328,6.12,"743,808,076",5195,Boomers,North America
Saint Lucia,2002,male,35-54 years,1,16874,5.93,"748,346,606",5155,Boomers,North America
Saint Lucia,2002,female,35-54 years,1,17427,5.74,"748,346,606",5155,Boomers,North America
Saint Lucia,2003,male,35-54 years,1,17412,5.74,"823,837,141",5599,Boomers,North America
Saint Lucia,2003,female,35-54 years,1,18027,5.55,"823,837,141",5599,Boomers,North America
Saint Lucia,2006,male,35-54 years,1,19427,5.15,"1,134,193,630",7391,Boomers,North America
Saint Lucia,1991,male,35-54 years,2,11009,18.17,"513,753,818",4194,Boomers,North America
Saint Lucia,1994,male,35-54 years,2,12160,16.45,"600,005,564",4704,Boomers,North America
Saint Lucia,1996,male,35-54 years,2,13179,15.18,"662,196,185",5031,Boomers,North America
Saint Lucia,1998,male,35-54 years,2,14443,13.85,"737,554,872",5407,Boomers,North America
Saint Lucia,1998,female,35-54 years,2,14857,13.46,"737,554,872",5407,Boomers,North America
Saint Lucia,2000,male,35-54 years,2,15752,12.7,"784,159,229",5557,Boomers,North America
Saint Lucia,2005,male,35-54 years,2,18544,10.79,"951,207,366",6292,Boomers,North America
Saint Lucia,1995,male,35-54 years,3,12673,23.67,"640,449,501",4947,Boomers,North America
Saint Lucia,1997,male,35-54 years,3,13783,21.77,"676,949,594",5053,Boomers,North America
Saint Lucia,2004,male,35-54 years,4,17965,22.27,"893,107,211",5989,Boomers,North America
Saint Lucia,1993,male,35-54 years,5,11725,42.64,"574,870,405",4568,Boomers,North America
Saint Lucia,2009,male,35-54 years,6,21964,27.32,"1,262,973,407",7902,Boomers,North America
Saint Lucia,1992,male,35-54 years,7,11354,61.65,"566,894,749",4564,Boomers,North America
Saint Lucia,2011,female,55-74 years,0,11141,0,"1,437,684,815",8826,Boomers,North America
Saint Lucia,2012,female,55-74 years,0,11502,0,"1,436,803,333",8764,Boomers,North America
Saint Lucia,2013,female,55-74 years,0,11907,0,"1,489,928,889",9041,Boomers,North America
Saint Lucia,2014,female,55-74 years,0,12366,0,"1,551,921,037",9372,Boomers,North America
Saint Lucia,2012,male,55-74 years,1,10788,9.27,"1,436,803,333",8764,Boomers,North America
Saint Lucia,2013,male,55-74 years,2,11088,18.04,"1,489,928,889",9041,Boomers,North America
Saint Lucia,2011,male,55-74 years,3,10517,28.53,"1,437,684,815",8826,Boomers,North America
Saint Lucia,2014,male,55-74 years,3,11439,26.23,"1,551,921,037",9372,Boomers,North America
Puerto Rico,1992,female,25-34 years,3,280600,1.07,"34,630,430,000",10533,Boomers,North America
Puerto Rico,1987,female,25-34 years,4,275800,1.45,"24,025,800,000",7533,Boomers,North America
Puerto Rico,1993,female,25-34 years,4,277006,1.44,"36,922,456,000",11146,Boomers,North America
Puerto Rico,1994,female,25-34 years,4,275045,1.45,"39,690,630,000",11871,Boomers,North America
Puerto Rico,1989,female,25-34 years,5,283900,1.76,"28,161,200,000",8576,Boomers,North America
Puerto Rico,1988,female,25-34 years,7,279800,2.5,"26,385,800,000",8155,Boomers,North America
Puerto Rico,1991,female,25-34 years,7,305000,2.3,"32,287,031,000",9974,Boomers,North America
Puerto Rico,1985,female,25-34 years,8,267500,2.99,"20,289,200,000",6582,Boomers,North America
Puerto Rico,1986,female,25-34 years,8,271700,2.94,"22,009,300,000",7002,Boomers,North America
Puerto Rico,1990,female,25-34 years,9,299000,3.01,"30,603,919,000",9552,Boomers,North America
Puerto Rico,1985,male,25-34 years,43,235800,18.24,"20,289,200,000",6582,Boomers,North America
Puerto Rico,1987,male,25-34 years,46,244900,18.78,"24,025,800,000",7533,Boomers,North America
Puerto Rico,1991,male,25-34 years,47,292000,16.1,"32,287,031,000",9974,Boomers,North America
Puerto Rico,1986,male,25-34 years,60,241300,24.87,"22,009,300,000",7002,Boomers,North America
Puerto Rico,1988,male,25-34 years,60,248400,24.15,"26,385,800,000",8155,Boomers,North America
Puerto Rico,1992,male,25-34 years,61,253800,24.03,"34,630,430,000",10533,Boomers,North America
Puerto Rico,1989,male,25-34 years,67,252100,26.58,"28,161,200,000",8576,Boomers,North America
Puerto Rico,1994,male,25-34 years,68,249479,27.26,"39,690,630,000",11871,Boomers,North America
Puerto Rico,1993,male,25-34 years,69,250629,27.53,"36,922,456,000",11146,Boomers,North America
Puerto Rico,1990,male,25-34 years,71,283000,25.09,"30,603,919,000",9552,Boomers,North America
Puerto Rico,2004,female,35-54 years,8,518614,1.54,"80,322,313,000",22874,Boomers,North America
Puerto Rico,1999,female,35-54 years,9,518263,1.74,"57,841,000,000",16560,Boomers,North America
Puerto Rico,2000,female,35-54 years,9,523033,1.72,"61,701,800,000",17569,Boomers,North America
Puerto Rico,1996,female,35-54 years,10,495701,2.02,"45,340,835,000",13328,Boomers,North America
Puerto Rico,1998,female,35-54 years,11,511564,2.15,"54,086,400,000",15610,Boomers,North America
Puerto Rico,2003,female,35-54 years,11,519735,2.12,"74,827,400,000",21264,Boomers,North America
Puerto Rico,1997,female,35-54 years,12,503717,2.38,"48,187,039,000",14037,Boomers,North America
Puerto Rico,2006,female,35-54 years,12,515654,2.33,"87,276,164,400",24943,Boomers,North America
Puerto Rico,2009,female,35-54 years,12,513239,2.34,"96,385,638,000",27661,Boomers,North America
Puerto Rico,1995,female,35-54 years,13,487958,2.66,"42,647,331,000",12636,Boomers,North America
Puerto Rico,2002,female,35-54 years,14,521365,2.69,"71,623,500,000",20325,Boomers,North America
Puerto Rico,1992,female,35-54 years,15,455200,3.3,"34,630,430,000",10533,Boomers,North America
Puerto Rico,2001,female,35-54 years,15,522777,2.87,"69,208,400,000",19649,Boomers,North America
Puerto Rico,2007,female,35-54 years,15,513804,2.92,"89,524,131,600",25625,Boomers,North America
Puerto Rico,1993,female,35-54 years,16,467965,3.42,"36,922,456,000",11146,Boomers,North America
Puerto Rico,2005,female,35-54 years,16,517943,3.09,"83,914,521,300",23944,Boomers,North America
Puerto Rico,2008,female,35-54 years,16,512979,3.12,"93,639,316,000",26840,Boomers,North America
Puerto Rico,1991,female,35-54 years,17,424000,4.01,"32,287,031,000",9974,Boomers,North America
Puerto Rico,1994,female,35-54 years,18,478324,3.76,"39,690,630,000",11871,Boomers,North America
Puerto Rico,2002,male,35-54 years,80,451276,17.73,"71,623,500,000",20325,Boomers,North America
Puerto Rico,2006,male,35-54 years,90,449039,20.04,"87,276,164,400",24943,Boomers,North America
Puerto Rico,2001,male,35-54 years,93,452544,20.55,"69,208,400,000",19649,Boomers,North America
Puerto Rico,1995,male,35-54 years,94,424318,22.15,"42,647,331,000",12636,Boomers,North America
Puerto Rico,2005,male,35-54 years,96,449867,21.34,"83,914,521,300",23944,Boomers,North America
Puerto Rico,2007,male,35-54 years,96,448825,21.39,"89,524,131,600",25625,Boomers,North America
Puerto Rico,1992,male,35-54 years,98,397100,24.68,"34,630,430,000",10533,Boomers,North America
Puerto Rico,2004,male,35-54 years,101,449605,22.46,"80,322,313,000",22874,Boomers,North America
Puerto Rico,2003,male,35-54 years,102,450073,22.66,"74,827,400,000",21264,Boomers,North America
Puerto Rico,1998,male,35-54 years,103,442734,23.26,"54,086,400,000",15610,Boomers,North America
Puerto Rico,1999,male,35-54 years,103,448569,22.96,"57,841,000,000",16560,Boomers,North America
Puerto Rico,1997,male,35-54 years,107,436249,24.53,"48,187,039,000",14037,Boomers,North America
Puerto Rico,2008,male,35-54 years,107,449809,23.79,"93,639,316,000",26840,Boomers,North America
Puerto Rico,2009,male,35-54 years,111,451905,24.56,"96,385,638,000",27661,Boomers,North America
Puerto Rico,1996,male,35-54 years,113,430008,26.28,"45,340,835,000",13328,Boomers,North America
Puerto Rico,1993,male,35-54 years,116,408115,28.42,"36,922,456,000",11146,Boomers,North America
Puerto Rico,1994,male,35-54 years,119,416464,28.57,"39,690,630,000",11871,Boomers,North America
Puerto Rico,1991,male,35-54 years,121,364000,33.24,"32,287,031,000",9974,Boomers,North America
Puerto Rico,2000,male,35-54 years,127,453001,28.04,"61,701,800,000",17569,Boomers,North America
Puerto Rico,2011,female,55-74 years,7,365982,1.91,"100,351,670,000",28876,Boomers,North America
Puerto Rico,2013,female,55-74 years,9,375735,2.4,"102,450,000,000",29510,Boomers,North America
Puerto Rico,2014,female,55-74 years,10,380342,2.63,"102,445,800,000",29515,Boomers,North America
Puerto Rico,2015,female,55-74 years,10,384967,2.6,"103,143,500,000",29728,Boomers,North America
Puerto Rico,2012,female,55-74 years,18,370902,4.85,"101,564,800,000",29247,Boomers,North America
Puerto Rico,2011,male,55-74 years,60,298080,20.13,"100,351,670,000",28876,Boomers,North America
Puerto Rico,2012,male,55-74 years,60,301891,19.87,"101,564,800,000",29247,Boomers,North America
Puerto Rico,2013,male,55-74 years,62,305754,20.28,"102,450,000,000",29510,Boomers,North America
Puerto Rico,2015,male,55-74 years,66,312933,21.09,"103,143,500,000",29728,Boomers,North America
Puerto Rico,2014,male,55-74 years,75,309364,24.24,"102,445,800,000",29515,Boomers,North America
Panama,1988,female,25-34 years,1,182061,0.55,"5,902,783,400",2859,Boomers,North America
Panama,1989,female,25-34 years,1,188050,0.53,"5,918,469,800",2802,Boomers,North America
Panama,1986,female,25-34 years,2,163400,1.22,"6,797,834,200",3504,Boomers,North America
Panama,1985,female,25-34 years,3,160000,1.88,"6,541,517,100",3443,Boomers,North America
Panama,1987,female,25-34 years,5,166900,3,"6,827,665,300",3447,Boomers,North America
Panama,1985,male,25-34 years,15,168000,8.93,"6,541,517,100",3443,Boomers,North America
Panama,1986,male,25-34 years,15,171600,8.74,"6,797,834,200",3504,Boomers,North America
Panama,1987,male,25-34 years,18,175200,10.27,"6,827,665,300",3447,Boomers,North America
Panama,1989,male,25-34 years,18,190591,9.44,"5,918,469,800",2802,Boomers,North America
Panama,1988,male,25-34 years,20,184509,10.84,"5,902,783,400",2859,Boomers,North America
Panama,2000,female,35-54 years,1,322587,0.31,"12,304,115,000",4577,Boomers,North America
Panama,2006,female,35-54 years,1,394079,0.25,"18,141,666,300",5972,Boomers,North America
Panama,1996,female,35-54 years,3,278702,1.08,"9,870,494,000",3992,Boomers,North America
Panama,1999,female,35-54 years,3,311124,0.96,"12,130,252,200",4606,Boomers,North America
Panama,2005,female,35-54 years,4,381819,1.05,"16,374,393,900",5499,Boomers,North America
Panama,2009,female,35-54 years,4,430632,0.93,"27,116,635,600",8436,Boomers,North America
Panama,2001,female,35-54 years,5,333840,1.5,"12,502,013,400",4558,Boomers,North America
Panama,2003,female,35-54 years,6,357483,1.68,"13,693,981,200",4790,Boomers,North America
Panama,1997,female,35-54 years,7,289218,2.42,"10,677,286,100",4227,Boomers,North America
Panama,1998,female,35-54 years,7,300007,2.33,"11,575,486,400",4488,Boomers,North America
Panama,2007,female,35-54 years,7,406328,1.72,"21,295,984,200",6876,Boomers,North America
Panama,2008,female,35-54 years,7,418521,1.67,"25,155,888,600",7972,Boomers,North America
Panama,2002,female,35-54 years,8,345505,2.32,"12,994,310,400",4641,Boomers,North America
Panama,2004,female,35-54 years,9,369619,2.43,"15,013,381,700",5144,Boomers,North America
