Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount,Area
Balwyn,150 Balwyn Rd,4,h,2250000,SA,Jellis,2016-07-16,9.7,3103,3,1,2,832,1938,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,3/94 Balwyn Rd,2,u,1053000,S,Fletchers,2016-07-16,9.7,3103,2,1,2,231,1985,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,1/7 Boston Rd,3,h,1800000,VB,Marshall,2016-07-16,9.7,3103,3,2,2,380,1980,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,19 Norbert St,4,h,2249415,S,Jellis,2016-07-16,9.7,3103,3,2,1,797,1938,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,1/32 Yerrin St,3,t,1472000,S,Noel,2016-07-16,9.7,3103,3,2,2,306,1995,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,53 Metung St,3,h,2120000,S,Jellis,2016-09-17,9.7,3103,3,1,2,651,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,28 Salisbury St,3,h,1578289,S,Jellis,2016-09-17,9.7,3103,3,2,2,610,1960,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,35a Stroud St,4,h,1800000,VB,Fletchers,2016-09-17,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,87 Yerrin St,3,h,1910000,S,Jellis,2016-09-17,9.7,3103,3,1,2,697,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,5/95 Balwyn Rd,2,u,754000,PI,Marshall,2017-03-18,9.7,3103,2,1,1,87,1990,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,16 Grey St,4,h,2249415,SP,Jellis,2017-03-18,9.7,3103,4,2,2,743,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,20 Henley St,3,h,1605000,SP,Marshall,2017-03-18,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,33 Kireep Rd,3,h,1578289,SN,Kay,2017-03-18,9.7,3103,3,1,2,1315,1928,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,35 Kireep Rd,5,h,2946481,SN,Marshall,2017-03-18,9.7,3103,5,2,3,674,1950,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,2 Birtles Ct,5,h,3000000,VB,Jellis,2016-06-18,9.7,3103,5,5,2,671,1990,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,20 Elliott Av,5,h,2946481,SP,Jellis,2016-06-18,9.7,3103,5,4,2,753,1990,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,49 Metung St,5,h,3400000,VB,Jellis,2016-06-18,9.7,3103,5,6,4,739,1990,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,2a Monash Av,3,h,1578289,S,Jellis,2016-06-18,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,8 Nungerner St,5,h,2946481,SN,Noel,2016-06-18,9.7,3103,5,2,3,683,1940,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,8 Pryton Ct,4,h,2249415,S,Fletchers,2016-06-18,9.7,3103,4,1,3,675,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,110 Strabane Av,3,h,1490000,S,Fletchers,2016-06-18,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,1/48 Talbot Av,3,u,905000,S,Jellis,2016-06-18,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,156 Whitehorse Rd,4,h,2249415,S,Jellis,2016-06-18,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,29 Bevan St,4,h,2188000,S,Marshall,2016-11-19,9.7,3103,4,2,2,752,1981,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,2/30 Kalimna St,2,u,755000,PI,Noel,2016-11-19,9.7,3103,2,1,1,213,1980,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,10/36 Jurang St,2,u,859351,SN,Ray,2016-05-22,9.7,3103,2,1,1,0,1967,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,1 Knutsford St,4,h,2900000,VB,Marshall,2016-05-22,9.7,3103,4,3,2,596,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,34 Monash Av,4,h,1947000,SP,Morrison,2016-05-22,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,70 Monash Av,4,h,2249415,S,Jellis,2016-05-22,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,19 Reid St,4,h,2249415,S,hockingstuart,2016-05-22,9.7,3103,3,2,2,929,1938,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,262 Union Rd,4,h,3290000,S,Jellis,2016-05-22,9.7,3103,4,3,2,1007,1910,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,25 Kalimna St,5,h,2665000,S,Jellis,2016-08-22,9.7,3103,4,3,2,674,1973,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,4/12 Kireep Rd,2,u,859351,S,Barry,2016-08-22,9.7,3103,2,1,1,0,1968,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,7 Naroo St,4,h,1801000,S,Noel,2016-08-22,9.7,3103,4,2,2,583,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,6/11 Yarrbat Av,3,t,1100000,VB,Jellis,2016-08-22,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,60a Talbot Av,4,t,2249415,SP,hockingstuart,2016-04-23,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,61 Balwyn Rd,5,h,2946481,SP,Marshall,2016-09-24,9.7,3103,5,2,3,1205,1920,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,27 Metung St,4,h,2410000,S,Fletchers,2016-09-24,9.7,3103,4,2,1,685,1940,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,4/35 Weir St,2,u,650000,S,Jellis,2016-09-24,9.7,3103,2,1,1,0,1960,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,9 Bruce St,5,h,2946481,SP,Bekdon,2017-02-25,9.7,3103,5,4,2,584,2012,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,6 Clapham St,2,t,859351,SP,Jellis,2017-02-25,9.7,3103,2,2,2,297,1967,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,109 Gordon St,4,h,2249415,SP,Jellis,2017-02-25,9.7,3103,4,3,5,655,1938,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,14 Kinsale Cr,4,h,1820000,SP,Marshall,2017-02-25,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,34 Nott St,4,h,2275000,VB,Jellis,2017-02-25,9.7,3103,4,2,1,842,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,275 Union Rd,5,h,2810000,PI,Jellis,2017-02-25,9.7,3103,5,3,4,1468,1990,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,3/14 Weir St,3,t,1385000,S,Jellis,2017-02-25,9.7,3103,3,2,2,190,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,1 Prowse Av,6,h,4600000,SP,Philip,2016-07-26,9.7,3103,6,2,3,1282,1935,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,29 Metung St,4,h,2249415,SP,Jellis,2016-06-27,9.7,3103,4,2,2,662,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,27 Reid St,5,h,2946481,SP,Jellis,2016-06-27,9.7,3103,4,2,2,925,1986,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,28 Sevenoaks St,5,h,2946481,SN,Noel,2016-06-27,9.7,3103,5,5,3,807,2005,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,26 Wills St,4,h,2000000,PI,hockingstuart,2016-06-27,9.7,3103,3,1,2,739,1930,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,165 Balwyn Rd,4,h,1900000,S,Mandy,2016-11-27,9.7,3103,4,2,1,665,1940,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,1/5 Cherry Rd,2,u,859351,S,hockingstuart,2016-11-27,9.7,3103,2,1,1,134,1965,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,160 Gordon St,4,h,2249415,SP,Marshall,2016-11-27,9.7,3103,4,2,2,722,2000,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,17 Knutsford St,3,h,3401000,S,Jellis,2016-11-27,9.7,3103,3,2,1,706,1930,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,1/10 Mangan St,2,u,859351,S,Noel,2016-11-27,9.7,3103,2,1,1,207,1967,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,47 Naroo St,3,h,1750000,VB,Jellis,2016-11-27,9.7,3103,3,2,3,613,1943,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,9 Norbert St,4,h,2249415,S,Marshall,2016-11-27,9.7,3103,4,2,3,681,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,8 Raynes St,5,h,4000000,VB,RT,2016-11-27,9.7,3103,5,4,3,1437,1990,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,1/13 Relowe Cr,3,u,1578289,S,Jellis,2016-11-27,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,38 Relowe Cr,4,h,2250000,PI,Marshall,2016-11-27,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,15A Westminster St,4,h,2249415,S,Jellis,2016-11-27,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,6 Abercrombie St,3,h,1810000,S,Fletchers,2016-05-28,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,1/74 Balwyn Rd,3,t,1100000,S,hockingstuart,2016-05-28,9.7,3103,3,2,1,259,1940,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,112 Belmore Rd,5,h,3020000,PI,Jellis,2016-05-28,9.7,3103,5,3,2,715,2009,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,3/32 Deepdene Rd,3,t,1578289,S,hockingstuart,2016-05-28,9.7,3103,3,2,2,541,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,12 Wills St,5,h,2450000,S,Marshall,2016-05-28,9.7,3103,4,2,2,981,1960,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,51 Yarrbat Av,4,h,2249415,S,Marshall,2016-05-28,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,3/12 Brenbeal St,2,u,730000,S,hockingstuart,2016-08-28,9.7,3103,2,1,1,130,1960,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,51 Elliott Av,4,h,1530000,S,hockingstuart,2016-08-28,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,11 Pryton Ct,3,h,1578289,PI,Noel,2016-08-28,9.7,3103,3,2,2,868,1960,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,29 Sevenoaks St,5,h,3900000,PI,Jellis,2016-08-28,9.7,3103,5,7,6,0,1990,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,321a Union Rd,3,h,1500000,SP,Noel,2016-08-28,9.7,3103,3,2,2,404,2011,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,46 Yongala St,3,h,1850000,S,Fletchers,2016-08-28,9.7,3103,3,1,1,607,1950,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,34 Jurang St,5,h,2946481,S,Marshall,2016-07-30,9.7,3103,6,3,4,876,1980,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,33 Power St,4,h,1700000,VB,Marshall,2016-07-30,9.7,3103,3,1,1,672,1935,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn,5 Shrimpton Ct,2,h,1010000,PI,Marshall,2016-07-30,9.7,3103,2,0,0,1611,1967,Boroondara,Southern Metropolitan,5682,Council Area
Balwyn North,3/41 Clifton St,3,t,1315000,S,hockingstuart,2016-09-03,9.2,3104,3,2,2,260,2000,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,153 Doncaster Rd,3,h,1500000,PI,Jellis,2016-09-03,9.2,3104,3,2,1,778,1950,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,19 Jacka St,4,h,3230000,S,Jellis,2016-09-03,9.2,3104,4,4,3,1135,1960,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,32 Jaserfold St,2,h,1080000,S,Jellis,2016-09-03,9.2,3104,2,1,1,253,1969,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,2/5 Marwal Av,4,u,1450000,S,hockingstuart,2016-09-03,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,32 Maylands Av,2,h,1305000,S,Fletchers,2016-09-03,9.2,3104,2,1,1,404,1969,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,30 Abbott St,7,h,1350000,PI,Barry,2016-12-03,9.2,3104,7,2,0,942,1960,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,25 Bolinda Rd,4,h,1905000,S,Noel,2016-12-03,9.2,3104,4,2,2,647,1955,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,3 Dumblane St,5,h,3300000,PI,hockingstuart,2016-12-03,9.2,3104,5,4,2,760,2015,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,30 Hood St,4,h,1900000,VB,Fletchers,2016-12-03,9.2,3104,4,2,2,642,1955,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,36 Kenny St,3,h,2251000,S,Marshall,2016-12-03,9.2,3104,3,1,2,888,1950,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,2 Maughan Pde,5,h,2209152,S,Noel,2016-12-03,9.2,3104,5,2,1,734,1950,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,24 McShane St,3,h,1553908,SN,Kay,2016-12-03,9.2,3104,3,1,2,652,1960,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,45 Riverside Av,3,h,2160000,S,Jellis,2016-12-03,9.2,3104,3,2,2,1645,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,13 Riverview Rd,4,h,2205000,PI,RW,2016-12-03,9.2,3104,4,2,2,750,1950,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,43 Sweyn St,3,h,1265000,S,hockingstuart,2016-12-03,9.2,3104,3,2,1,347,2011,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,10 Carrington St,7,h,1975000,PI,Marshall,2017-03-04,9.2,3104,7,3,2,683,1960,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,49 Fortuna Av,5,h,2209152,S,Marshall,2017-03-04,9.2,3104,5,3,2,818,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,3 Highbury St,3,h,2000000,S,R&H,2017-03-04,9.2,3104,3,1,3,772,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,14 Kawarren St,4,h,1750000,S,Kay,2017-03-04,9.2,3104,4,2,2,673,1960,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,88 Longview Rd,3,h,1450000,VB,Jellis,2017-03-04,9.2,3104,3,1,2,665,1950,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,113 Maud St,4,h,2614000,S,Fletchers,2017-03-04,9.2,3104,4,2,2,772,1955,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,6 Stuart Ct,4,h,1825000,S,Fletchers,2017-03-04,9.2,3104,4,2,3,736,1958,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,61 Sutton St,4,h,2550000,S,Fletchers,2017-03-04,9.2,3104,4,1,4,847,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,62 Maud St,4,h,1926869,S,hockingstuart,2016-06-04,9.2,3104,3,2,4,1082,1960,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,38 Nevada St,4,h,1570000,SP,Jellis,2016-06-04,9.2,3104,4,2,1,546,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,2 Osburn Av,3,h,1553908,PI,Ray,2016-06-04,9.2,3104,3,2,2,1645,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,325 Belmore Rd,5,h,3250000,PI,Jellis,2016-08-06,9.2,3104,3,4,2,886,2013,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,1 Buchanan Av,4,h,1926869,S,Marshall,2016-08-06,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,45 Cityview Rd,4,h,1750000,PI,Ray,2016-08-06,9.2,3104,4,3,3,667,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,15 Ellendale St,3,t,1150000,S,Christopher,2016-08-06,9.2,3104,3,2,1,207,2003,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,101 Hill Rd,4,h,1926869,SP,Marshall,2016-08-06,9.2,3104,4,2,2,729,1950,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,10 Sylvander St,3,h,1553908,S,Jellis,2016-08-06,9.2,3104,3,2,2,650,1980,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,85 Tannock St,3,h,1575000,PI,Noel,2016-08-06,9.2,3104,3,2,2,645,1953,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,293 Belmore Rd,4,h,1926869,PI,Fletchers,2016-05-07,9.2,3104,4,1,2,998,1970,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,1/9 Citron Av,3,h,920000,PI,Fletchers,2016-05-07,9.2,3104,3,2,2,1645,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,30 Clifton St,4,h,1572000,S,hockingstuart,2016-05-07,9.2,3104,4,2,2,662,1965,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,8 Kalonga Rd,4,h,1926869,PI,Noel,2016-05-07,9.2,3104,4,1,2,510,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,2/1 Leicester St,2,h,1075750,S,Jellis,2016-05-07,9.2,3104,2,1,1,230,2000,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,10 Seattle St,4,h,1500000,VB,Jellis,2016-05-07,9.2,3104,3,2,2,610,1954,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,3/54 Severn St,4,t,1400000,S,Jellis,2016-05-07,9.2,3104,4,2,1,283,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,14 Buchanan Av,4,h,1926869,S,Marshall,2016-11-07,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,108 Bulleen Rd,5,h,1750000,VB,Jellis,2016-11-07,9.2,3104,5,3,2,705,2013,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,5 Carrington St,4,h,1850000,VB,Jellis,2016-11-07,9.2,3104,4,2,2,619,1990,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,37 Gardenia Rd,5,h,2209152,PN,RW,2016-11-07,9.2,3104,5,5,2,720,2016,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,40 Winfield Rd,3,h,1480000,PI,Marshall,2016-11-07,9.2,3104,3,1,2,992,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,7 Clifton St,4,h,1400000,PI,hockingstuart,2016-10-08,9.2,3104,4,2,2,714,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,3 Clive Ct,4,h,2130000,PI,RW,2016-10-08,9.2,3104,4,3,2,1274,1970,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,2/34 Doncaster Rd,3,u,1050000,S,Fletchers,2016-10-08,9.2,3104,3,2,2,244,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,7 Page St,5,h,3690000,S,RW,2016-10-08,9.2,3104,4,4,2,624,1967,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,1/39 Trentwood Av,2,u,709000,S,Jellis,2016-10-08,9.2,3104,2,1,1,404,1969,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,58 Aquila St,3,h,1553908,S,Fletchers,2016-09-10,9.2,3104,3,2,2,635,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,14 Cascade St,4,h,1926869,SP,Marshall,2016-09-10,9.2,3104,4,1,1,847,1939,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,8 Cash St,4,h,1740000,VB,Jellis,2016-09-10,9.2,3104,4,2,2,610,1993,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,6 Cumberland Av,3,h,1553908,S,Fletchers,2016-09-10,9.2,3104,3,2,2,1645,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,7 Grieve St,4,h,2575000,PI,Jellis,2016-09-10,9.2,3104,4,3,2,657,2006,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,39 Kawarren St,4,h,1388800,S,Jellis,2016-09-10,9.2,3104,3,2,1,517,1970,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,185 Doncaster Rd,4,h,1702000,PI,Jellis,2016-12-10,9.2,3104,4,2,2,715,1939,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,41 Helston St,4,h,1800000,VB,Fletchers/One,2016-12-10,9.2,3104,4,2,4,587,1960,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,17 Maylands Av,4,h,3300000,VB,Jellis,2016-12-10,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,15 Moody St,4,h,2910000,S,Marshall,2016-12-10,9.2,3104,4,3,2,1070,1992,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,53 Sweyn St,2,h,1400000,S,Noel,2016-12-10,9.2,3104,2,1,1,694,1969,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,2/11 Winfield Rd,2,t,860000,S,hockingstuart,2016-12-10,9.2,3104,2,2,2,204,1969,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,2/31 Sutton St,3,u,1553908,S,Fletchers,2017-02-11,9.2,3104,3,1,2,345,1960,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,13 Lucifer St,4,h,1670000,SP,Marshall,2017-03-11,9.2,3104,4,3,2,689,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,141 Greythorn Rd,5,h,1500000,S,hockingstuart,2016-06-12,9.2,3104,3,1,1,800,1950,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,23a The Boulevard,5,h,2200000,VB,Noel,2016-06-12,9.2,3104,5,3,2,900,1955,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,16b Alpha St,3,u,1150000,S,Lindellas,2016-11-12,9.2,3104,3,2,2,1645,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,62 Clifton St,4,h,1350000,VB,Jellis,2016-11-12,9.2,3104,4,2,2,815,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,47 Ellsa St,4,h,1926869,SN,RT,2016-11-12,9.2,3104,4,2,1,1088,1950,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,5 Lemon Rd,5,h,2070000,SP,Jellis,2016-11-12,9.2,3104,5,2,1,1138,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,21 Maud St,3,h,1300000,S,Marshall,2016-11-12,9.2,3104,3,1,2,464,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,53 Trentwood Av,5,h,2190000,S,Marshall,2016-11-12,9.2,3104,5,3,2,818,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,1 Bolinda Rd,3,h,1700000,VB,Fletchers,2016-08-13,9.2,3104,3,2,3,763,1960,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,35 Corhampton Rd,3,h,1750000,VB,Noel,2016-08-13,9.2,3104,2,1,2,854,1948,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,151 Bulleen Rd,3,h,980000,SP,Fletchers,2016-05-14,9.2,3104,3,1,1,542,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,56a Clifton St,3,h,1230000,S,Noel,2016-05-14,9.2,3104,3,3,1,310,2012,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,12 Hood St,5,h,2209152,S,Marshall,2016-05-14,9.2,3104,5,5,2,643,2007,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,2 Tudor Ct,7,h,2600000,PI,Barry,2016-05-14,9.2,3104,5,3,3,637,2008,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,28 Walnut Rd,4,h,1950000,S,Fletchers,2016-05-14,9.2,3104,3,3,2,665,1970,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,14 Bernard St,3,h,1553908,SP,Jellis,2016-10-15,9.2,3104,3,1,1,612,1950,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,14 Dumblane St,5,h,1750000,PI,RW,2016-10-15,9.2,3104,5,2,2,710,1955,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,13 Glenthorn Av,3,h,1636000,S,Jellis,2016-10-15,9.2,3104,3,2,2,1645,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,64 Greythorn Rd,5,h,2000000,S,Fletchers,2016-10-15,9.2,3104,5,2,2,1002,1950,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,42 Maud St,3,h,1480000,PI,Jellis,2016-10-15,9.2,3104,3,1,4,605,1950,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,19 Nicholson St,4,h,1926869,S,Jellis,2016-10-15,9.2,3104,4,3,2,879,1930,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,11 Stephens St,4,h,3000000,PI,Nelson,2016-10-15,9.2,3104,4,3,2,1247,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,54 Sutton St,3,h,1818000,S,Fletchers,2016-10-15,9.2,3104,3,1,1,722,1930,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,1 Ventnor St,3,h,1553908,S,Jellis,2016-10-15,9.2,3104,3,2,2,696,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,3 Alpha St,4,h,2170000,SP,Fletchers,2016-04-16,9.2,3104,4,2,2,1040,1966,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,237a Balwyn Rd,5,h,1310000,PI,Appleby,2016-04-16,9.2,3104,5,3,2,818,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,1/17 Corhampton Rd,3,h,1553908,S,Jellis,2016-04-16,9.2,3104,3,2,2,234,1975,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,48 Hosken St,4,h,2525000,PI,Jellis,2016-04-16,9.2,3104,4,2,2,1235,1960,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,8 Kawarren St,5,h,2209152,SN,Jellis,2016-04-16,9.2,3104,5,4,2,676,1968,Boroondara,Southern Metropolitan,7809,Council Area
Balwyn North,17 Stephens St,4,h,3360000,S,Assisi,2016-04-16,9.2,3104,4,3,1,904,2003,Boroondara,Southern Metropolitan,7809,Council Area
