Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname,Propertycount
Camberwell,24 Glencairn Av,5,House,2300000,S,Jellis,2017-02-25,7.8,3124,5,3,2,749,1948,Boroondara,Southern Metropolitan,8920
Camberwell,18 Halley Av,5,House,2010000,S,Marshall,2017-02-25,7.8,3124,5,3,2,749,1948,Boroondara,Southern Metropolitan,8920
Camberwell,2/23 Hazel St,2,Unit,820000,S,Jellis,2017-02-25,7.8,3124,2,1,1,166,1969,Boroondara,Southern Metropolitan,8920
Camberwell,26 Hunter Rd,3,House,2105000,S,Fletchers,2017-02-25,7.8,3124,3,1,2,692,1940,Boroondara,Southern Metropolitan,8920
Camberwell,68 Hunter Rd,4,House,2590173,SP,Bekdon,2017-02-25,7.8,3124,4,2,4,661,1931,Boroondara,Southern Metropolitan,8920
Camberwell,6 Judd St,3,Townhouse,1625000,S,Jellis,2017-02-25,7.8,3124,3,2,2,283,1990,Boroondara,Southern Metropolitan,8920
Camberwell,638 Riversdale Rd,3,House,1750000,VB,Jellis,2017-02-25,7.8,3124,3,2,3,780,1963,Boroondara,Southern Metropolitan,8920
Camberwell,55 Rowell Av,5,House,2725000,S,Marshall,2017-02-25,7.8,3124,5,3,2,749,1948,Boroondara,Southern Metropolitan,8920
Camberwell,16A Waterloo St,3,House,3300000,S,Kay,2017-02-25,7.8,3124,3,3,2,417,2016,Boroondara,Southern Metropolitan,8920
Camberwell,2/47 Cornell St,2,Townhouse,844149,S,Jellis,2016-07-26,7.8,3124,2,2,2,239,1971,Boroondara,Southern Metropolitan,8920
Camberwell,3 West Ct,3,House,1749000,S,Marshall,2016-07-26,7.8,3124,3,2,2,694,1950,Boroondara,Southern Metropolitan,8920
Camberwell,1/3 Crescent Rd,2,Unit,667000,S,Woodards,2016-06-27,7.8,3124,2,1,1,83,1960,Boroondara,Southern Metropolitan,8920
Camberwell,30 Smith Rd,5,House,2800000,SP,Marshall,2016-06-27,7.8,3124,5,3,2,805,1948,Boroondara,Southern Metropolitan,8920
Camberwell,1088 Toorak Rd,3,House,1749000,SP,Woodards,2016-06-27,7.8,3124,3,1,3,647,1963,Boroondara,Southern Metropolitan,8920
Camberwell,22 Avenue Rd,2,House,1175000,PI,Jellis,2016-11-27,7.8,3124,2,1,1,246,1971,Boroondara,Southern Metropolitan,8920
Camberwell,3/595 Burke Rd,2,Townhouse,775000,S,hockingstuart,2016-11-27,7.8,3124,2,2,1,103,1971,Boroondara,Southern Metropolitan,8920
Camberwell,16 Callanish Rd,3,House,2220000,S,Marshall,2016-11-27,7.8,3124,3,2,2,850,1963,Boroondara,Southern Metropolitan,8920
Camberwell,17 Davis Av,2,House,844149,S,Marshall,2016-11-27,7.8,3124,2,1,1,348,1971,Boroondara,Southern Metropolitan,8920
Camberwell,68 Glyndon Rd,4,House,2590173,SP,Marshall,2016-11-27,7.8,3124,4,4,2,390,1925,Boroondara,Southern Metropolitan,8920
Camberwell,29 Kalang Rd,4,House,2015000,S,Jellis,2016-11-27,7.8,3124,4,1,4,772,1920,Boroondara,Southern Metropolitan,8920
Camberwell,1/28 Nevis St,2,Unit,700000,S,Marshall,2016-11-27,7.8,3124,2,1,1,631,1970,Boroondara,Southern Metropolitan,8920
Camberwell,25 Russell St,4,House,3225000,S,Marshall,2016-11-27,7.8,3124,4,3,1,632,1890,Boroondara,Southern Metropolitan,8920
Camberwell,44 Athelstan Rd,5,House,3320000,SP,Weast,2016-05-28,7.8,3124,5,4,2,741,2009,Boroondara,Southern Metropolitan,8920
Camberwell,17 Bringa Av,4,House,3710000,S,Jellis,2016-05-28,7.8,3124,4,2,2,706,1931,Boroondara,Southern Metropolitan,8920
Camberwell,32 Brinsley Rd,3,House,1749000,S,Jellis,2016-05-28,7.8,3124,3,2,2,643,1963,Boroondara,Southern Metropolitan,8920
Camberwell,2 Hazel St,5,House,2125000,PI,Marshall,2016-05-28,7.8,3124,4,3,2,603,1980,Boroondara,Southern Metropolitan,8920
Camberwell,22 Kintore St,4,House,2590173,SP,Jellis,2016-05-28,7.8,3124,4,2,2,793,1900,Boroondara,Southern Metropolitan,8920
Camberwell,36 Pine Av,4,House,3250000,PI,Marshall,2016-05-28,7.8,3124,4,2,2,706,1931,Boroondara,Southern Metropolitan,8920
Camberwell,91 Radnor St,4,House,2030000,S,Jellis,2016-05-28,7.8,3124,4,2,2,686,1960,Boroondara,Southern Metropolitan,8920
Camberwell,11 Webster St,3,House,1749000,S,Woodards,2016-05-28,7.8,3124,3,1,1,698,1920,Boroondara,Southern Metropolitan,8920
Camberwell,532 Burke Rd,4,House,2000000,VB,Noel,2016-08-28,7.8,3124,4,3,4,697,1980,Boroondara,Southern Metropolitan,8920
Camberwell,4/26 Cornell St,2,House,706000,S,Fletchers,2016-08-28,7.8,3124,2,1,1,95,1960,Boroondara,Southern Metropolitan,8920
Camberwell,9 Derby St,5,House,2250000,PI,Marshall,2016-08-28,7.8,3124,5,5,1,639,2010,Boroondara,Southern Metropolitan,8920
Camberwell,20 Kirkwood Dr,5,House,2740000,S,Fletchers,2016-08-28,7.8,3124,4,2,2,643,2005,Boroondara,Southern Metropolitan,8920
Camberwell,7 Lesley St,4,House,2590173,SP,Marshall,2016-08-28,7.8,3124,3,2,2,912,1935,Boroondara,Southern Metropolitan,8920
Camberwell,90 Radnor St,4,House,2590173,SN,Marshall,2016-08-28,7.8,3124,3,3,2,702,1995,Boroondara,Southern Metropolitan,8920
Camberwell,87 Rowell Av,5,House,2640391,SP,Jellis,2016-08-28,7.8,3124,5,3,2,749,1948,Boroondara,Southern Metropolitan,8920
Camberwell,8/887 Toorak Rd,2,Unit,844149,S,Jellis,2016-08-28,7.8,3124,2,1,1,348,1971,Boroondara,Southern Metropolitan,8920
Camberwell,4/119 Wattle Valley Rd,4,House,1500000,PI,Marshall,2016-08-28,7.8,3124,4,2,2,706,1931,Boroondara,Southern Metropolitan,8920
Camberwell,23 Gowar Av,2,House,844149,S,Jellis,2016-07-30,7.8,3124,2,1,1,348,1971,Boroondara,Southern Metropolitan,8920
Camberwell,2b Waterloo St,3,House,1749000,S,Jellis,2016-07-30,7.8,3124,2,1,3,432,1920,Boroondara,Southern Metropolitan,8920
Canterbury,18 Irilbarra Rd,4,House,2950000,S,Marshall,2016-09-03,9,3126,4,2,2,687,1935,Boroondara,Southern Metropolitan,3265
Canterbury,2a View St,3,House,1943975,SN,Kay,2016-09-03,9,3126,3,2,2,309,2004,Boroondara,Southern Metropolitan,3265
Canterbury,1 Claremont Cr,3,House,1943975,S,Jellis,2016-12-03,9,3126,3,2,2,482,1943,Boroondara,Southern Metropolitan,3265
Canterbury,33 Myrtle Rd,3,House,1587500,S,Marshall,2016-12-03,9,3126,3,1,1,459,1920,Boroondara,Southern Metropolitan,3265
Canterbury,62 Wentworth Av,4,House,2778864,S,Jellis,2016-12-03,9,3126,4,2,2,748,1941,Boroondara,Southern Metropolitan,3265
Canterbury,22 Allenby Rd,3,House,1943975,S,Marshall,2017-03-04,9,3126,3,2,2,522,1943,Boroondara,Southern Metropolitan,3265
Canterbury,1/17 Chatham Rd,4,Townhouse,1550000,PI,Noel,2017-03-04,9,3126,4,2,4,318,1941,Boroondara,Southern Metropolitan,3265
Canterbury,3 Claremont Cr,4,House,2778864,S,Marshall,2017-03-04,9,3126,4,2,2,748,1941,Boroondara,Southern Metropolitan,3265
Canterbury,2E Hopetoun Av,4,Townhouse,2778864,S,Jellis,2017-03-04,9,3126,4,2,2,748,1941,Boroondara,Southern Metropolitan,3265
Canterbury,1/28 Milton St,2,House,765000,S,Jellis,2017-03-04,9,3126,2,1,1,543,1970,Boroondara,Southern Metropolitan,3265
Canterbury,2 Monomeath Av,5,House,3775500,S,Jellis,2017-03-04,9,3126,5,3,3,916,1933,Boroondara,Southern Metropolitan,3265
Canterbury,4/31 Monomeath Av,3,Unit,2130000,S,Jellis,2017-03-04,9,3126,3,2,2,482,1943,Boroondara,Southern Metropolitan,3265
Canterbury,80 Highfield Rd,2,House,876400,S,Marshall,2016-06-04,9,3126,2,1,1,231,1930,Boroondara,Southern Metropolitan,3265
Canterbury,3/13 Wattle Valley Rd,2,Unit,830000,S,Century,2016-06-04,9,3126,2,1,1,110,1960,Boroondara,Southern Metropolitan,3265
Canterbury,11 Mangarra Rd,3,House,1943975,S,Marshall,2016-08-06,9,3126,3,1,1,654,1910,Boroondara,Southern Metropolitan,3265
Canterbury,2 McGregor St,4,House,2375000,S,Jellis,2016-05-07,9,3126,4,2,1,653,1910,Boroondara,Southern Metropolitan,3265
Canterbury,31 Rubens Gr,5,House,2900000,PI,Jellis,2016-05-07,9,3126,5,2,2,795,1910,Boroondara,Southern Metropolitan,3265
Canterbury,8 View St,4,House,2778864,SP,Marshall,2016-05-07,9,3126,4,2,1,756,1941,Boroondara,Southern Metropolitan,3265
Canterbury,42 Warburton Rd,3,House,2200000,VB,Noel,2016-05-07,9,3126,3,3,2,468,1890,Boroondara,Southern Metropolitan,3265
Canterbury,5 Margaret St,4,House,2620000,S,Marshall,2016-11-07,9,3126,4,1,1,717,1890,Boroondara,Southern Metropolitan,3265
Canterbury,5 Dorothea St,2,House,1305000,S,Jellis,2016-10-08,9,3126,2,1,1,342,1945,Boroondara,Southern Metropolitan,3265
Canterbury,1b Daphne St,3,House,928000,S,Fletchers,2016-09-10,9,3126,3,2,1,145,1998,Boroondara,Southern Metropolitan,3265
Canterbury,14 Golding St,4,House,2778864,S,Marshall,2016-09-10,9,3126,4,2,2,598,1905,Boroondara,Southern Metropolitan,3265
Canterbury,13 Byron St,5,House,2930000,S,Jellis,2016-12-10,9,3126,5,3,4,645,2005,Boroondara,Southern Metropolitan,3265
Canterbury,21 Compton St,4,House,2950000,PI,Jellis,2016-12-10,9,3126,4,2,3,812,1927,Boroondara,Southern Metropolitan,3265
Canterbury,12A Highfield Rd,5,House,3775500,SN,Woodards,2016-12-10,9,3126,5,3,3,965,1928,Boroondara,Southern Metropolitan,3265
Canterbury,29 Rubens Gr,4,House,3800000,PI,Marshall,2017-02-11,9,3126,4,1,1,858,1941,Boroondara,Southern Metropolitan,3265
Canterbury,14 Selwyn St,5,House,3775500,S,Marshall,2016-05-14,9,3126,5,3,2,900,1900,Boroondara,Southern Metropolitan,3265
Canterbury,6 Cross St,4,House,2778864,S,Marshall,2016-10-15,9,3126,4,3,2,585,1900,Boroondara,Southern Metropolitan,3265
Canterbury,8 Dudley Pde,5,House,2350000,VB,Jellis,2016-10-15,9,3126,5,2,4,838,1910,Boroondara,Southern Metropolitan,3265
Canterbury,1/8 Faversham Rd,3,Townhouse,1680000,S,Jellis,2016-10-15,9,3126,3,2,2,387,1943,Boroondara,Southern Metropolitan,3265
Canterbury,21 Marden St,3,House,1640000,PI,Marshall,2016-10-15,9,3126,3,3,2,352,1997,Boroondara,Southern Metropolitan,3265
Canterbury,47 Warburton Rd,3,House,1680000,S,Fletchers,2016-09-17,9,3126,3,2,1,325,1910,Boroondara,Southern Metropolitan,3265
Canterbury,77 Highfield Rd,5,House,3550000,VB,RT,2017-03-18,9,3126,5,4,4,684,2013,Boroondara,Southern Metropolitan,3265
Canterbury,55 Warburton Rd,3,House,1385000,S,Jellis,2016-06-18,9,3126,2,1,1,444,1910,Boroondara,Southern Metropolitan,3265
Canterbury,17 Irilbarra Rd,4,House,3400000,S,Jellis,2016-11-19,9,3126,4,1,4,845,2008,Boroondara,Southern Metropolitan,3265
Canterbury,3 Compton St,4,House,2778864,S,Marshall,2016-08-22,9,3126,4,2,2,879,1941,Boroondara,Southern Metropolitan,3265
Canterbury,5/25 Chatham Rd,3,House,1943975,SP,Jellis,2016-04-23,9,3126,3,0,0,502,1943,Boroondara,Southern Metropolitan,3265
Canterbury,2/20 Margaret St,2,Unit,690500,SP,Fletchers,2016-04-23,9,3126,2,1,1,118,1970,Boroondara,Southern Metropolitan,3265
Canterbury,3 Allenby Rd,3,House,1943975,S,Jellis,2016-07-26,9,3126,3,2,1,415,1943,Boroondara,Southern Metropolitan,3265
Canterbury,12a View St,3,House,1850000,PI,Marshall,2016-07-26,9,3126,3,2,2,361,1995,Boroondara,Southern Metropolitan,3265
Canterbury,6/124 Canterbury Rd,2,Unit,736000,S,Marshall,2016-06-27,9,3126,2,1,2,132,1970,Boroondara,Southern Metropolitan,3265
Canterbury,3/124 Canterbury Rd,2,Unit,685000,S,RT,2016-11-27,9,3126,2,1,1,122,1970,Boroondara,Southern Metropolitan,3265
Canterbury,2A Erica St,2,House,1800000,VB,Jellis,2016-11-27,9,3126,2,1,3,716,1970,Boroondara,Southern Metropolitan,3265
Canterbury,1/29 Logan St,3,House,1800000,S,Jellis,2016-11-27,9,3126,3,2,2,316,1986,Boroondara,Southern Metropolitan,3265
Canterbury,35 Myrtle Rd,4,House,3145000,S,RW,2016-11-27,9,3126,4,2,2,796,2012,Boroondara,Southern Metropolitan,3265
Canterbury,2B Victoria Av,4,House,2778864,SP,Kay,2016-11-27,9,3126,4,2,2,748,1941,Boroondara,Southern Metropolitan,3265
Canterbury,140 Canterbury Rd,4,House,2778864,SP,Fletchers,2016-01-28,9,3126,4,2,0,808,1910,Boroondara,Southern Metropolitan,3265
Canterbury,8 Avenue Athol,4,Townhouse,1742000,S,Fletchers,2016-05-28,9,3126,4,2,2,780,1941,Boroondara,Southern Metropolitan,3265
Canterbury,20 Wentworth Av,5,House,2750000,VB,Jellis,2016-05-28,9,3126,5,3,3,916,1933,Boroondara,Southern Metropolitan,3265
Canterbury,28 Wentworth Av,5,House,3775500,SP,Marshall,2016-05-28,9,3126,5,3,3,916,1933,Boroondara,Southern Metropolitan,3265
Canterbury,1/172 Mont Albert Rd,2,Unit,876400,SP,Jellis,2016-07-30,9,3126,2,1,1,175,1970,Boroondara,Southern Metropolitan,3265
Glen Iris,6 Beatrice St,3,House,1735000,S,hockingstuart,2016-09-03,9.2,3146,3,2,3,680,1935,Boroondara,Southern Metropolitan,10412
Glen Iris,4/28 Belmont Av N,2,Unit,490000,VB,Noel,2016-09-03,9.2,3146,2,1,1,345,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,30 Howie St,3,Townhouse,1609732,SP,Marshall,2016-09-03,9.2,3146,3,3,2,605,1920,Boroondara,Southern Metropolitan,10412
Glen Iris,28 Alfred Rd,4,House,1800000,VB,Marshall,2016-12-03,9.2,3146,4,2,2,868,1930,Boroondara,Southern Metropolitan,10412
Glen Iris,1/3 Belmont Av,3,House,1609732,S,hockingstuart,2016-12-03,9.2,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,4/35 Carroll Cr,1,Unit,350000,VB,hockingstuart,2016-12-03,9.2,3146,1,1,1,282,1980,Boroondara,Southern Metropolitan,10412
Glen Iris,28 Malvern Av,3,House,2260000,S,J,2016-12-03,9.2,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,8A Queens Pde,3,Townhouse,1753000,S,Noel,2016-12-03,9.2,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,26 Rosedale Rd,4,House,2221988,SN,RT,2016-12-03,9.2,3146,4,2,2,375,2013,Boroondara,Southern Metropolitan,10412
Glen Iris,62 Staughton Rd,4,House,1998000,S,J,2016-12-03,9.2,3146,4,2,1,739,2002,Boroondara,Southern Metropolitan,10412
Glen Iris,52 Denman Av,4,House,1950000,S,Marshall,2017-03-04,9.2,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,3/7 Erica Av,3,Townhouse,1155000,S,Jellis,2017-03-04,9.2,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,10 Grandview Av,5,House,2704295,S,Jellis,2017-03-04,9.2,3146,5,3,2,749,1962,Boroondara,Southern Metropolitan,10412
Glen Iris,43 Pascoe St,3,House,1780000,S,hockingstuart,2017-03-04,9.2,3146,3,1,2,627,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,2/11 Peace St,3,House,1425000,S,Marshall,2017-03-04,9.2,3146,3,2,2,217,2006,Boroondara,Southern Metropolitan,10412
Glen Iris,4 Aitchison Av,2,Unit,1090000,S,hockingstuart,2016-06-04,9.2,3146,2,1,1,345,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,48 Alfred Rd,3,House,1530000,S,Jellis,2016-06-04,9.2,3146,3,1,1,753,1940,Boroondara,Southern Metropolitan,10412
Glen Iris,3 Bridges St,4,House,1900000,PI,Jellis,2016-06-04,9.2,3146,4,4,2,708,1985,Boroondara,Southern Metropolitan,10412
Glen Iris,16/69 Carroll Cr,2,Unit,475000,S,Noel,2016-06-04,9.2,3146,2,1,1,345,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,3 Charles St,3,House,1609732,SP,RT,2016-06-04,9.2,3146,3,1,2,656,1925,Boroondara,Southern Metropolitan,10412
Glen Iris,6 Chester St,3,House,1360000,PI,Fletchers,2016-06-04,9.2,3146,3,2,1,704,1940,Boroondara,Southern Metropolitan,10412
Glen Iris,56 Gardiner Pde,5,House,2175000,S,Fletchers,2016-06-04,9.2,3146,5,3,4,619,2003,Boroondara,Southern Metropolitan,10412
Glen Iris,3 Nerissa St,3,House,1609732,S,Jellis,2016-06-04,9.2,3146,3,1,1,745,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,22 Renwick St,4,House,2325000,PI,Marshall,2016-06-04,9.2,3146,4,3,2,638,1930,Boroondara,Southern Metropolitan,10412
Glen Iris,10 Hazeldine Rd,4,House,2538000,S,Marshall,2016-08-06,9.2,3146,4,2,3,630,2000,Boroondara,Southern Metropolitan,10412
Glen Iris,6 Chester St,3,House,1600000,VB,Fletchers,2016-05-07,9.2,3146,3,2,1,704,1940,Boroondara,Southern Metropolitan,10412
Glen Iris,7 Flowerdale Rd,3,House,2100000,VB,Marshall,2016-05-07,9.2,3146,3,2,2,904,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,12 Grandview Av,3,House,1520000,PI,Marshall,2016-05-07,9.2,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,16 Kardinia Rd,3,House,1609732,S,RT,2016-05-07,9.2,3146,4,1,1,724,1930,Boroondara,Southern Metropolitan,10412
Glen Iris,48 Martin Rd,3,House,2115000,S,Jellis,2016-05-07,9.2,3146,4,2,2,745,1920,Boroondara,Southern Metropolitan,10412
Glen Iris,73 Pascoe St,3,House,1700000,S,Jellis,2016-05-07,9.2,3146,3,2,2,625,1951,Boroondara,Southern Metropolitan,10412
Glen Iris,66 Rowen St,4,House,2221988,SP,Marshall,2016-05-07,9.2,3146,4,2,2,624,2011,Boroondara,Southern Metropolitan,10412
Glen Iris,12 Walerna Rd,3,House,1750000,S,Jellis,2016-05-07,9.2,3146,3,2,2,652,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,1/13 Belmont Av,2,Unit,580000,VB,Domain,2016-11-07,9.2,3146,2,1,1,345,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,1/9 Myrniong St,3,House,967500,S,Marshall,2016-11-07,9.2,3146,3,2,1,233,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,192 Tooronga Rd,4,House,2077000,S,RT,2016-11-07,9.2,3146,4,2,3,553,1910,Boroondara,Southern Metropolitan,10412
Glen Iris,1/51 Alfred Rd,4,Townhouse,1350000,PI,Jellis,2016-10-08,9.2,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,10 Atkins Av,3,House,1609732,SP,Marshall,2016-10-08,9.2,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,1/46 Iris Rd,3,House,1222000,S,Marshall,2016-10-08,9.2,3146,3,1,1,215,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,19 Mills St,4,House,2221988,S,Marshall,2016-10-08,9.2,3146,3,2,2,591,1948,Boroondara,Southern Metropolitan,10412
Glen Iris,39 Welfare Pde,4,House,1550000,S,Marshall,2016-10-08,9.2,3146,3,2,2,662,1948,Boroondara,Southern Metropolitan,10412
Glen Iris,423 Burke Rd,3,House,1660000,S,Christopher,2016-09-10,9.2,3146,3,1,2,297,1930,Boroondara,Southern Metropolitan,10412
Glen Iris,2 Celia St,6,House,2250000,VB,Gary,2016-09-10,9.2,3146,5,3,2,650,1940,Boroondara,Southern Metropolitan,10412
Glen Iris,17 Cole Av,4,House,2100000,S,Marshall,2016-09-10,9.2,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,51 Dent St,4,House,2020000,PI,Marshall,2016-09-10,9.2,3146,4,2,2,630,2009,Boroondara,Southern Metropolitan,10412
Glen Iris,33 Mills St,3,House,1609732,S,Marshall,2016-09-10,9.2,3146,3,1,1,590,1930,Boroondara,Southern Metropolitan,10412
Glen Iris,12 Morell St,3,House,1609732,S,Jellis,2016-09-10,9.2,3146,3,2,2,739,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,8/25 Osborne Av,2,Unit,789507,SP,Marshall,2016-09-10,9.2,3146,2,1,1,345,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,27 Pascoe St,3,House,1510000,PI,hockingstuart,2016-09-10,9.2,3146,3,2,2,370,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,54 Albion Rd,4,House,2221988,S,hockingstuart,2016-12-10,9.2,3146,4,1,2,696,1940,Boroondara,Southern Metropolitan,10412
Glen Iris,33 Barina Rd,3,House,1609732,SP,Marshall,2016-12-10,9.2,3146,3,2,2,705,1938,Boroondara,Southern Metropolitan,10412
Glen Iris,17 Bonnyview St,3,House,1609732,S,Fletchers,2016-12-10,9.2,3146,3,1,1,788,1950,Boroondara,Southern Metropolitan,10412
Glen Iris,5 Charles St,4,House,2010000,S,Marshall,2016-12-10,9.2,3146,4,2,2,659,1930,Boroondara,Southern Metropolitan,10412
Glen Iris,4 Denman Av,4,House,2221988,S,Buxton,2016-12-10,9.2,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,1/4 Estella St,4,House,1870000,S,Marshall,2016-12-10,9.2,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,22 Montana St,2,House,789507,S,Jellis,2016-12-10,9.2,3146,2,1,3,650,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,15 Pascoe St,3,House,1275000,VB,Tim,2016-12-10,9.2,3146,3,2,2,669,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,4/17 Peate Av,4,Townhouse,2221988,S,Jellis,2016-12-10,9.2,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,1/33 Yeovil Rd,3,Townhouse,1625000,S,Jellis,2016-12-10,9.2,3146,3,2,2,365,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,4 Howard St,4,House,2221988,SN,Kay,2017-03-11,9.2,3146,4,3,3,856,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,1/292 Warrigal Rd,2,Unit,789507,SP,Buxton,2017-03-11,9.2,3146,2,1,1,509,1970,Boroondara,Southern Metropolitan,10412
Glen Iris,56 Brandon St,3,House,1820000,S,Jellis,2016-11-12,9.2,3146,3,1,3,650,1930,Boroondara,Southern Metropolitan,10412
Glen Iris,1/146 Glen Iris Rd,2,Unit,710000,VB,Jellis,2016-11-12,9.2,3146,2,1,2,123,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,7 Golden Qd,4,House,3000000,VB,Marshall,2016-11-12,9.2,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,20 Howitt St,4,House,2376000,S,Jellis,2016-11-12,9.2,3146,4,2,2,652,1925,Boroondara,Southern Metropolitan,10412
Glen Iris,2 Kialla Av,5,House,2505000,SP,Marshall,2016-11-12,9.2,3146,5,3,2,749,1962,Boroondara,Southern Metropolitan,10412
Glen Iris,2C Osborne Av,3,House,1230000,PI,hockingstuart,2016-11-12,9.2,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,1/43 Osborne Av,3,Unit,1080000,S,Jellis,2016-11-12,9.2,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,6 Rix St,2,House,789507,S,Jellis,2016-11-12,9.2,3146,2,1,2,400,1930,Boroondara,Southern Metropolitan,10412
Glen Iris,9 Clitheroe Ct,3,House,1609732,S,Marshall,2016-08-13,9.2,3146,4,3,2,648,1930,Boroondara,Southern Metropolitan,10412
Glen Iris,20 Howie St,3,House,1875000,S,Marshall,2016-08-13,9.2,3146,3,2,3,607,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,12 Nerissa St,4,House,2221988,S,Jellis,2016-08-13,9.2,3146,4,2,3,697,1950,Boroondara,Southern Metropolitan,10412
Glen Iris,294 Tooronga Rd,3,House,1430000,S,Marshall,2016-08-13,9.2,3146,3,3,2,385,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,1 Barina Rd,4,House,2221988,S,Marshall,2016-05-14,9.2,3146,4,2,2,717,2003,Boroondara,Southern Metropolitan,10412
Glen Iris,1e Belmont Av,3,House,1609732,S,Marshall,2016-05-14,9.2,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,16 Flowerdale Rd,5,House,2000000,PI,Marshall,2016-05-14,9.2,3146,5,3,1,696,1920,Boroondara,Southern Metropolitan,10412
Glen Iris,130 High St,4,House,1550000,PI,Jellis,2016-05-14,9.2,3146,4,0,0,769,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,11 Nepean St,3,House,1609732,S,Jellis,2016-05-14,9.2,3146,3,1,3,663,1923,Boroondara,Southern Metropolitan,10412
Glen Iris,10 Bardolph St,2,Townhouse,585000,S,Jellis,2016-10-15,9.2,3146,2,1,1,84,1960,Boroondara,Southern Metropolitan,10412
Glen Iris,2 Celia St,5,House,1960000,PI,Gary,2016-10-15,9.2,3146,5,3,2,650,1940,Boroondara,Southern Metropolitan,10412
Glen Iris,67 Celia St,4,House,1700000,PI,Fletchers,2016-10-15,9.2,3146,4,3,1,650,1946,Boroondara,Southern Metropolitan,10412
Glen Iris,25 Dorrington Av,4,House,2221988,S,Jellis,2016-10-15,9.2,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,18 Fuller Av,4,House,2225000,PI,Marshall,2016-10-15,9.2,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,12 Hillcrest Rd,4,House,2221988,S,Marshall,2016-10-15,9.2,3146,4,3,2,676,1954,Boroondara,Southern Metropolitan,10412
Glen Iris,33 Queens Pde,4,House,2221988,S,Jellis,2016-10-15,9.2,3146,4,2,3,798,1994,Boroondara,Southern Metropolitan,10412
Glen Iris,2/67 Staughton Rd,3,House,1375000,S,Marshall,2016-10-15,9.2,3146,3,2,2,328,1990,Boroondara,Southern Metropolitan,10412
Glen Iris,3 Barina Rd,3,House,1609732,S,Marshall,2016-04-16,9.2,3146,3,1,2,664,1952,Boroondara,Southern Metropolitan,10412
Glen Iris,1/38 Hillside Pde,3,House,1609732,SN,hockingstuart,2016-04-16,9.2,3146,4,3,1,299,2001,Boroondara,Southern Metropolitan,10412
Glen Iris,8/64 Edgar St Nth,2,Unit,405000,SP,Noel,2016-07-16,9.2,3146,2,1,1,345,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,1/8 Estella St,4,Townhouse,1350000,VB,Woodards,2016-07-16,9.2,3146,3,2,2,342,1948,Boroondara,Southern Metropolitan,10412
Glen Iris,4/17 Belmont Av,2,Unit,585000,S,hockingstuart,2016-09-17,9.2,3146,2,1,1,345,1958,Boroondara,Southern Metropolitan,10412
Glen Iris,27 Celia St,3,House,1825000,S,Fletchers,2016-09-17,9.2,3146,3,1,2,652,1952,Boroondara,Southern Metropolitan,10412
