Suburb,Address,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Regionname
Hampton,19a Swyer St,3,h,1050000,PI,May-16,13.7,3188,3,2,2,672,1971,Bayside,Southern Metropolitan
Hampton,2/121 Thomas St,2,u,934207,SP,May-16,13.7,3188,2,1,1,0,1970,Bayside,Southern Metropolitan
Hampton,17 Bayside Cr,3,h,1880000,S,Aug-16,13.7,3188,3,2,2,672,1971,Bayside,Southern Metropolitan
Hampton,38 Orlando St,3,h,2439500,S,Aug-16,13.7,3188,3,2,2,662,1880,Bayside,Southern Metropolitan
Hampton,52 Service St,4,h,2250000,S,Aug-16,13.7,3188,5,2,2,647,1925,Bayside,Southern Metropolitan
Hampton,375b Bluff Rd,4,t,1200000,PI,Jul-16,13.7,3188,4,2,2,646,1966,Bayside,Southern Metropolitan
Hampton,18 Kanowna St,4,h,2130000,S,Jul-16,13.7,3188,4,2,2,714,1925,Bayside,Southern Metropolitan
Hampton,5/18 Small St,2,u,934207,S,Jul-16,13.7,3188,2,1,1,216,1990,Bayside,Southern Metropolitan
Hampton East,20 Highbury Av,4,h,1525000,S,Sep-16,14.5,3188,4,2,2,394,1976,Bayside,Southern Metropolitan
Hampton East,2/113 Spring Rd,3,t,1117224,PI,Sep-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,1/13 Highbury Av,2,h,783853,S,Dec-16,14.5,3188,2,1,1,216,1986,Bayside,Southern Metropolitan
Hampton East,8/22 Kelly Av,2,u,783853,SP,Dec-16,14.5,3188,2,1,1,216,1986,Bayside,Southern Metropolitan
Hampton East,3 Tarwin Av,3,h,1117224,SN,Dec-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,9/12 Bartlett St,2,u,400000,S,Mar-17,14.5,3188,2,1,1,0,1960,Bayside,Southern Metropolitan
Hampton East,17a Leith Cr,3,t,640000,PI,Jun-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,9 Widdop Cr,3,h,1081000,S,Jun-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,1/2 Cooke Av,3,u,525000,S,Aug-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,9 Summit Av,3,t,1297500,SA,Aug-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,13 Acheron Ct,3,h,1117224,S,May-16,14.5,3188,3,3,2,847,1971,Bayside,Southern Metropolitan
Hampton East,31 Charming St,3,h,1117224,S,Oct-16,14.5,3188,3,1,2,776,1971,Bayside,Southern Metropolitan
Hampton East,5 Charming St,3,h,1117224,S,Dec-16,14.5,3188,3,2,2,700,1971,Bayside,Southern Metropolitan
Hampton East,21a Lonsdale Av,4,t,1385000,S,Dec-16,14.5,3188,4,2,2,394,1976,Bayside,Southern Metropolitan
Hampton East,57 Lonsdale Av,4,h,1314182,VB,Dec-16,14.5,3188,4,2,2,394,1976,Bayside,Southern Metropolitan
Hampton East,1/13 Stonehaven Cr,4,t,1325000,PI,Dec-16,14.5,3188,4,2,2,394,1976,Bayside,Southern Metropolitan
Hampton East,2/17 Keiller St,2,u,475000,S,Feb-17,14.5,3188,2,1,1,216,1986,Bayside,Southern Metropolitan
Hampton East,13 Widdop Cr,4,h,1314182,PI,Feb-17,14.5,3188,4,2,2,394,1976,Bayside,Southern Metropolitan
Hampton East,17 Wishart St,3,h,952000,S,Nov-16,14.5,3188,3,2,2,246,1971,Bayside,Southern Metropolitan
Hampton East,1a Bartlett St,4,t,1335000,SP,Aug-16,14.5,3188,4,2,2,394,1976,Bayside,Southern Metropolitan
Hampton East,27 Charming St,3,h,1255000,S,Aug-16,14.5,3188,3,2,2,614,1971,Bayside,Southern Metropolitan
Hampton East,2/55 Lonsdale Av,2,u,725000,S,Aug-16,14.5,3188,2,1,1,216,1986,Bayside,Southern Metropolitan
Hampton East,10a Roydon St,3,t,1020000,S,May-16,14.5,3188,2,2,2,221,1950,Bayside,Southern Metropolitan
Hampton East,33 Widdop Cr,3,h,1225000,S,Apr-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,24 Apex Av,3,h,939000,SP,Mar-17,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,1/23 Wickham Rd,3,h,926000,S,Jun-16,14.5,3188,2,2,2,393,1950,Bayside,Southern Metropolitan
Hampton East,4 Besant St,3,h,1070000,S,Nov-16,14.5,3188,3,1,3,583,1970,Bayside,Southern Metropolitan
Hampton East,2/2 Flowerdale Rd,2,u,801000,S,Nov-16,14.5,3188,2,1,1,217,1994,Bayside,Southern Metropolitan
Hampton East,3/113 Spring Rd,3,t,1117224,PI,Nov-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,1/1 Warland Rd,3,t,1000000,PI,May-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,28 Roydon St,3,t,1150000,S,Aug-16,14.5,3188,3,2,1,0,2005,Bayside,Southern Metropolitan
Hampton East,63 Lonsdale Av,3,t,1025000,PI,Feb-17,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,4/332 South Rd,2,u,472000,S,Feb-17,14.5,3188,2,1,1,215,2007,Kingston,Southern Metropolitan
Hampton East,31 Warland Rd,3,h,1471000,S,Feb-17,14.5,3188,3,2,2,732,1971,Bayside,Southern Metropolitan
Hampton East,2a Evans Av,3,t,1270000,S,Jul-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,3 Besant St,2,h,830000,PI,Jun-16,14.5,3188,2,1,2,658,1986,Bayside,Southern Metropolitan
Hampton East,2/37 Highbury Av,2,u,522000,S,Jun-16,14.5,3188,2,1,1,216,1986,Bayside,Southern Metropolitan
Hampton East,14 Oconnor Cr,3,h,1117224,S,Jun-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,2 Harry St,3,h,1195000,S,Nov-16,14.5,3188,3,1,2,601,1971,Bayside,Southern Metropolitan
Hampton East,11a Leith Cr,4,t,1150000,S,Nov-16,14.5,3188,4,2,2,394,1976,Bayside,Southern Metropolitan
Hampton East,7 Seafoam St,4,t,1185000,S,May-16,14.5,3188,4,3,1,300,1976,Bayside,Southern Metropolitan
Hampton East,29 Wickham Rd,3,h,1300000,S,May-16,14.5,3188,3,2,2,586,1950,Bayside,Southern Metropolitan
Hampton East,18 Charming St,4,h,1416000,S,Aug-16,14.5,3188,4,2,2,575,1976,Bayside,Southern Metropolitan
Hampton East,4 Dane Rd,4,h,1200000,S,Aug-16,14.5,3188,4,2,2,0,2002,Kingston,Southern Metropolitan
Hampton East,1/4 Flowerdale Rd,3,u,865000,S,Aug-16,14.5,3188,3,2,2,317,1971,Bayside,Southern Metropolitan
Hampton East,280 South Rd,3,t,1117224,PI,Aug-16,14.5,3188,3,2,2,277,1955,Bayside,Southern Metropolitan
Hampton East,7 Summit Av,3,h,1300000,S,Aug-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Hampton East,6 Randell Cr,3,t,1200000,S,Jul-16,14.5,3188,3,2,2,582,1971,Bayside,Southern Metropolitan
Balwyn North,17 Vicars St,5,h,1951000,S,Sep-17,9.7,3104,5,3,3,711,1960,Boroondara,Southern Metropolitan
Ashburton,9 Pitt St,4,h,1950000,S,May-16,11,3147,4,2,2,844,1940,Boroondara,Southern Metropolitan
Balwyn North,28 Walnut Rd,4,h,1950000,S,May-16,9.2,3104,3,3,2,665,1970,Boroondara,Southern Metropolitan
Camberwell,19 Lansell Cr,3,h,1950000,S,Jun-16,7.8,3124,3,2,2,605,1963,Boroondara,Southern Metropolitan
Glen Iris,52 Denman Av,4,h,1950000,S,Mar-17,9.2,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan
Glen Iris,98 Bath Rd,4,h,1950000,SP,Feb-17,9.2,3146,4,2,2,775,1960,Boroondara,Southern Metropolitan
Glen Iris,8 Barbara Av,3,h,1950000,S,Aug-16,9.2,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan
Kew,7 Clevedon Ct,4,h,1950000,VB,Oct-16,5.6,3101,3,2,2,400,2000,Boroondara,Southern Metropolitan
Kew,15 Edgevale Rd,2,h,1950000,S,Nov-16,5.6,3101,2,1,4,596,1962,Boroondara,Southern Metropolitan
Kew East,106 Kilby Rd,5,h,1950000,VB,Jun-16,7.5,3102,5,2,3,711,1940,Boroondara,Southern Metropolitan
Glen Iris,55 Martin Rd,5,h,1950000,S,May-17,9.2,3146,5,2,2,794,1920,Boroondara,Southern Metropolitan
Balwyn North,14 Wanbrow Av,5,h,1950000,S,Sep-17,9.7,3104,5,3,2,743,1949,Boroondara,Southern Metropolitan
Balwyn North,286 Balwyn Rd,4,h,1950000,S,Sep-17,9.7,3104,4,3,1,747,1966,Boroondara,Southern Metropolitan
Kew,118 Derby St,3,h,1950000,S,Sep-17,5.4,3101,3,1,3,706,1953,Boroondara,Southern Metropolitan
Kew,2/17 Marshall Av,3,h,1950000,S,Sep-17,5.4,3101,3,2,2,460,2000,Boroondara,Southern Metropolitan
Balwyn,34 Monash Av,4,h,1947000,SP,May-16,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan
Camberwell,16 Arlington St,4,h,1946000,S,Mar-17,7.8,3124,4,2,2,706,1931,Boroondara,Southern Metropolitan
Canterbury,2a View St,3,h,1943975,SN,Sep-16,9,3126,3,2,2,309,2004,Boroondara,Southern Metropolitan
Canterbury,1 Claremont Cr,3,h,1943975,S,Dec-16,9,3126,3,2,2,482,1943,Boroondara,Southern Metropolitan
Canterbury,22 Allenby Rd,3,h,1943975,S,Mar-17,9,3126,3,2,2,522,1943,Boroondara,Southern Metropolitan
Canterbury,11 Mangarra Rd,3,h,1943975,S,Aug-16,9,3126,3,1,1,654,1910,Boroondara,Southern Metropolitan
Canterbury,5/25 Chatham Rd,3,h,1943975,SP,Apr-16,9,3126,3,0,0,502,1943,Boroondara,Southern Metropolitan
Canterbury,3 Allenby Rd,3,h,1943975,S,Jul-16,9,3126,3,2,1,415,1943,Boroondara,Southern Metropolitan
Canterbury,32 Faversham Rd,3,h,1943975,SP,May-16,9,3126,3,1,2,1698,1910,Boroondara,Southern Metropolitan
Canterbury,28 Allenby Rd,3,h,1943975,SP,Jun-17,8.4,3126,3,2,1,362,1943,Boroondara,Southern Metropolitan
Canterbury,2A Gwenda Av,3,h,1943975,SP,Sep-17,8.4,3126,3,2,2,482,1943,Boroondara,Southern Metropolitan
Canterbury,20 Allenby Rd,3,h,1943975,S,Sep-17,8.4,3126,3,2,2,482,1915,Boroondara,Southern Metropolitan
Canterbury,4/10 Dryden St,3,u,1943975,S,Sep-17,8.4,3126,3,1,1,482,1968,Boroondara,Southern Metropolitan
Canterbury,36 Dudley Pde,3,h,1943975,SP,Aug-17,8.4,3126,3,1,1,737,1940,Boroondara,Southern Metropolitan
Canterbury,2 Wentworth Av,3,h,1943975,SP,Aug-17,8.4,3126,3,2,2,482,1912,Boroondara,Southern Metropolitan
Ashburton,69a Munro Av,4,h,1942000,S,Oct-16,11,3147,4,2,2,579,1979,Boroondara,Southern Metropolitan
Balwyn North,17 Cityview Rd,5,h,1940000,S,May-17,9.7,3104,5,2,1,629,1940,Boroondara,Southern Metropolitan
Hawthorn,23 Edgerton St,4,h,1936000,S,Sep-16,4.6,3122,4,2,1,218,1890,Boroondara,Southern Metropolitan
Canterbury,10 Beaumont St,3,h,1935000,S,Aug-17,8.4,3126,3,2,2,449,1915,Boroondara,Southern Metropolitan
Hawthorn East,23 Widford St,6,h,1933000,SP,May-16,7.5,3123,3,4,4,700,1940,Boroondara,Southern Metropolitan
Glen Iris,24 Brandon St,3,h,1931000,S,Aug-16,9.2,3146,3,2,2,648,1975,Boroondara,Southern Metropolitan
Camberwell,114 Through Rd,3,h,1930000,S,May-17,7.8,3124,3,1,2,643,1920,Boroondara,Southern Metropolitan
Canterbury,43 Matlock St,3,h,1930000,S,May-17,8.4,3126,3,2,1,359,1910,Boroondara,Southern Metropolitan
Balwyn North,62 Maud St,4,h,1926869,S,Jun-16,9.2,3104,3,2,4,1082,1960,Boroondara,Southern Metropolitan
Balwyn North,1 Buchanan Av,4,h,1926869,S,Aug-16,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan
Balwyn North,101 Hill Rd,4,h,1926869,SP,Aug-16,9.2,3104,4,2,2,729,1950,Boroondara,Southern Metropolitan
Balwyn North,293 Belmore Rd,4,h,1926869,PI,May-16,9.2,3104,4,1,2,998,1970,Boroondara,Southern Metropolitan
Balwyn North,8 Kalonga Rd,4,h,1926869,PI,May-16,9.2,3104,4,1,2,510,1966,Boroondara,Southern Metropolitan
Balwyn North,14 Buchanan Av,4,h,1926869,S,Nov-16,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan
Balwyn North,14 Cascade St,4,h,1926869,SP,Sep-16,9.2,3104,4,1,1,847,1939,Boroondara,Southern Metropolitan
Balwyn North,47 Ellsa St,4,h,1926869,SN,Nov-16,9.2,3104,4,2,1,1088,1950,Boroondara,Southern Metropolitan
Balwyn North,19 Nicholson St,4,h,1926869,S,Oct-16,9.2,3104,4,3,2,879,1930,Boroondara,Southern Metropolitan
Balwyn North,14 Aylmer St,4,h,1926869,S,Jun-16,9.2,3104,3,1,1,716,1945,Boroondara,Southern Metropolitan
Balwyn North,168 Maud St,4,h,1926869,PI,Jun-16,9.2,3104,4,2,2,720,1966,Boroondara,Southern Metropolitan
Balwyn North,31 Viewhill Rd,4,h,1926869,S,Jun-16,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan
Balwyn North,48 Hosken St,4,h,1926869,PI,Nov-16,9.2,3104,4,2,2,1235,1960,Boroondara,Southern Metropolitan
Balwyn North,17 Riverview Rd,4,h,1926869,S,May-16,9.2,3104,4,2,2,624,1950,Boroondara,Southern Metropolitan
Balwyn North,6 Hedderwick St,4,h,1926869,SP,Aug-16,9.2,3104,4,2,2,584,1966,Boroondara,Southern Metropolitan
Balwyn North,65 Sylvander St,4,h,1926869,SS,Aug-16,9.2,3104,3,2,2,628,1940,Boroondara,Southern Metropolitan
Balwyn North,24 Maud St,4,h,1926869,S,Apr-16,9.2,3104,3,2,2,723,1936,Boroondara,Southern Metropolitan
Balwyn North,1 Renown St,4,h,1926869,SP,Apr-16,9.2,3104,4,1,1,1185,1960,Boroondara,Southern Metropolitan
Balwyn North,31 Almond St,4,h,1926869,SN,Feb-17,9.2,3104,4,1,2,622,1970,Boroondara,Southern Metropolitan
Balwyn North,27 Viewhill Rd,4,h,1926869,S,Jun-16,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan
Balwyn North,2 Carron St,4,h,1926869,SP,Nov-16,9.2,3104,4,2,3,767,1966,Boroondara,Southern Metropolitan
Balwyn North,38 Ferdinand Av,4,h,1926869,SP,May-16,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan
Balwyn North,38 Ferninand Av,4,h,1926869,SP,May-16,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan
Balwyn North,10 Dumblane St,4,h,1926869,S,Aug-16,9.2,3104,4,2,2,701,1966,Boroondara,Southern Metropolitan
Balwyn North,34 Sunburst Av,4,h,1926869,S,Jul-16,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan
Balwyn North,12 Ursa St,4,h,1926869,S,Jul-16,9.2,3104,3,2,2,691,1954,Boroondara,Southern Metropolitan
Balwyn North,7 The Nook,4,h,1926869,SP,May-17,9.2,3104,4,1,1,664,1937,Boroondara,Southern Metropolitan
Balwyn North,17 Cumberland Av,4,h,1926869,SN,May-17,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan
Balwyn North,4 Singleton Rd,4,h,1926869,SP,May-17,9.2,3104,4,1,1,795,1966,Boroondara,Southern Metropolitan
Balwyn North,5 Jason Ct,4,h,1926869,PI,Apr-17,9.2,3104,4,3,2,707,1965,Boroondara,Southern Metropolitan
Balwyn North,466 Balwyn Rd,4,h,1926869,S,Jul-17,9.7,3104,4,2,2,613,1966,Boroondara,Southern Metropolitan
Balwyn North,16 Almond St,4,h,1926869,S,Jun-17,9.7,3104,4,2,1,706,1950,Boroondara,Southern Metropolitan
Balwyn North,1/23 Moody St,4,h,1926869,PI,May-17,9.7,3104,4,2,2,469,1966,Boroondara,Southern Metropolitan
Balwyn North,74 Greythorn Rd,4,h,1926869,PI,Sep-17,9.7,3104,4,3,4,1080,1966,Boroondara,Southern Metropolitan
Balwyn North,18 Vega St,4,h,1926869,S,Sep-17,9.7,3104,4,2,2,778,1950,Boroondara,Southern Metropolitan
Balwyn North,38 Kyora Pde,4,h,1926869,PI,Sep-17,9.7,3104,4,2,2,2400,1966,Boroondara,Southern Metropolitan
Balwyn North,1b Lemon Rd,4,t,1926869,SP,Sep-17,9.7,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan
Balwyn North,7 Singleton Rd,4,h,1926869,SP,Aug-17,9.7,3104,4,2,2,732,1970,Boroondara,Southern Metropolitan
Balwyn North,8 Mary St,4,h,1926000,S,Jun-17,9.7,3104,4,2,2,639,1966,Boroondara,Southern Metropolitan
Balwyn North,24 Yeneda St,3,h,1922000,S,Apr-17,9.2,3104,3,1,1,696,1975,Boroondara,Southern Metropolitan
Balwyn,3/5 Dunure Ct,4,t,1920000,PI,May-16,9.7,3103,4,2,2,668,1969,Boroondara,Southern Metropolitan
Balwyn North,23A The Boulevard,5,h,1920000,S,Nov-16,9.2,3104,5,3,2,900,1955,Boroondara,Southern Metropolitan
Glen Iris,53 Madeline St,4,h,1920000,S,Nov-16,9.2,3146,4,2,2,706,1954,Boroondara,Southern Metropolitan
Kew East,52 Frater St,3,h,1920000,S,Dec-16,7.5,3102,3,1,2,672,1940,Boroondara,Southern Metropolitan
Hawthorn East,3 Avenue Victoria,4,h,1920000,VB,Sep-16,7.5,3123,4,2,2,749,1950,Boroondara,Southern Metropolitan
Ashburton,21 Warner Av,4,h,1920000,S,Aug-17,10.2,3147,4,3,2,391,2016,Boroondara,Southern Metropolitan
Ashburton,24 Baird St,3,h,1912500,S,Apr-17,11,3147,3,2,2,869,1960,Boroondara,Southern Metropolitan
Balwyn North,45 Viewhill Rd,3,h,1911000,S,Apr-17,9.2,3104,3,2,2,1645,1975,Boroondara,Southern Metropolitan
Balwyn,87 Yerrin St,3,h,1910000,S,Sep-16,9.7,3103,3,1,2,697,1969,Boroondara,Southern Metropolitan
Camberwell,81 Rowell Av,3,h,1910000,PI,Mar-17,7.8,3124,3,2,2,605,1963,Boroondara,Southern Metropolitan
Kew,75 Derby St,4,h,1910000,PI,Dec-16,5.6,3101,4,3,2,277,2016,Boroondara,Southern Metropolitan
Kew East,43 Ramsay Av,3,h,1910000,S,Nov-16,7.5,3102,3,2,2,526,1960,Boroondara,Southern Metropolitan
Surrey Hills,7 Empress Rd,3,h,1910000,S,Aug-16,11.2,3127,3,2,1,404,1964,Boroondara,Southern Metropolitan
Glen Iris,121 High St,4,h,1910000,S,Jul-17,7.3,3146,4,2,3,737,1954,Boroondara,Southern Metropolitan
Hawthorn,13 Violet Gr,3,h,1910000,S,Aug-17,5.3,3122,3,2,2,242,1990,Boroondara,Southern Metropolitan
Glen Iris,17 Nerissa St,2,h,1910000,S,Sep-17,7.3,3146,2,1,1,848,1958,Boroondara,Southern Metropolitan
Surrey Hills,3 Arthur St,4,h,1910000,S,Sep-17,10.2,3127,4,3,2,416,2014,Boroondara,Southern Metropolitan
Glen Iris,23 Hillside Pde,4,h,1908000,SP,Jul-17,7.3,3146,4,1,1,702,1954,Boroondara,Southern Metropolitan
Balwyn North,25 Bolinda Rd,4,h,1905000,S,Dec-16,9.2,3104,4,2,2,647,1955,Boroondara,Southern Metropolitan
Kew,3 Oshaughnessy St,3,h,1905000,S,May-16,5.6,3101,4,2,2,591,1910,Boroondara,Southern Metropolitan
Camberwell,21 Avenue Rd,3,h,1905000,S,May-17,7.8,3124,3,1,2,400,1890,Boroondara,Southern Metropolitan
Balwyn North,15 Illawarra Rd,3,h,1903000,S,Jul-16,9.2,3104,3,1,2,713,1950,Boroondara,Southern Metropolitan
Camberwell,11 Berwick St,3,h,1901000,PI,Aug-17,7.7,3124,3,2,2,605,1940,Boroondara,Southern Metropolitan
Balwyn,6 Tonkin Av,2,h,1900000,VB,Sep-16,9.7,3103,2,1,1,219,1967,Boroondara,Southern Metropolitan
Balwyn,165 Balwyn Rd,4,h,1900000,S,Nov-16,9.7,3103,4,2,1,665,1940,Boroondara,Southern Metropolitan
Balwyn North,30 Hood St,4,h,1900000,VB,Dec-16,9.2,3104,4,2,2,642,1955,Boroondara,Southern Metropolitan
Balwyn North,45 Dempster Av,5,h,1900000,VB,Sep-16,9.2,3104,5,3,2,818,1975,Boroondara,Southern Metropolitan
Balwyn North,1 Morris St,6,h,1900000,VB,May-16,9.2,3104,6,1,6,691,1974,Boroondara,Southern Metropolitan
Balwyn North,41 Helston St,4,h,1900000,VB,Aug-16,9.2,3104,4,2,4,587,1960,Boroondara,Southern Metropolitan
Balwyn North,34 Kawarren St,6,h,1900000,S,Feb-17,9.2,3104,6,3,2,808,1974,Boroondara,Southern Metropolitan
Glen Iris,3 Bridges St,4,h,1900000,PI,Jun-16,9.2,3146,4,4,2,708,1985,Boroondara,Southern Metropolitan
Kew East,18 Cole Av,4,h,1900000,SP,Nov-16,7.5,3102,4,2,2,1519,1938,Boroondara,Southern Metropolitan
Surrey Hills,3 Varzin Av,4,h,1900000,VB,Nov-16,11.2,3127,4,2,2,753,1939,Boroondara,Southern Metropolitan
Balwyn North,25 Rookwood St,2,h,1900000,S,Apr-17,9.2,3104,2,1,2,667,1955,Boroondara,Southern Metropolitan
Camberwell,20 Crellin Gr,2,h,1900000,S,May-17,7.8,3124,2,1,3,633,1960,Boroondara,Southern Metropolitan
Glen Iris,1/6 Hope St,3,t,1900000,VB,Jul-17,7.3,3146,3,2,2,514,1952,Boroondara,Southern Metropolitan
Camberwell,19A Warburton Rd,4,u,1900000,VB,Jun-17,7.7,3124,4,2,4,336,1931,Boroondara,Southern Metropolitan
Hawthorn,73 Morang Rd,3,h,1900000,S,Sep-17,5.3,3122,3,2,3,380,1935,Boroondara,Southern Metropolitan
Balwyn North,137 Doncaster Rd,3,h,1900000,PI,Aug-17,9.7,3104,3,1,1,912,1975,Boroondara,Southern Metropolitan
Balwyn North,33 Cityview Rd,3,h,1900000,S,Aug-17,9.7,3104,3,1,1,663,1975,Boroondara,Southern Metropolitan
Hawthorn East,18 Gillman St,3,h,1890000,PI,Jun-16,7.5,3123,3,1,2,477,1880,Boroondara,Southern Metropolitan
Balwyn North,35 Sylvander St,4,h,1890000,S,May-17,9.2,3104,4,3,2,636,1960,Boroondara,Southern Metropolitan
Hawthorn East,2 Widford St,3,h,1890000,S,May-17,7.5,3123,3,2,2,224,1945,Boroondara,Southern Metropolitan
Glen Iris,9 Summerhill Rd,3,h,1890000,S,Jun-17,7.3,3146,3,1,2,554,1925,Boroondara,Southern Metropolitan
Balwyn North,16 Riverview Rd,3,h,1890000,S,Aug-17,9.7,3104,3,2,1,632,1940,Boroondara,Southern Metropolitan
Ashburton,3a Mernda Av,4,h,1880000,S,Sep-16,11,3147,4,2,2,579,1979,Boroondara,Southern Metropolitan
Glen Iris,20 Ruskin Rd,3,h,1880000,S,Jun-16,9.2,3146,3,2,2,668,1920,Boroondara,Southern Metropolitan
Kew East,6 Tanner Av,3,h,1880000,SP,Mar-17,7.5,3102,3,2,2,526,1960,Boroondara,Southern Metropolitan
Kew East,44 Westbrook St,3,h,1880000,S,Oct-16,7.5,3102,3,1,2,836,1960,Boroondara,Southern Metropolitan
Ashburton,65 Fakenham Rd,2,h,1880000,SP,Jun-17,10.2,3147,2,2,2,627,1965,Boroondara,Southern Metropolitan
Kew,8 Merrion Pl,3,h,1878000,SP,Sep-16,5.6,3101,3,2,1,392,2015,Boroondara,Southern Metropolitan
Balwyn North,430 Balwyn Rd,5,h,1875000,PI,Jun-16,9.2,3104,5,3,2,842,1961,Boroondara,Southern Metropolitan
Glen Iris,20 Howie St,3,h,1875000,S,Aug-16,9.2,3146,3,2,3,607,1952,Boroondara,Southern Metropolitan
Kew,23 Campbell St,3,h,1875000,S,Sep-16,5.6,3101,3,2,2,426,1953,Boroondara,Southern Metropolitan
Hawthorn East,22 Caroline St,3,h,1875000,S,Jun-17,6.2,3123,3,2,1,282,1890,Boroondara,Southern Metropolitan
Kew East,25 Minogue St,6,h,1875000,PI,Sep-17,7.3,3102,6,2,2,697,1962,Boroondara,Southern Metropolitan
Glen Iris,1/4 Estella St,4,h,1870000,S,Dec-16,9.2,3146,4,2,2,742,1954,Boroondara,Southern Metropolitan
Hawthorn,36 Bell St,3,h,1870000,PI,May-17,5.3,3122,3,1,1,271,1935,Boroondara,Southern Metropolitan
Camberwell,30a Allambee Av,3,h,1865000,S,Feb-17,7.8,3124,3,2,2,605,1963,Boroondara,Southern Metropolitan
Hawthorn East,66 Roseberry St,3,h,1865000,S,Mar-17,7.5,3123,3,2,2,431,1950,Boroondara,Southern Metropolitan
Balwyn North,36 Viewhill Rd,4,h,1863000,S,Jun-17,9.7,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan
Camberwell,96A Through Rd,3,h,1861000,S,May-17,7.8,3124,3,2,2,324,1963,Boroondara,Southern Metropolitan
Ashburton,5 Taylor St,4,h,1860000,S,Nov-16,11,3147,4,2,3,696,2000,Boroondara,Southern Metropolitan
Balwyn,1 Weston St,3,h,1860000,S,May-16,9.7,3103,3,1,4,671,1969,Boroondara,Southern Metropolitan
Hawthorn,5 Connell St,2,h,1857000,S,Aug-17,5.3,3122,2,1,1,230,1890,Boroondara,Southern Metropolitan
Hawthorn,5 Wattle Gr,3,h,1855000,S,Aug-16,4.6,3122,3,1,1,304,1900,Boroondara,Southern Metropolitan
Camberwell,22 Spencer Rd,4,h,1855000,S,May-17,7.8,3124,4,1,1,500,1931,Boroondara,Southern Metropolitan
Camberwell,35 Bellett St,3,h,1855000,S,Aug-17,7.7,3124,3,2,2,605,1998,Boroondara,Southern Metropolitan
Ashburton,60 Munro Av,5,h,1850000,S,May-16,11,3147,5,4,3,693,1982,Boroondara,Southern Metropolitan
Balwyn,142 Balwyn Rd,2,h,1850000,VB,Aug-16,9.7,3103,3,1,1,1015,1930,Boroondara,Southern Metropolitan
Balwyn,46 Yongala St,3,h,1850000,S,Aug-16,9.7,3103,3,1,1,607,1950,Boroondara,Southern Metropolitan
Balwyn North,5 Carrington St,4,h,1850000,VB,Nov-16,9.2,3104,4,2,2,619,1990,Boroondara,Southern Metropolitan
Canterbury,12a View St,3,h,1850000,PI,Jul-16,9,3126,3,2,2,361,1995,Boroondara,Southern Metropolitan
Kew East,30 Willow Gr,5,h,1850000,PI,Nov-16,7.5,3102,5,3,4,787,1945,Boroondara,Southern Metropolitan
Surrey Hills,34 Barton St,4,h,1850000,S,May-16,11.2,3127,3,2,2,632,1920,Boroondara,Southern Metropolitan
Balwyn North,5 Cumberland Av,4,h,1850000,S,May-17,9.2,3104,4,2,2,778,1966,Boroondara,Southern Metropolitan
Ashburton,4 Wilgra Av,3,h,1850000,PI,Jun-17,10.2,3147,3,2,2,615,1960,Boroondara,Southern Metropolitan
Ashburton,103 Fakenham Rd,3,h,1850000,S,Jun-17,10.2,3147,3,2,2,720,1960,Boroondara,Southern Metropolitan
Balwyn North,67 Winfield Rd,4,h,1850000,SA,Jul-17,9.7,3104,4,4,3,929,1960,Boroondara,Southern Metropolitan
