"country","latitude","longitude","show_id","type","title","director","cast","date_added","release_year","rating","duration","listed_in"
"India",20.593684,78.96288,"s4222","Movie","Merku Thodarchi Malai","Lenin Bharathi","Antony, Gayathri Krishna, Abu Valayamkulam, Anthony Vaathiyaar, Aarubala, Sornam","January 1, 2019",2018,"TV-MA","115 min","Dramas, Independent Movies, International Movies"
"India",20.593684,78.96288,"s3464","TV Show","College Romance","","Manjot Singh, Apoorva Arora, Keshav Sadhna, Shreya Mehta, Hira Ashar, Gagan Arora","October 1, 2019",2018,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies"
"India",20.593684,78.96288,"s3617","Movie","Badla","Sujoy Ghosh","Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Tony Luke, Manav Kaul","August 7, 2019",2019,"TV-14","117 min","International Movies, Thrillers"
"India",20.593684,78.96288,"s4226","Movie","Taramani","Ram","Andrea Jeremiah, Anjali, Vasanth Ravi, Adrian Knight Jesly, Azhagamperumal, Lizzie Antony, Nivas Adithan, Abhishek D Shah","January 1, 2019",2017,"TV-MA","148 min","Dramas, Independent Movies, International Movies"
"India",20.593684,78.96288,"s3468","TV Show","Inmates","","Kashyap Kapoor, Ashish Verma, Raghav Raj Kakker, Mukti Mohan, Akanksha Thakur","October 1, 2019",2017,"TV-MA","1 Season","International TV Shows, TV Comedies"
"India",20.593684,78.96288,"s3469","Movie","Limitless","Vrinda Samartha","","October 1, 2019",2017,"TV-PG","59 min","Documentaries, International Movies, Sports Movies"
"India",20.593684,78.96288,"s4082","Movie","Life of An Outcast","Pawan K Shrivastava","Ravi Bhushan Bhartiya, Shalini Mohan, Bhaskar Jha, Manohar Pandey, Siddharth Bharadwaj, Jay Shanker Pandey, Deepak Jha, Komal Singh","February 25, 2019",2018,"TV-PG","80 min","Dramas, Independent Movies, International Movies"
"India",20.593684,78.96288,"s5008","Movie","Dil Se","Mani Ratnam","Shah Rukh Khan, Manisha Koirala, Preity Zinta, Raghuvir Yadav, Zohra Sehgal, Sabyasachi Chakraborty, Piyush Mishra, Krishnakant, Aditya Srivastava","March 1, 2018",1998,"TV-14","166 min","Dramas, International Movies, Romantic Movies"
"India",20.593684,78.96288,"s4086","Movie","Firebrand","Aruna Raje","Usha Jadhav, Girish Kulkarni, Sachin Khedekar, Rajeshwari Sachdev, Rushad Rana, Mrunal Oak","February 22, 2019",2019,"TV-MA","117 min","Dramas, International Movies"
"India",20.593684,78.96288,"s1019","Movie","Jaane Tu... Ya Jaane Na","Abbas Tyrewala","Imran Khan, Genelia D'Souza, Manjari Fadnis, Ayaz Khan, Prateik Babbar, Ratna Pathak Shah, Arbaaz Khan, Sohail Khan","April 17, 2021",2008,"TV-14","147 min","Comedies, International Movies, Music & Musicals"
"India",20.593684,78.96288,"s960","Movie","The Disciple","Chaitanya Tamhane","Aditya Modak, Arun Dravid, Sumitra Bhave, Deepika Bhide Bhagwat, Kiran Yadnyopavit, Abhishek Kale, Neela Khedkar, Makarand Mukund, Kristy Banerjee, Prasad Vanarse","April 30, 2021",2021,"TV-MA","128 min","Dramas, Independent Movies, International Movies"
"India",20.593684,78.96288,"s4560","Movie","Anjaan","N. Linguswamy","Suriya, Samantha Ruth Prabhu, Vidyut Jammwal, Manoj Bajpayee, Soori","October 1, 2018",2014,"TV-14","146 min","Action & Adventure, Dramas, International Movies"
"India",20.593684,78.96288,"s2664","Movie","Varane Avashyamund","Anoop Sathyan","Shobana, Suresh Gopi, Dulquer Salmaan, Kalyani Priyadarshan, K.P.A.C. Lalitha, Sarvajith Santosh Sivan, Urvashi, Johny Antony, Lalu Alex, Lal Jose","April 20, 2020",2020,"TV-14","144 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s4715","Movie","Brij Mohan Amar Rahe","Nikhil Nagesh Bhat","Arjun Mathur, Nidhi Singh, Manav Vij, Sheetal Thakur, Sunny Hinduja, Yogendra Tikku, Vijayant Kohli","August 4, 2018",2018,"TV-MA","100 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s2270","Movie","Budhia Singh: Born to Run","Soumendra Padhi","Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chhaya Kadam, Gajraj Rao","July 5, 2020",2016,"TV-MA","95 min","Dramas, Independent Movies, International Movies"
"India",20.593684,78.96288,"s4564","Movie","Dil Vil Pyaar Vyaar","Manjeet Maan","Gurdas Maan, Neeru Bajwa, Jassi Gill, Rajiv Thakur, Khushdeed Maan, Manav Vij, Raj Jhinger, Shruti Sodhi, Meher Vij","October 1, 2018",2014,"TV-PG","145 min","International Movies, Music & Musicals, Romantic Movies"
"India",20.593684,78.96288,"s3940","Movie","Petta","Karthik Subbaraj","Rajnikanth, Vijay Sethupathi, M. Sasikumar, Nawazuddin Siddiqui, Trisha Krishnan, Simran","April 5, 2019",2019,"TV-14","170 min","Action & Adventure, Comedies, Dramas"
"India",20.593684,78.96288,"s4721","Movie","Chillar Party","Vikas Bahl, Nitesh Tiwari","Irfan Khan, Raju, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari, Chinmai Chandranshuh, Vedant Desai, Shriya Sharma, Divji Handa","August 2, 2018",2011,"TV-PG","127 min","Children & Family Movies, Comedies, Dramas"
"India",20.593684,78.96288,"s5618","Movie","Happy New Year","Farah Khan","Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah","February 1, 2017",2014,"TV-14","179 min","Action & Adventure, Comedies, Dramas"
"India",20.593684,78.96288,"s2874","Movie","Ala Vaikunthapurramuloo","Trivikram Srinivas","Allu Arjun, Pooja Hegde, Tabu, Sushanth, Nivetha Pethuraj, Jayaram, Murli Sharma","February 27, 2020",2020,"TV-14","162 min","Action & Adventure, Comedies, Dramas"
"India",20.593684,78.96288,"s1671","TV Show","Mismatched","","Prajakta Koli, Rohit Saraf, Vihaan Samat, Taaruk Raina, Vidya Malavade, Kritika Bharadwaj, Rannvijay Singh, Muskkaan Jaferi, Devyani Shorey, Suhasini Mulay, Abhinav Sharma, Ravin Makhija","November 20, 2020",2020,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies"
"India",20.593684,78.96288,"s7172","Movie","Katha","Sai Paranjape","Farooq Shaikh, Naseeruddin Shah, Deepti Naval, Veeni Paranjape Joglekar, Mallika Sarabhai, Arun Joglekar","December 31, 2019",1982,"TV-PG","140 min","Comedies, Dramas, Independent Movies"
"India",20.593684,78.96288,"s5022","Movie","Yuva","Mani Ratnam","Ajay Devgn, Abhishek Bachchan, Vivek Oberoi, Esha Deol, Kareena Kapoor, Rani Mukerji, Loveleen Mishra, Anant Nag, Om Puri, Vijay Raaz, Sonu Sood","March 1, 2018",2004,"TV-14","160 min","Dramas, International Movies"
"India",20.593684,78.96288,"s2729","Movie","Humpty Sharma Ki Dulhania","Shashank Khaitan","Varun Dhawan, Alia Bhatt, Ashutosh Rana, Sidharth Shukla, Sahil Vaid, Gaurav Pandey, Jaswant Daman, Kenneth Desai, Deepika Amin, Mahnaz Damania","April 1, 2020",2014,"TV-14","131 min","Comedies, International Movies, Romantic Movies"
"India",20.593684,78.96288,"s4575","Movie","Judge Singh LLB","Atharv Baluja","Ravinder Grewal, B.N. Sharma, Sardar Sohi, Chandan Prabhakar, Anita Devgan, Harpal Singh, Hardeep Gill, Surbhi Mahendru","October 1, 2018",2015,"TV-PG","137 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s4103","Movie","Chameli","Sudhir Mishra","Kareena Kapoor, Rahul Bose, Rinke Khanna, Yashpal Sharma, Makrand Deshpande, Kabir Sadanand, Pankaj Jha","February 15, 2019",2004,"TV-14","102 min","Dramas, International Movies"
"India",20.593684,78.96288,"s2283","Movie","One by Two","Devika Bhagat","Abhay Deol, Preeti Desai, Lillete Dubey, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Anish Trivedi, Geetika Tyagi, Preetika Chawla, Tahir Raj Bhasin","July 5, 2020",2014,"TV-14","135 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s2733","Movie","Kal Ho Naa Ho","Nikkhil Advani","Shah Rukh Khan, Saif Ali Khan, Preity Zinta, Jaya Bhaduri, Sushma Seth, Reema Lagoo, Lillete Dubey, Delnaaz Paul","April 1, 2020",2003,"TV-14","187 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s8137","Movie","Swami","Basu Chatterjee","Shabana Azmi, Girish Karnad, Vikram, Dheeraj Kumar, Shashikala, Utpal Dutt, Preeti Ganguli, Sudha Shivpuri","December 31, 2019",1977,"TV-PG","123 min","Dramas, Independent Movies, International Movies"
"India",20.593684,78.96288,"s4580","Movie","Kismat Konnection","Aziz Mirza","Shahid Kapoor, Vidya Balan, Juhi Chawla, Om Puri, Vishal Malhotra, Karanvir Bohra, Amit Varma","October 1, 2018",2008,"TV-14","145 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s2734","Movie","Kapoor & Sons","Shakun Batra","Rishi Kapoor, Sidharth Malhotra, Fawad Khan, Alia Bhatt, Ratna Pathak Shah, Rajat Kapoor","April 1, 2020",2016,"TV-14","138 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s2735","Movie","Kuch Kuch Hota Hai","Karan Johar","Shah Rukh Khan, Kajol, Rani Mukerji, Farida Jalal, Reema Lagoo, Salman Khan, Archana Puran Singh, Himani Shivpuri, Johny Lever, Anupam Kher, Sana Saeed","April 1, 2020",1998,"TV-14","185 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s1940","Movie","Dedh Ishqiya","Abhishek Chaubey","Naseeruddin Shah, Madhuri Dixit, Arshad Warsi, Huma Qureshi, Vijay Raaz, Manoj Pahwa, Salman Shahid","September 28, 2020",2014,"TV-14","146 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s2142","Movie","Gunjan Saxena: The Kargil Girl","Sharan Sharma","Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Viineet Kumar, Manav Vij, Ayesha Raza Mishra","August 12, 2020",2020,"TV-14","113 min","Action & Adventure, Dramas, International Movies"
"India",20.593684,78.96288,"s2290","Movie","Special 26","Neeraj Pandey","Akshay Kumar, Manoj Bajpayee, Anupam Kher, Jimmy Shergill, Kajal Aggarwal, Divya Dutta, Kharaj Mukherjee, Rajesh Sharma, Kishore Kadam, Neeru Bajwa, Deep Raj Rana, Neetu Singh","July 5, 2020",2013,"TV-PG","137 min","Dramas, International Movies, Thrillers"
"India",20.593684,78.96288,"s6076","Movie","Aata Pita","Uttung Shelar","Sanjay Narvekar, Bharat Jadhav, Satish Phulekar, Ashwini Apte","January 1, 2018",2010,"TV-14","133 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s5501","Movie","English Babu Desi Mem","Praveen Nischol","Shah Rukh Khan, Sonali Bendre, Rajeshwari, Saeed Jaffrey, Kiran Kumar, Baba Brahmbhatt, Ishita Haria, Sunny Singh, Gulshan Bawra","May 1, 2017",1996,"TV-14","163 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s5506","Movie","Loev","Sudhanshu Saria","Shiv Pandit, Dhruv Ganesh, Siddharth Menon, Rishabh Chaddha","May 1, 2017",2015,"TV-MA","89 min","Dramas, Independent Movies, International Movies"
"India",20.593684,78.96288,"s3199","Movie","Qismat","Jagdeep Sidhu","Ammy Virk, Sargun Mehta, Guggu Gill, Tania, Harby Sangha, Hardeep Gill, Sukhdev Barnala, Satwant Kaur, Baljinder Kaur, Jashanjeet Gosha","December 1, 2019",2018,"TV-PG","137 min","Dramas, International Movies, Romantic Movies"
"India",20.593684,78.96288,"s5041","Movie","Love Per Square Foot","Anand Tiwari","Vicky Kaushal, Angira Dhar, Alankrita Sahai, Raghuvir Yadav, Ratna Pathak Shah, Supriya Pathak","February 14, 2018",2018,"TV-14","133 min","Comedies, International Movies, Romantic Movies"
"India",20.593684,78.96288,"s196","Movie","EMI: Liya Hai To Chukana Padega","Saurabh Kabra","Sanjay Dutt, Arjun Rampal, Malaika Arora, Aashish Chaudhary, Neha Uberoi, Urmila Matondkar, Manoj Joshi, Daya Shankar Pandey, Pushkar Jog, Kulbhushan Kharbanda","August 27, 2021",2008,"TV-14","128 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s3202","Movie","Thug Life","Mukesh Vohra","Harish Verma, Jass Bajwa, Rajiv Thakur, Ihana Dhillon, Yograj Singh, Karamjit Anmol, Anita Devgan, Vrajesh Hirjee, Rana Jung Bahadur, Hobby Dhaliwal","December 1, 2019",2017,"TV-14","133 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s4593","Movie","Naan Sigappu Manithan","Thiru","Vishal, Lakshmi Menon, Saranya Ponvannan, Jayaprakash, Sunder Ramu, Jagan, Iniya, Chetan Cheenu","October 1, 2018",2014,"TV-14","147 min","Action & Adventure, Dramas, International Movies"
"India",20.593684,78.96288,"s7054","Movie","Ideachi Kalpana","Sachin","Bhargavi Chirmuley, Mahesh Kothare, Sachin, Ashok Saraf, Nirmiti Sawant","January 1, 2018",2010,"TV-14","124 min","Comedies, International Movies, Romantic Movies"
"India",20.593684,78.96288,"s3517","Movie","Oh! Baby","B. V. Nandini Reddy","Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi","September 14, 2019",2019,"TV-14","157 min","Comedies, International Movies, Music & Musicals"
"India",20.593684,78.96288,"s5652","Movie","Udta Punjab","Abhishek Chaubey","Shahid Kapoor, Kareena Kapoor, Alia Bhatt, Diljit Dosanjh, Satish Kaushik, Suhail Nayyar, Prabhjyot Singh, Harpreet Singh, Manav Vij, Taran Bajaj","January 1, 2017",2016,"TV-MA","146 min","Dramas, International Movies"
"India",20.593684,78.96288,"s203","Movie","Kyaa Kool Hai Hum","Sangeeth Sivan","Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia, Anupam Kher, Jay Sean","August 27, 2021",2005,"TV-MA","165 min","Comedies, International Movies, Music & Musicals"
"India",20.593684,78.96288,"s6404","Movie","Calendar Girls","Madhur Bhandarkar","Akanksha Puri, Avani Modi, Kyra Dutt, Ruhi Singh, Satarupa Pyne, Mita Vashisht, Keith Sequeira, Deepak Wadhwa, Indraneil Sengupta, Vikram Sakhalkar","October 15, 2017",2015,"TV-14","126 min","Dramas, International Movies"
"India",20.593684,78.96288,"s208","Movie","Mission Istaanbul: Darr Ke Aagey Jeet Hai","Apoorva Lakhia","Vivek Oberoi, Zayed Khan, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia, Sunil Shetty, Shweta Bhardwaj","August 27, 2021",2008,"TV-14","119 min","Action & Adventure, International Movies, Music & Musicals"
"India",20.593684,78.96288,"s1862","Movie","Dil","Indra Kumar","Aamir Khan, Madhuri Dixit, Saeed Jaffrey, Deven Verma, Anupam Kher, Shammi, Padma Rani, Rajesh Puri, Satyendra Kapoor","October 12, 2020",1990,"TV-14","165 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s5010","Movie","Judwaa 2","David Dhawan","Varun Dhawan, Jacqueline Fernandez, Tapsee Pannu, Rajpal Yadav, Sachin Khedekar, Anupam Kher, Zakir Hussain, Pavan Malhotra","March 1, 2018",2017,"TV-14","145 min","Action & Adventure, Comedies, International Movies"
"India",20.593684,78.96288,"s3061","Movie","Ghost Stories","Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar","Janhvi Kapoor, Sobhita Dhulipala, Sukant Goel, Gulshan Devaiah, Mrunal Thakur, Avinash Tiwary, Vijay Varma, Sagar Arya, Surekha Sikri, Pavail Gulati","January 1, 2020",2020,"TV-MA","145 min","Horror Movies, International Movies, Thrillers"
"India",20.593684,78.96288,"s6531","Movie","Contract","Ram Gopal Varma","Adhvik Mahajan, Prasad Purandhare, Sakshi Gulati, Zakir Hussain, Amruta Subhash, Kishore Kadam, Sumeet Nijhawan, Upyendra Limaye","March 2, 2019",2008,"TV-14","116 min","Action & Adventure, Dramas, Independent Movies"
"India",20.593684,78.96288,"s6738","Movie","Famous in Ahmedabad","Hardik Mehta","","December 15, 2016",2015,"TV-14","29 min","Documentaries, International Movies"
"India",20.593684,78.96288,"s212","Movie","Ragini MMS 2","Bhushan Patel","Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul, Divya Dutta, Soniya Mehra, Kainaz Motivala, Karan Mehra","August 27, 2021",2014,"TV-MA","113 min","Horror Movies, International Movies"
"India",20.593684,78.96288,"s3531","Movie","Article 15","Anubhav Sinha","Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra, Isha Talwar, Sayani Gupta, Mohammed Zeeshan Ayyub, Subhrajyoti Barat, Sushil Pandey, Aakash Dabhade","September 6, 2019",2019,"TV-MA","125 min","Dramas, International Movies, Thrillers"
"India",20.593684,78.96288,"s2917","Movie","Panipat - The Great Betrayal","Ashutosh Gowariker","Sanjay Dutt, Arjun Kapoor, Kriti Sanon, Zeenat Aman, Mohnish Bahl, Padmini Kolhapure, Kunal Kapoor, Suhasini Mulay","February 14, 2020",2019,"TV-14","171 min","Dramas, International Movies, Romantic Movies"
"India",20.593684,78.96288,"s6419","Movie","Cappuccino","Noushad","Dharmajan Bolgatty, Aneesh Menon, Sunil Sukhada, Anita Lukmance, Kottayam Pradeep, Natasha Doshi, Hareesh Perumanna, Sharanya, Vineeth Mohan, Sudhi Koppa","July 1, 2018",2017,"TV-PG","126 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s218","Movie","The Dirty Picture","Milan Luthria","Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah, Rajesh Sharma, Imran Hasnee, Anju Mahendru","August 27, 2021",2011,"TV-14","145 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s2767","Movie","Maska","Neeraj Udhwani","Manisha Koirala, Prit Kamani, Shirley Setia, Nikita Dutta, Javed Jaffrey, Dhruv Lohumi","March 27, 2020",2020,"TV-MA","112 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s4455","Movie","Oye Lucky! Lucky Oye!","Dibakar Banerjee","Abhay Deol, Paresh Rawal, Neetu Chandra, Archana Puran Singh, Manu Rishi Chadha, Richa Chadda, Anurag Arora, Rajender Sethi, Manjot Singh, Chandan Anand","November 1, 2018",2008,"TV-14","118 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s7080","Movie","Insan","K. Subhash","Akshay Kumar, Ajay Devgn, Tusshar Kapoor, Esha Deol, Lara Dutta, Laila, Rahul Dev, Koena Mitra, Archana Puran Singh, Sharat Saxena","March 1, 2018",2005,"TV-14","141 min","Action & Adventure, Dramas, International Movies"
"India",20.593684,78.96288,"s5","TV Show","Kota Factory","","Mayur More, Jitendra Kumar, Ranjan Raj, Alam Khan, Ahsaas Channa, Revathi Pillai, Urvi Singh, Arun Kumar","September 24, 2021",2021,"TV-MA","2 Seasons","International TV Shows, Romantic TV Shows, TV Comedies"
"India",20.593684,78.96288,"s7553","Movie","Mythily Veendum Varunnu","Sabu Varghese","Udhay, Kiran Raj, I.M. Vijayan, Sandhanam, Shivani Bhai, Sangeetha Balan","August 1, 2018",2017,"TV-PG","88 min","Horror Movies, International Movies"
"India",20.593684,78.96288,"s4458","Movie","Satyagraha","Prakash Jha","Kareena Kapoor, Amitabh Bachchan, Ajay Devgn, Arjun Rampal, Amrita Rao, Manoj Bajpayee, Vipin Sharma, Anjali Patil","November 1, 2018",2013,"TV-14","146 min","Dramas, International Movies, Music & Musicals"
"India",20.593684,78.96288,"s1282","Movie","Red","Tirumala Kishore","Ram Pothineni, Nivetha Pethuraj, Malvika Sharma, Amritha Aiyer, Sampath Raj","February 23, 2021",2021,"TV-14","143 min","Dramas, International Movies"
"India",20.593684,78.96288,"s2337","Movie","Thackeray (Hindi)","Abhijit Panse","Nawazuddin Siddiqui, Amrita Rao, Rajeev Panday, Sanjay Narvekar, Rajesh Khera, Prakash Belawadi, Avantika Akerkar","June 26, 2020",2019,"TV-14","135 min","Dramas, International Movies"
"India",20.593684,78.96288,"s2335","Movie","Seven (Tamil)","","","June 26, 2020",2019,"TV-MA","111 min","Dramas, International Movies, Romantic Movies"
"India",20.593684,78.96288,"s912","TV Show","Sab Jholmaal Hai","Vijay Roche","","May 7, 2021",2017,"TV-Y7","2 Seasons","Kids' TV, TV Comedies"
"India",20.593684,78.96288,"s5081","Movie","Pyar Ke Do Pal","Rajiv Mehra","Mithun Chakraborty, Jayapradha, Simple Kapadia, Krishan Dhawan, Jagdeep, Bindu, Satyendra Kapoor, Shubha Khote, Amrit Pal, Lalita Pawar","January 15, 2018",1986,"TV-14","153 min","Dramas, International Movies, Music & Musicals"
"India",20.593684,78.96288,"s254","Movie","Bombay","Mani Ratnam","Arvind Swamy, Manisha Koirala, Nasser, Raja Krishnamoorthy","August 18, 2021",1995,"TV-14","135 min","Dramas, International Movies, Romantic Movies"
"India",20.593684,78.96288,"s2339","Movie","Krishna and His Leela","Ravikanth Perepu","Siddhu Jonnalagadda, Shraddha Srinath, Seerat Kapoor, Shalini Vadnikatti, Jhansi, Viva Harsha, Sampath Raj, Samyuktha Hornad","June 25, 2020",2020,"TV-MA","126 min","International Movies, Romantic Movies"
"India",20.593684,78.96288,"s8146","Movie","Tahaan","Santosh Sivan","Purav Bhandare, Anupam Kher, Rahul Bose, Victor Banerjee, Ankush Dubey, Rasika Dugal, Rahul Khanna, Sana Shaikh, Dheirya Sonecha, Fatima Sana Shaikh, Sarika","July 15, 2018",2008,"TV-14","95 min","Dramas, International Movies"
"India",20.593684,78.96288,"s267","TV Show","The Creative Indians","","","August 15, 2021",2020,"TV-MA","1 Season","Docuseries, International TV Shows"
"India",20.593684,78.96288,"s1442","Movie","Hello Brother","Sohail Khan","Salman Khan, Arbaaz Khan, Rani Mukerji, Johny Lever, Neeraj Vora, Shakti Kapoor, Razak Khan, Sulabha Arya","January 4, 2021",1999,"TV-14","126 min","Action & Adventure, Comedies, International Movies"
"India",20.593684,78.96288,"s2941","Movie","Jada","Kumaran","Kathir, Kishore Kumar G., Roshini, Yogi Babu, Kishore","February 7, 2020",2019,"TV-14","124 min","Dramas, International Movies, Sports Movies"
"India",20.593684,78.96288,"s5548","Movie","Killa","Avinash Arun","Amruta Subhash, Archit Deodhar, Parth Bhalerao, Gaurish Gawade, Atharva Upasni, Swandand Raikar, Shrikant Yadav, Umesh Jagtap, Shivalati Bokil, Jui Kahate","April 1, 2017",2014,"TV-14","107 min","Dramas, International Movies"
"India",20.593684,78.96288,"s519","Movie","Har Kisse Ke Hisse: Kaamyaab","Hardik Mehta","Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar, Avtar Gill, Kaurwakee Vashistha, Amitabh Srivastava, Vikas Verma","July 6, 2021",2020,"TV-14","105 min","Dramas, International Movies"
"India",20.593684,78.96288,"s1590","TV Show","Bhaag Beanie Bhaag","","Swara Bhasker, Dolly Singh, Ravi Patel, Varun Thakur, Mona Ambegaonkar, Girish Kulkarni","December 4, 2020",2020,"TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies"
"India",20.593684,78.96288,"s3714","Movie","Kahaani","Sujoy Ghosh","Vidya Balan, Parambrata Chatterjee, Dhritiman Chatterjee, Saswata Chatterjee, Indraneil Sengupta, Nawazuddin Siddiqui, Darshan Jariwala, Masood Akhtar, Riddhi Sen","June 26, 2019",2012,"TV-14","122 min","International Movies, Music & Musicals, Thrillers"
"India",20.593684,78.96288,"s3715","Movie","Unbroken","Svati Chakravarty Bhatkal","","June 26, 2019",2019,"TV-14","109 min","Documentaries, International Movies"
"India",20.593684,78.96288,"s51","TV Show","Dharmakshetra","","Kashmira Irani, Chandan Anand, Dinesh Mehta, Ankit Arora, Pushkar Goggiaa, Anjali Rana, Aarya DharmChand Kumar, Amit Behl, Maleeka Ghai","September 15, 2021",2014,"TV-PG","1 Season","International TV Shows, TV Dramas, TV Sci-Fi & Fantasy"
"India",20.593684,78.96288,"s3565","Movie","Marriage Palace","Sunil Thakur","Sharry Mann, Payal Rajput, Jaswinder Bhalla, B.N. Sharma, Harby Sangha, Nirmal Rishi, Anita Devgan, Rupinder Roopi","August 23, 2019",2018,"TV-14","135 min","Comedies, International Movies"
"India",20.593684,78.96288,"s7899","Movie","Rukh","Atanu Mukherjee","Adarsh Gourav, Manoj Bajpayee, Smita Tambe, Kumud Mishra","April 1, 2018",2017,"TV-MA","103 min","Dramas, Independent Movies, International Movies"
"India",20.593684,78.96288,"s3255","Movie","Mallesham","Raj R","Jhansi, Priyadarshi Pullikonda, Ananya Nagalla","November 20, 2019",2019,"TV-14","131 min","Dramas, Independent Movies, International Movies"
"India",20.593684,78.96288,"s7100","Movie","Ishqedarriyaan","V. K. Prakash","Suhasini Mulay, Kavin Dave, Evelyn Sharma","March 1, 2018",2015,"TV-14","130 min","Dramas, International Movies, Romantic Movies"
"India",20.593684,78.96288,"s4956","Movie","Paheli","Amol Palekar","Shah Rukh Khan, Rani Mukerji, Anupam Kher, Dilip Prabhavalkar, Amitabh Bachchan, Juhi Chawla, Nina Kulkarni, Rajpal Yadav","April 1, 2018",2005,"TV-PG","134 min","Dramas, International Movies, Romantic Movies"
"India",20.593684,78.96288,"s8714","Movie","Welcome 2 Karachi","Ashish R. Mohan","Arshad Warsi, Jacky Bhagnani, Lauren Gottlieb, Dalip Tahil, Pavan Malhotra, Ayub Khoso, Adnan Shah","March 1, 2018",2015,"TV-MA","124 min","Comedies, International Movies"
"India",20.593684,78.96288,"s4183","Movie","Soni","Ivan Ayr","Geetika Vidya Ohlyan, Saloni Batra, Mohinder Gujral, Mohit Chauhan, Vikas Shukla, Gauri Chakraborty, Simrat Kaur, Dimple Kaur","January 18, 2019",2018,"TV-MA","97 min","Dramas, Independent Movies, International Movies"
"India",20.593684,78.96288,"s4336","Movie","Chal Bhaag","Prakash Balwant Saini","Deepak Dobriyal, Tarun Bajaj, Keeya Khanna, Varun Mehra, Sanjay Mishra, Yashpal Sharma, Mukesh Tiwari, Atul Srivastava, Manish Khanna, Kunwar Aziz","December 1, 2018",2014,"TV-14","110 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s7743","Movie","Pimpal","Gajendra Ahire","Dilip Prabhavalkar, Priya Bapat, Kishore Kadam, Vrinda Gajendra, Alok Rajwade, Sakhi Gokhale","November 15, 2018",2017,"TV-PG","92 min","Dramas, Independent Movies, International Movies"
"India",20.593684,78.96288,"s4497","Movie","Naa Bangaaru Talli","Rajesh Touchriver","Siddique, Anjali Patil, Lakshmi Menon, Nina Kurup, Rathna Shekar Reddy, Anoop Aravindan","October 19, 2018",2013,"TV-14","122 min","Dramas, International Movies"
"India",20.593684,78.96288,"s4503","Movie","Mr. Chandramouli","Thiru","Karthik, Gautam Karthik, Regina Cassandra, Varalakshmi Sarathkumar, Santhosh Prathap, Mime Gopi, J. Mahendran, Viji Chandrasekhar","October 18, 2018",2018,"TV-MA","131 min","Dramas, International Movies, Thrillers"
"India",20.593684,78.96288,"s4661","Movie","PK","Rajkumar Hirani","Aamir Khan, Anuskha Sharma, Sanjay Dutt, Saurabh Shukla, Parikshat Sahni, Sushant Singh Rajput, Boman Irani, Rukhsar","September 6, 2018",2014,"TV-14","146 min","Comedies, Dramas, International Movies"
"India",20.593684,78.96288,"s7911","Movie","Rustom","Dharmendra Suresh Desai","Akshay Kumar, Ileana D'Cruz, Arjan Bajwa, Esha Gupta, Pavan Malhotra, Parmeet Sethi, Sachin Khedekar, Anang Desai, Kumud Mishra, Brijendra Kala, Usha Nadkarni, Kanwaljeet Singh","January 6, 2017",2016,"TV-14","141 min","Dramas, International Movies"
