Entity,Code,Year,Oil (% sub energy),Coal (% sub energy),Solar (% sub energy),Nuclear (% sub energy),Hydro (% sub energy),Wind (% sub energy),Gas (% sub energy),Other renewables (% sub energy)
South Korea,KOR,2015,42.229,30.122,0.325,12.641,0.165,0.11,13.845,0.408
South Korea,KOR,2016,44.373,28.058,0.403,12.059,0.212,0.132,14.103,0.507
South Korea,KOR,2017,43.832,29.161,0.545,10.797,0.204,0.168,14.477,0.671
South Korea,KOR,2018,42.819,28.908,0.689,9.518,0.24,0.184,16.582,0.832
South Korea,KOR,2019,42.876,27.778,0.874,10.52,0.2,0.199,16.287,1.034
Spain,ESP,1965,49.833,33.788,0,0,16.379,0,0,0
Spain,ESP,1966,52.222,27.69,0,0,20.088,0,0,0
Spain,ESP,1967,58.525,26.03,0,0,15.445,0,0,0
Spain,ESP,1968,59.093,25.048,0,0.054,15.804,0,0,0
Spain,ESP,1969,59.5,22.292,0,0.475,17.539,0,0.194,0
Spain,ESP,1970,62.818,21.794,0,0.49,14.73,0,0.143,0.025
Spain,ESP,1971,62.831,19.903,0,1.216,15.335,0,0.69,0.025
Spain,ESP,1972,61.297,18.859,0,2.119,15.817,0,1.881,0.027
Spain,ESP,1973,67.086,16.83,0,2.659,11.748,0,1.655,0.023
Spain,ESP,1974,67.573,15.664,0,2.82,11.935,0,1.988,0.02
Spain,ESP,1975,68.325,16.879,0,2.864,9.896,0,1.993,0.043
Spain,ESP,1976,72.414,15.276,0,2.68,7.425,0,2.139,0.066
Spain,ESP,1977,66.204,15.845,0,2.241,13.613,0,1.991,0.106
Spain,ESP,1978,67.907,13.564,0,2.617,13.772,0,2.032,0.108
Spain,ESP,1979,66.859,14.36,0,2.13,14.747,0,1.824,0.08
Spain,ESP,1980,70.203,16.416,0,1.635,9.314,0,2.319,0.114
Spain,ESP,1981,67.343,20.062,0,2.988,6.852,0,2.623,0.132
Spain,ESP,1982,63.746,22.262,0,2.743,8.233,0,2.864,0.152
Spain,ESP,1983,62.406,22.877,0,3.257,8.263,0,3.026,0.171
Spain,ESP,1984,58.025,22.929,0,6.953,9.482,0,2.446,0.166
Spain,ESP,1985,56.324,22.857,0,8.516,9.501,0,2.617,0.186
Spain,ESP,1986,54.627,23.186,0,11.134,7.875,0,3.018,0.16
Spain,ESP,1987,55.339,21.698,0,11.834,7.852,0,3.116,0.161
Spain,ESP,1988,54.335,18.054,0,13.877,9.692,0,3.856,0.185
Spain,ESP,1989,54.194,21.184,0.002,14.69,5.064,0.003,4.712,0.151
Spain,ESP,1990,52.48,21.061,0.002,14.209,6.654,0.004,5.448,0.142
Spain,ESP,1991,51.792,21.179,0.002,14.058,6.901,0.004,5.929,0.137
Spain,ESP,1992,55.344,20.585,0.002,13.441,4.559,0.025,5.906,0.139
Spain,ESP,1993,54.627,19.155,0.002,13.974,6.076,0.029,5.993,0.144
Spain,ESP,1994,54.786,18.863,0.002,13.17,6.71,0.042,6.276,0.152
Spain,ESP,1995,56.101,18.195,0.003,12.706,5.295,0.062,7.406,0.232
Spain,ESP,1996,55.638,14.819,0.003,12.44,8.79,0.08,7.989,0.239
Spain,ESP,1997,54.724,16.073,0.003,11.566,7.274,0.155,9.9,0.306
Spain,ESP,1998,56.534,14.62,0.003,11.777,6.789,0.27,9.702,0.306
Spain,ESP,1999,56.684,15.878,0.003,11.385,4.423,0.531,10.762,0.334
Spain,ESP,2000,54.305,16.043,0.003,11.385,5.412,0.865,11.66,0.273
Spain,ESP,2001,54.214,14.045,0.004,11.077,7.134,1.175,12.015,0.284
Spain,ESP,2002,53.976,15.638,0.005,10.757,3.912,1.595,13.574,0.441
Spain,ESP,2003,52.539,13.772,0.007,9.917,6.58,1.935,14.607,0.51
Spain,ESP,2004,51.975,13.845,0.009,9.738,4.849,2.404,16.553,0.51
Spain,ESP,2005,52.026,13.376,0.006,8.678,2.695,3.194,19.456,0.4
Spain,ESP,2006,51.71,11.515,0.018,8.886,3.826,3.443,20.08,0.41
Spain,ESP,2007,50.917,12.633,0.073,7.935,3.921,3.97,20.034,0.417
Spain,ESP,2008,50.596,8.762,0.38,8.685,3.466,4.852,22.647,0.479
Spain,ESP,2009,51.223,6.619,0.961,8.354,4.172,5.999,21.912,0.54
Spain,ESP,2010,48.679,4.724,1.085,9.461,6.455,6.708,21.317,0.586
Spain,ESP,2011,47.291,8.929,1.35,8.98,4.759,6.6,20.195,0.702
Spain,ESP,2012,44.521,10.873,1.86,9.555,3.194,7.69,20.052,0.774
Spain,ESP,2013,44.164,8.45,2.14,9.26,6.003,9.103,19.335,0.864
Spain,ESP,2014,44.864,8.798,2.262,9.479,6.479,8.603,17.889,0.896
Spain,ESP,2015,45.694,10.21,2.249,9.298,4.566,8.004,18.304,0.935
Spain,ESP,2016,46.824,7.757,2.18,9.368,5.815,7.817,18.506,0.905
Spain,ESP,2017,46.427,9.811,2.246,9.113,2.896,7.704,19.892,0.953
Spain,ESP,2018,46.7,7.953,1.96,8.575,5.35,7.827,19.471,0.95
Spain,ESP,2019,47.534,3.671,2.344,9.105,3.932,8.752,22.722,0.978
Sri Lanka,LKA,1965,84.398,0,0,0,15.602,0,0,0
Sri Lanka,LKA,1966,83.519,0,0,0,16.481,0,0,0
Sri Lanka,LKA,1967,83.474,0,0,0,16.526,0,0,0
Sri Lanka,LKA,1968,81.731,0,0,0,18.269,0,0,0
Sri Lanka,LKA,1969,79.806,0,0,0,20.194,0,0,0
Sri Lanka,LKA,1970,85.424,0,0,0,14.576,0,0,0
Sri Lanka,LKA,1971,82.718,0,0,0,17.282,0,0,0
Sri Lanka,LKA,1972,83.595,0,0,0,16.405,0,0,0
Sri Lanka,LKA,1973,86.605,0,0,0,13.395,0,0,0
Sri Lanka,LKA,1974,78.126,0,0,0,21.874,0,0,0
Sri Lanka,LKA,1975,76.205,0,0,0,23.795,0,0,0
Sri Lanka,LKA,1976,75.481,0.041,0,0,24.478,0,0,0
Sri Lanka,LKA,1977,74.78,0.217,0,0,25.003,0,0,0
Sri Lanka,LKA,1978,75.408,0.196,0,0,24.396,0,0,0
Sri Lanka,LKA,1979,74.734,0.122,0,0,25.143,0,0,0
Sri Lanka,LKA,1980,74.622,0.164,0,0,25.215,0,0,0
Sri Lanka,LKA,1981,76.629,0.079,0,0,23.292,0,0,0
Sri Lanka,LKA,1982,77.504,0.997,0,0,21.5,0,0,0
Sri Lanka,LKA,1983,83.072,0.981,0,0,15.947,0,0,0
Sri Lanka,LKA,1984,70.475,1.921,0,0,27.604,0,0,0
Sri Lanka,LKA,1985,66.399,1.192,0,0,32.41,0,0,0
Sri Lanka,LKA,1986,64.752,0.434,0,0,34.814,0,0,0
Sri Lanka,LKA,1987,71.746,0.395,0,0,27.859,0,0,0
Sri Lanka,LKA,1988,67.572,0.196,0,0,32.232,0,0,0
Sri Lanka,LKA,1989,64.924,0.023,0,0,35.053,0,0,0
Sri Lanka,LKA,1990,63.801,0,0,0,36.199,0,0,0
Sri Lanka,LKA,1991,65.236,0.026,0,0,34.738,0,0,0
Sri Lanka,LKA,1992,70.348,0.024,0,0,29.628,0,0,0
Sri Lanka,LKA,1993,63.8,0.015,0,0,36.184,0,0,0
Sri Lanka,LKA,1994,64.444,0.013,0,0,35.543,0,0,0
Sri Lanka,LKA,1995,63.992,0.033,0,0,35.975,0,0,0
Sri Lanka,LKA,1996,75.083,0.007,0,0,24.91,0,0,0
Sri Lanka,LKA,1997,75.511,0,0,0,24.489,0,0,0
Sri Lanka,LKA,1998,74.352,0.005,0,0,25.642,0,0,0
Sri Lanka,LKA,1999,74.767,0,0,0,25.212,0.021,0,0
Sri Lanka,LKA,2000,82.052,0.008,0.002,0,17.918,0.019,0,0
Sri Lanka,LKA,2001,82.297,0.002,0.005,0,17.676,0.02,0,0
Sri Lanka,LKA,2002,84.836,0.254,0.008,0,14.881,0.02,0,0
Sri Lanka,LKA,2003,81.139,1.344,0.013,0,17.487,0.018,0,0
Sri Lanka,LKA,2004,83.516,0.366,0.019,0,16.084,0.015,0,0.001
Sri Lanka,LKA,2005,82.559,1.184,0.022,0,16.213,0.011,0,0.011
Sri Lanka,LKA,2006,79.249,0.817,0.023,0,19.894,0.01,0,0.008
Sri Lanka,LKA,2007,82.636,0.783,0.025,0,16.542,0.01,0,0.005
Sri Lanka,LKA,2008,80.39,1.13,0.028,0,18.412,0.014,0,0.025
Sri Lanka,LKA,2009,82.076,1.114,0.029,0,16.667,0.015,0,0.099
Sri Lanka,LKA,2010,76.14,1.062,0.029,0,22.429,0.211,0,0.129
Sri Lanka,LKA,2011,77.224,5.046,0.033,0,17.233,0.344,0,0.119
Sri Lanka,LKA,2012,79.456,7.635,0.037,0,12.245,0.544,0,0.082
Sri Lanka,LKA,2013,65.978,7.901,0.052,0,25.123,0.851,0,0.096
Sri Lanka,LKA,2014,63.524,16.842,0.112,0,18.265,1.091,0,0.166
Sri Lanka,LKA,2015,62.041,17.831,0.153,0,18.721,1.074,0,0.179
Sri Lanka,LKA,2016,68.462,17.718,0.242,0,12.36,1.007,0,0.21
Sri Lanka,LKA,2017,69.688,17.4,0.618,0,11.098,1.01,0,0.184
Sri Lanka,LKA,2018,65.159,16.387,0.814,0,16.48,0.941,0,0.219
Sri Lanka,LKA,2019,68.369,17.579,0.917,0,11.998,0.912,0,0.226
Sweden,SWE,1965,59.72,6.741,0,0.013,33.526,0,0,0
Sweden,SWE,1966,63.195,6.021,0,0.03,30.753,0,0,0
Sweden,SWE,1967,61.558,5.842,0,0.033,32.567,0,0,0
Sweden,SWE,1968,65.102,4.772,0,0.014,30.112,0,0,0
Sweden,SWE,1969,69.542,4.647,0,0.038,25.774,0,0,0
Sweden,SWE,1970,71.214,4.62,0,0.032,24.058,0,0,0.075
Sweden,SWE,1971,66.019,4.105,0,0.051,29.732,0,0,0.091
Sweden,SWE,1972,65.803,3.425,0,0.813,29.833,0,0,0.125
Sweden,SWE,1973,63.65,3.583,0,1.109,31.449,0,0,0.21
Sweden,SWE,1974,61.822,4.28,0,1.167,32.529,0,0,0.203
Sweden,SWE,1975,58.168,4.356,0,6.415,30.896,0,0,0.166
Sweden,SWE,1976,60.242,3.927,0,8.051,27.602,0,0,0.178
Sweden,SWE,1977,59.204,3.16,0,10.16,27.293,0,0,0.184
Sweden,SWE,1978,61.37,2.783,0,10.42,25.305,0,0,0.121
Sweden,SWE,1979,62.63,3.117,0,8.739,25.37,0,0,0.144
Sweden,SWE,1980,58.802,3.161,0,11.705,26.014,0,0,0.319
Sweden,SWE,1981,53.386,2.744,0,16.807,26.653,0,0,0.411
Sweden,SWE,1982,52.183,3.21,0,18.312,25.826,0,0,0.47
Sweden,SWE,1983,45.774,4.059,0,19.406,30.074,0.001,0,0.685
Sweden,SWE,1984,41.358,4.631,0,22.791,30.39,0.002,0,0.827
Sweden,SWE,1985,40.794,5.016,0,24.111,29.228,0.002,0.106,0.742
Sweden,SWE,1986,41.933,5.147,0,27.719,24.146,0.002,0.268,0.785
Sweden,SWE,1987,37.095,5.207,0,27.359,29.174,0.002,0.367,0.795
Sweden,SWE,1988,35.542,5.232,0,28.851,29.042,0.002,0.483,0.848
Sweden,SWE,1989,34.942,5.048,0,27.901,30.515,0.002,0.661,0.931
Sweden,SWE,1990,34.276,5.186,0,28.506,30.313,0.003,0.905,0.812
Sweden,SWE,1991,31.127,5.336,0,33.824,27.87,0.006,1.019,0.82
Sweden,SWE,1992,32.601,4.94,0,27.841,32.581,0.014,1.143,0.881
Sweden,SWE,1993,32.397,5.086,0,27.199,33.07,0.023,1.261,0.962
Sweden,SWE,1994,34.198,5.144,0,32.3,26.092,0.033,1.248,0.984
Sweden,SWE,1995,32.215,5.096,0,30.59,29.785,0.046,1.238,1.03
Sweden,SWE,1996,35.324,5.787,0,33.31,23.204,0.065,1.36,0.95
Sweden,SWE,1997,32.153,4.796,0,30.416,30.037,0.088,1.303,1.206
Sweden,SWE,1998,33.509,4.46,0,29.566,30.032,0.124,1.193,1.117
Sweden,SWE,1999,33.161,4.391,0,30.286,29.666,0.148,1.231,1.116
Sweden,SWE,2000,30.976,4.811,0,25.672,35.198,0.205,1.303,1.835
Sweden,SWE,2001,29.349,4.856,0.001,29.889,32.77,0.2,1.369,1.566
Sweden,SWE,2002,31.788,5.562,0.001,29.916,29.146,0.267,1.486,1.834
Sweden,SWE,2003,35.462,5.678,0.001,30.631,24.327,0.309,1.543,2.049
Sweden,SWE,2004,31.619,5.44,0.001,32.654,25.472,0.357,1.431,3.027
Sweden,SWE,2005,30.894,4.848,0.001,29.61,29.61,0.387,1.329,3.051
Sweden,SWE,2006,33.101,5.693,0.001,28.832,26.534,0.425,1.48,3.598
Sweden,SWE,2007,31.904,5.237,0.001,28.284,27.944,0.604,1.508,4.154
Sweden,SWE,2008,30.647,5.33,0.002,27.281,29.462,0.852,1.393,4.414
Sweden,SWE,2009,32.29,4.103,0.003,24.18,30.316,1.152,2.031,5.311
Sweden,SWE,2010,30.36,5.34,0.004,25.093,28.862,1.522,2.579,5.3
Sweden,SWE,2011,28.512,4.827,0.006,26.45,29.331,2.658,2.062,5.045
Sweden,SWE,2012,26.541,3.908,0.008,26.281,32.397,2.941,1.697,5.004
Sweden,SWE,2013,27.924,4.25,0.015,28.878,26.664,4.277,1.737,4.976
Sweden,SWE,2014,27.485,4.005,0.02,28.158,27.675,4.876,1.433,4.642
Sweden,SWE,2015,26.141,3.882,0.041,23.582,31.519,6.808,1.544,4.505
Sweden,SWE,2016,27.498,3.871,0.06,26.675,26.217,6.544,1.679,4.856
Sweden,SWE,2017,26.453,3.742,0.094,26.753,26.455,7.171,1.566,4.918
Sweden,SWE,2018,25.851,3.827,0.161,28.309,25.625,6.865,1.69,4.92
Sweden,SWE,2019,25.648,3.779,0.233,26.651,26.135,7.907,1.685,5.218
Switzerland,CHE,1965,54.1,8.326,0,0,37.573,0,0,0
Switzerland,CHE,1966,53.6,6.415,0,0,39.985,0,0,0
Switzerland,CHE,1967,54.305,5.068,0,0,40.627,0,0,0
Switzerland,CHE,1968,57.259,4.554,0,0,38.187,0,0,0
Switzerland,CHE,1969,60.089,3.975,0,0.668,35.266,0,0.001,0
Switzerland,CHE,1970,61.468,3.114,0,2.013,33.248,0,0.158,0
Switzerland,CHE,1971,63.7,2.053,0,1.548,32.326,0,0.373,0
Switzerland,CHE,1972,66.124,1.759,0,4.327,27.31,0,0.479,0
Switzerland,CHE,1973,64.371,1.511,0,6.432,27.101,0,0.586,0
Switzerland,CHE,1974,60.038,1.365,0,7.55,29.753,0,1.294,0
Switzerland,CHE,1975,55.743,0.988,0,8.005,33.251,0,2.013,0
Switzerland,CHE,1976,60.464,0.969,0,8.547,27.828,0,2.193,0
Switzerland,CHE,1977,54.9,1.021,0,7.89,33.928,0,2.261,0
Switzerland,CHE,1978,57.07,0.932,0,8.275,31.111,0,2.515,0.097
Switzerland,CHE,1979,54.883,0.966,0,11.676,29.36,0,2.831,0.284
Switzerland,CHE,1980,51.288,1.323,0,13.27,30.939,0,3.02,0.16
Switzerland,CHE,1981,47.58,1.961,0,14.216,32.572,0,3.267,0.404
Switzerland,CHE,1982,45.922,1.772,0,14.336,34.076,0,3.525,0.369
Switzerland,CHE,1983,48.248,1.485,0,14.291,31.895,0,3.721,0.36
Switzerland,CHE,1984,48.118,1.966,0,17.281,28.014,0,4.275,0.346
Switzerland,CHE,1985,45.855,1.849,0,19.658,28.127,0,4.191,0.32
Switzerland,CHE,1986,47.783,1.515,0,18.737,27.495,0,4.087,0.383
Switzerland,CHE,1987,45.331,1.42,0,19.224,29.181,0,4.413,0.43
Switzerland,CHE,1988,45.137,1.203,0,18.911,29.908,0,4.413,0.429
Switzerland,CHE,1989,46.262,1.329,0,20.238,26.573,0,5.126,0.472
Switzerland,CHE,1990,47.52,1.274,0.001,20.08,25.492,0,5.259,0.375
Switzerland,CHE,1991,47.093,1.054,0.002,18.998,26.738,0,5.752,0.363
Switzerland,CHE,1992,46.999,0.719,0.002,19.102,26.829,0,5.951,0.398
Switzerland,CHE,1993,44.186,0.604,0.003,19.087,29.452,0,6.264,0.404
Switzerland,CHE,1994,43.495,0.583,0.004,18.968,30.634,0,5.886,0.431
Switzerland,CHE,1995,42.503,0.659,0.005,20.44,29.079,0,6.84,0.475
Switzerland,CHE,1996,45.46,0.509,0.006,21.314,24.541,0.001,7.645,0.524
Switzerland,CHE,1997,44.793,0.367,0.006,20.174,27.221,0.002,6.912,0.526
Switzerland,CHE,1998,45.076,0.303,0.006,20.386,26.605,0.002,7.073,0.548
Switzerland,CHE,1999,41.945,0.302,0.008,18.872,30.492,0.002,7.808,0.571
Switzerland,CHE,2000,41.675,0.45,0.009,20.502,28.758,0.002,7.954,0.65
Switzerland,CHE,2001,41.783,0.441,0.009,19.346,30.026,0.003,7.755,0.637
Switzerland,CHE,2002,42.49,0.436,0.012,20.946,27.241,0.004,8.167,0.704
Switzerland,CHE,2003,41.8,0.453,0.014,21.234,27.046,0.004,8.726,0.723
Switzerland,CHE,2004,42.197,0.436,0.014,20.991,26.465,0.005,9.132,0.761
Switzerland,CHE,2005,44.736,0.506,0.017,18.808,25.34,0.006,9.763,0.824
Switzerland,CHE,2006,44.055,0.525,0.019,21.402,23.987,0.012,9.121,0.879
Switzerland,CHE,2007,40.287,0.596,0.023,21.644,27.515,0.012,9.004,0.92
Switzerland,CHE,2008,41.541,0.518,0.028,20.64,27.042,0.014,9.28,0.922
Switzerland,CHE,2009,42.312,0.49,0.04,20.558,26.715,0.017,8.932,0.919
Switzerland,CHE,2010,40.348,0.505,0.072,20.259,27.538,0.028,10.251,0.971
Switzerland,CHE,2011,41.212,0.492,0.134,21.503,25.89,0.056,9.575,1.107
Switzerland,CHE,2012,39.795,0.42,0.225,19.295,29.067,0.066,9.949,1.15
Switzerland,CHE,2013,40.581,0.441,0.365,19.089,28.046,0.066,10.207,1.172
Switzerland,CHE,2014,38.163,0.473,0.64,21.104,28.921,0.077,9.275,1.27
Switzerland,CHE,2015,39.512,0.442,0.865,17.975,29.57,0.085,10.134,1.237
Switzerland,CHE,2016,39.689,0.432,1.089,17.394,28.277,0.089,11.316,1.409
Switzerland,CHE,2017,40.57,0.415,1.363,16.623,27.613,0.108,11.337,1.489
Switzerland,CHE,2018,38.523,0.38,1.542,19.365,27.451,0.097,10.595,1.436
Switzerland,CHE,2019,39.315,0.38,1.783,18.165,27.373,0.096,10.83,1.389
Taiwan,TWN,1965,36.753,49.669,0,0,10.277,0,3.301,0
Taiwan,TWN,1966,40.573,46.101,0,0,9.869,0,3.457,0
Taiwan,TWN,1967,44.126,42.84,0,0,8.945,0,4.089,0
Taiwan,TWN,1968,45.884,37.649,0,0,11.441,0,5.026,0
Taiwan,TWN,1969,52.4,32.96,0,0,8.618,0,6.022,0
Taiwan,TWN,1970,57.767,29.562,0,0,7.426,0,5.245,0
Taiwan,TWN,1971,64.344,20.891,0,0,6.376,0,8.389,0
Taiwan,TWN,1972,65.201,18.631,0,0,7.023,0,9.145,0
Taiwan,TWN,1973,71.11,14.255,0,0,5.613,0,9.022,0
Taiwan,TWN,1974,66.764,15.177,0,0,8.126,0,9.933,0
Taiwan,TWN,1975,70.236,12.564,0,0,8.248,0,8.953,0
Taiwan,TWN,1976,74.451,10.908,0,0,5.504,0,9.137,0
Taiwan,TWN,1977,75.015,11.376,0,0.116,4.71,0,8.783,0
Taiwan,TWN,1978,74.466,10.633,0,2.648,4.925,0,7.329,0
Taiwan,TWN,1979,70.504,12.648,0,5.914,4.267,0,6.666,0
Taiwan,TWN,1980,69.429,14.183,0,7.261,2.591,0,6.536,0
Taiwan,TWN,1981,65.391,14.003,0,10.108,4.539,0,5.958,0
Taiwan,TWN,1982,62.598,16.006,0,12.342,4.51,0,4.537,0.008
Taiwan,TWN,1983,56.742,19.132,0,15.79,4.166,0,4.166,0.004
Taiwan,TWN,1984,52.239,20.954,0,19.389,3.458,0,3.958,0.003
Taiwan,TWN,1985,54.51,19.004,0,19.394,4.051,0,3.038,0.002
Taiwan,TWN,1986,55.549,21.322,0,16.762,3.814,0,2.551,0.003
Taiwan,TWN,1987,53.753,21.471,0,19.184,3.19,0,2.401,0.002
Taiwan,TWN,1988,56.171,22.683,0,16.181,2.467,0,2.497,0.002
Taiwan,TWN,1989,58.667,22.342,0,14.05,2.417,0,2.368,0.158
Taiwan,TWN,1990,57.152,20.749,0,15.375,2.985,0,3.578,0.162
Taiwan,TWN,1991,56.081,21.486,0,15.631,1.707,0,4.919,0.175
Taiwan,TWN,1992,54.678,23.546,0,14.219,2.754,0,4.627,0.177
Taiwan,TWN,1993,55.26,24.778,0,13.62,1.629,0,4.57,0.144
Taiwan,TWN,1994,55.25,24.401,0,13.064,1.896,0,5.244,0.144
Taiwan,TWN,1995,56.298,23.78,0,12.493,1.712,0,5.534,0.183
Taiwan,TWN,1996,54.19,25.775,0,12.812,1.608,0,5.413,0.202
Taiwan,TWN,1997,52.91,27.73,0,11.556,1.671,0,5.967,0.166
Taiwan,TWN,1998,51.667,28.485,0,11.102,1.87,0,6.691,0.186
Taiwan,TWN,1999,50.333,31.428,0,10.488,1.379,0,6.166,0.206
Taiwan,TWN,2000,50.866,30.807,0,10.304,1.22,0,6.52,0.283
Taiwan,TWN,2001,50.992,31.386,0,9.147,1.312,0.003,6.808,0.352
Taiwan,TWN,2002,49.126,32.725,0,9.726,0.683,0.004,7.312,0.424
Taiwan,TWN,2003,48.83,33.757,0,9.075,0.708,0.006,7.207,0.417
Taiwan,TWN,2004,48.667,33.126,0,8.727,0.709,0.006,8.357,0.408
Taiwan,TWN,2005,47.782,33.907,0,8.686,0.866,0.02,8.337,0.402
Taiwan,TWN,2006,46.718,34.773,0,8.434,0.865,0.058,8.76,0.391
Taiwan,TWN,2007,46.833,34.706,0,8.18,0.891,0.089,8.921,0.38
Taiwan,TWN,2008,44.614,35.069,0.001,8.649,0.912,0.125,10.245,0.385
Taiwan,TWN,2009,45.471,34.13,0.002,8.891,0.802,0.168,10.163,0.374
Taiwan,TWN,2010,44.001,34.237,0.005,8.382,0.845,0.207,11.955,0.369
Taiwan,TWN,2011,40.452,36.225,0.014,8.522,0.809,0.302,13.305,0.371
Taiwan,TWN,2012,40.413,35.68,0.035,8.124,1.139,0.284,13.956,0.369
Taiwan,TWN,2013,40.449,35.893,0.066,8.145,1.061,0.321,13.705,0.36
Taiwan,TWN,2014,40.859,35.426,0.105,8.054,0.82,0.285,14.088,0.363
Taiwan,TWN,2015,41.697,34.421,0.167,6.965,0.854,0.291,15.234,0.37
Taiwan,TWN,2016,42.094,34.363,0.211,5.912,1.225,0.272,15.567,0.355
Taiwan,TWN,2017,41.713,34.958,0.313,4.151,1.007,0.319,17.196,0.344
Taiwan,TWN,2018,41.286,34.445,0.497,5.023,0.811,0.306,17.277,0.355
Taiwan,TWN,2019,40.198,33.895,0.768,5.99,1.027,0.347,17.407,0.367
Thailand,THA,1965,90.642,1.713,0,0,7.645,0,0,0
Thailand,THA,1966,89.804,2.077,0,0,8.119,0,0,0
Thailand,THA,1967,87.573,3.256,0,0,9.171,0,0,0
Thailand,THA,1968,89.87,2.797,0,0,7.333,0,0,0
Thailand,THA,1969,92.028,2.81,0,0,5.162,0,0,0
Thailand,THA,1970,90.067,2.519,0,0,7.414,0,0,0
Thailand,THA,1971,90.536,1.792,0,0,7.672,0,0,0
Thailand,THA,1972,93.515,1.159,0,0,5.326,0,0,0
Thailand,THA,1973,93.364,1.17,0,0,5.465,0,0,0
Thailand,THA,1974,91.438,1.688,0,0,6.874,0,0,0
Thailand,THA,1975,89.915,1.464,0,0,8.622,0,0,0
Thailand,THA,1976,89.655,1.608,0,0,8.737,0,0,0
Thailand,THA,1977,91.473,1.404,0,0,7.122,0,0,0
Thailand,THA,1978,94.115,1.66,0,0,4.225,0,0,0
Thailand,THA,1979,90.487,3.312,0,0,6.201,0,0,0
Thailand,THA,1980,94.011,3.575,0,0,2.415,0,0,0
Thailand,THA,1981,88.64,3.928,0,0,5.573,0,1.859,0
Thailand,THA,1982,78.719,5.002,0,0,7.021,0,9.257,0
Thailand,THA,1983,79.742,4.344,0,0,6.059,0,9.856,0
Thailand,THA,1984,75.519,4.97,0,0,6.139,0,13.371,0
Thailand,THA,1985,68.398,9.527,0,0,5.299,0,16.775,0
Thailand,THA,1986,66.881,8.767,0,0,7.448,0,16.904,0
Thailand,THA,1987,63.775,11.032,0,0,4.76,0,20.427,0.006
Thailand,THA,1988,64.411,10.146,0,0,3.894,0,21.517,0.032
Thailand,THA,1989,65.855,10.75,0,0,5.023,0,18.352,0.02
Thailand,THA,1990,66.817,12.574,0,0,3.774,0,16.816,0.019
Thailand,THA,1991,64.65,13.335,0,0,3.142,0,18.853,0.021
Thailand,THA,1992,65.911,12.93,0,0,2.628,0,18.518,0.013
Thailand,THA,1993,66.913,12.648,0,0,2.004,0,18.418,0.016
Thailand,THA,1994,66.57,13.044,0,0,2.179,0,18.181,0.025
Thailand,THA,1995,66.212,13.573,0,0,2.976,0,17.174,0.064
Thailand,THA,1996,64.732,14.606,0,0,2.881,0,17.699,0.083
Thailand,THA,1997,61.859,14.291,0,0,2.683,0,21.064,0.104
Thailand,THA,1998,61.133,12.378,0,0,2.081,0,24.282,0.127
Thailand,THA,1999,60.976,12.312,0,0,1.304,0,25.237,0.171
Thailand,THA,2000,56.711,12.348,0,0,2.204,0,28.541,0.197
Thailand,THA,2001,53.19,13.04,0,0,2.177,0,31.374,0.219
Thailand,THA,2002,53.744,12.658,0,0,2.347,0,31.011,0.24
Thailand,THA,2003,55.099,11.939,0,0,2.107,0,30.495,0.36
Thailand,THA,2004,55.552,12.503,0,0,1.601,0,29.84,0.5
Thailand,THA,2005,53.851,13.065,0,0,1.479,0,31.081,0.484
Thailand,THA,2006,52.132,13.731,0.009,0,2.029,0,31.517,0.508
Thailand,THA,2007,50.423,14.764,0.009,0,1.932,0,32.129,0.587
Thailand,THA,2008,48.218,15.738,0.009,0,1.657,0,33.354,0.51
Thailand,THA,2009,48.69,15.262,0.01,0,1.595,0,33.269,0.516
Thailand,THA,2010,47.291,14.731,0.012,0,1.144,0.001,35.461,0.72
Thailand,THA,2011,47.454,14.417,0.019,0,1.624,0.001,35.007,0.815
Thailand,THA,2012,46.496,14.156,0.095,0,1.605,0.003,35.939,0.894
Thailand,THA,2013,47.367,13.709,0.234,0,1.007,0.065,35.53,1.047
Thailand,THA,2014,46.153,14.71,0.348,0,0.93,0.071,35.344,1.21
Thailand,THA,2015,47.302,14.005,0.413,0,0.653,0.057,34.973,1.274
Thailand,THA,2016,48.028,13.973,0.57,0,0.598,0.058,33.962,1.489
Thailand,THA,2017,48.449,13.794,0.75,0,0.774,0.183,33.078,1.535
Thailand,THA,2018,47.942,14.314,0.797,0,1.214,0.311,32.155,1.736
Thailand,THA,2019,48.503,12.717,0.796,0,1.002,0.423,32.595,2.18
Trinidad and Tobago,TTO,1965,66.015,0,0,0,0,0,33.985,0
Trinidad and Tobago,TTO,1966,62.48,0,0,0,0,0,37.52,0
Trinidad and Tobago,TTO,1967,61.151,0,0,0,0,0,38.849,0
Trinidad and Tobago,TTO,1968,60.458,0,0,0,0,0,39.542,0
Trinidad and Tobago,TTO,1969,61.462,0,0,0,0,0,38.538,0
Trinidad and Tobago,TTO,1970,57.208,0,0,0,0,0,42.792,0
Trinidad and Tobago,TTO,1971,58.507,0,0,0,0,0,41.278,0.215
Trinidad and Tobago,TTO,1972,68.893,0,0,0,0,0,30.951,0.156
Trinidad and Tobago,TTO,1973,69.901,0,0,0,0,0,29.969,0.131
Trinidad and Tobago,TTO,1974,71.458,0,0,0,0,0,28.425,0.117
Trinidad and Tobago,TTO,1975,67.804,0,0,0,0,0,32.063,0.133
Trinidad and Tobago,TTO,1976,67.807,0,0,0,0,0,32.095,0.098
