Entity,Code,Year,Fossil fuels (% sub energy),Renewables (% sub energy),Nuclear (% sub energy)
Canada,CAN,2017,64.927,28.657,6.417
Canada,CAN,2018,66.193,27.569,6.237
Canada,CAN,2019,66.06,27.638,6.302
Chile,CHL,1965,84.812,15.188,0
Chile,CHL,1966,85.067,14.933,0
Chile,CHL,1967,85.047,14.953,0
Chile,CHL,1968,87.441,12.559,0
Chile,CHL,1969,86.837,13.163,0
Chile,CHL,1970,86.652,13.348,0
Chile,CHL,1971,86.024,13.976,0
Chile,CHL,1972,83.931,16.069,0
Chile,CHL,1973,83.698,16.302,0
Chile,CHL,1974,81.289,18.711,0
Chile,CHL,1975,79.128,20.872,0
Chile,CHL,1976,79.43,20.57,0
Chile,CHL,1977,79.045,20.955,0
Chile,CHL,1978,79.385,20.615,0
Chile,CHL,1979,79.508,20.492,0
Chile,CHL,1980,79.013,20.987,0
Chile,CHL,1981,78.818,21.182,0
Chile,CHL,1982,74.636,25.364,0
Chile,CHL,1983,73.209,26.791,0
Chile,CHL,1984,73.469,26.531,0
Chile,CHL,1985,71.036,28.964,0
Chile,CHL,1986,70.199,29.801,0
Chile,CHL,1987,69.287,30.713,0
Chile,CHL,1988,72.931,27.069,0
Chile,CHL,1989,79.313,20.687,0
Chile,CHL,1990,82.098,17.902,0
Chile,CHL,1991,77.142,22.858,0
Chile,CHL,1992,73.045,26.955,0
Chile,CHL,1993,73.842,26.158,0
Chile,CHL,1994,75.369,24.631,0
Chile,CHL,1995,75.294,24.706,0
Chile,CHL,1996,78.646,21.354,0
Chile,CHL,1997,79.251,20.749,0
Chile,CHL,1998,82.924,17.076,0
Chile,CHL,1999,85.61,14.39,0
Chile,CHL,2000,81.473,18.527,0
Chile,CHL,2001,79.111,20.889,0
Chile,CHL,2002,78.57,21.43,0
Chile,CHL,2003,79.159,20.841,0
Chile,CHL,2004,81.349,18.651,0
Chile,CHL,2005,78.779,21.221,0
Chile,CHL,2006,78.606,21.394,0
Chile,CHL,2007,82.427,17.573,0
Chile,CHL,2008,80.375,19.625,0
Chile,CHL,2009,79.543,20.457,0
Chile,CHL,2010,81.985,18.015,0
Chile,CHL,2011,83.747,16.253,0
Chile,CHL,2012,83.323,16.677,0
Chile,CHL,2013,83.091,16.909,0
Chile,CHL,2014,81.246,18.754,0
Chile,CHL,2015,80.106,19.894,0
Chile,CHL,2016,81.871,18.129,0
Chile,CHL,2017,79.322,20.678,0
Chile,CHL,2018,77.786,22.214,0
Chile,CHL,2019,77.149,22.851,0
China,CHN,1965,95.994,4.006,0
China,CHN,1966,96.249,3.751,0
China,CHN,1967,96.405,3.595,0
China,CHN,1968,95.8,4.2,0
China,CHN,1969,96.491,3.509,0
China,CHN,1970,97.168,2.832,0
China,CHN,1971,97.11,2.89,0
China,CHN,1972,96.962,3.038,0
China,CHN,1973,96.783,3.217,0
China,CHN,1974,96.47,3.53,0
China,CHN,1975,96.702,3.298,0
China,CHN,1976,96.825,3.175,0
China,CHN,1977,96.961,3.039,0
China,CHN,1978,97.403,2.597,0
China,CHN,1979,97.168,2.832,0
China,CHN,1980,96.67,3.33,0
China,CHN,1981,96.202,3.798,0
China,CHN,1982,95.868,4.132,0
China,CHN,1983,95.491,4.509,0
China,CHN,1984,95.779,4.221,0
China,CHN,1985,95.846,4.154,0
China,CHN,1986,95.944,4.056,0
China,CHN,1987,96.021,3.979,0
China,CHN,1988,95.957,4.043,0
China,CHN,1989,95.821,4.179,0
China,CHN,1990,95.582,4.418,0
China,CHN,1991,95.862,4.138,0
China,CHN,1992,95.876,4.124,0
China,CHN,1993,95.502,4.451,0.047
China,CHN,1994,94.957,4.637,0.407
China,CHN,1995,94.465,5.192,0.343
China,CHN,1996,94.818,4.818,0.364
China,CHN,1997,94.611,5.025,0.364
China,CHN,1998,94.555,5.089,0.356
China,CHN,1999,94.771,4.865,0.364
China,CHN,2000,94.293,5.313,0.394
China,CHN,2001,93.393,6.22,0.387
China,CHN,2002,93.6,5.892,0.508
China,CHN,2003,94.288,4.964,0.747
China,CHN,2004,93.997,5.264,0.739
China,CHN,2005,94.101,5.219,0.68
China,CHN,2006,94.131,5.232,0.637
China,CHN,2007,93.971,5.369,0.659
China,CHN,2008,92.478,6.827,0.696
China,CHN,2009,92.822,6.5,0.678
China,CHN,2010,92.187,7.14,0.673
China,CHN,2011,92.641,6.636,0.723
China,CHN,2012,91.227,7.994,0.779
China,CHN,2013,90.766,8.387,0.847
China,CHN,2014,89.398,9.619,0.983
China,CHN,2015,88.567,10.188,1.245
China,CHN,2016,87.546,10.934,1.52
China,CHN,2017,86.751,11.542,1.707
China,CHN,2018,85.88,12.176,1.944
China,CHN,2019,85.142,12.665,2.194
Colombia,COL,1965,88.847,11.153,0
Colombia,COL,1966,88.628,11.372,0
Colombia,COL,1967,88.092,11.908,0
Colombia,COL,1968,87.404,12.596,0
Colombia,COL,1969,86.233,13.767,0
Colombia,COL,1970,85.954,14.046,0
Colombia,COL,1971,84.834,15.166,0
Colombia,COL,1972,85.045,14.955,0
Colombia,COL,1973,83.701,16.299,0
Colombia,COL,1974,83.485,16.515,0
Colombia,COL,1975,81.74,18.26,0
Colombia,COL,1976,81.575,18.425,0
Colombia,COL,1977,81.612,18.388,0
Colombia,COL,1978,80.172,19.828,0
Colombia,COL,1979,79.514,20.486,0
Colombia,COL,1980,78.066,21.934,0
Colombia,COL,1981,78.862,21.138,0
Colombia,COL,1982,78.401,21.599,0
Colombia,COL,1983,79.276,20.724,0
Colombia,COL,1984,77.49,22.51,0
Colombia,COL,1985,76.714,23.286,0
Colombia,COL,1986,73.965,26.035,0
Colombia,COL,1987,73.93,26.07,0
Colombia,COL,1988,72.533,27.467,0
Colombia,COL,1989,71.513,28.487,0
Colombia,COL,1990,68.735,31.265,0
Colombia,COL,1991,69.654,30.346,0
Colombia,COL,1992,76.557,23.443,0
Colombia,COL,1993,73.413,26.587,0
Colombia,COL,1994,71.504,28.496,0
Colombia,COL,1995,71.971,28.029,0
Colombia,COL,1996,69.88,30.12,0
Colombia,COL,1997,73.864,26.136,0
Colombia,COL,1998,74.54,25.46,0
Colombia,COL,1999,69.974,30.026,0
Colombia,COL,2000,71.754,28.246,0
Colombia,COL,2001,70.735,29.265,0
Colombia,COL,2002,68.697,31.303,0
Colombia,COL,2003,68.026,31.974,0
Colombia,COL,2004,66.925,33.075,0
Colombia,COL,2005,66.417,33.583,0
Colombia,COL,2006,67.699,32.301,0
Colombia,COL,2007,66.78,33.22,0
Colombia,COL,2008,68.113,31.887,0
Colombia,COL,2009,70.189,29.811,0
Colombia,COL,2010,72.418,27.582,0
Colombia,COL,2011,68.663,31.337,0
Colombia,COL,2012,71.319,28.681,0
Colombia,COL,2013,73.787,26.213,0
Colombia,COL,2014,74.867,25.133,0
Colombia,COL,2015,75.137,24.863,0
Colombia,COL,2016,75.455,24.545,0
Colombia,COL,2017,70.889,29.111,0
Colombia,COL,2018,71.506,28.494,0
Colombia,COL,2019,75.014,24.986,0
Croatia,HRV,1990,89.406,10.594,0
Croatia,HRV,1991,80.495,19.505,0
Croatia,HRV,1992,84.829,15.171,0
Croatia,HRV,1993,84.743,15.257,0
Croatia,HRV,1994,81.983,18.017,0
Croatia,HRV,1995,81.801,18.199,0
Croatia,HRV,1996,76.442,23.558,0
Croatia,HRV,1997,82.381,17.619,0
Croatia,HRV,1998,82.854,17.146,0
Croatia,HRV,1999,79.799,20.201,0
Croatia,HRV,2000,81.206,18.794,0
Croatia,HRV,2001,80.23,19.77,0
Croatia,HRV,2002,84.05,15.95,0
Croatia,HRV,2003,85.887,14.113,0
Croatia,HRV,2004,81.08,18.92,0
Croatia,HRV,2005,82.425,17.575,0
Croatia,HRV,2006,83.364,16.636,0
Croatia,HRV,2007,88.27,11.702,0
Croatia,HRV,2008,85.531,14.431,0
Croatia,HRV,2009,81.244,18.668,0
Croatia,HRV,2010,77.276,22.724,0
Croatia,HRV,2011,85.304,14.652,0
Croatia,HRV,2012,83.983,15.637,0
Croatia,HRV,2013,74.478,25.134,0
Croatia,HRV,2014,72.819,26.817,0
Croatia,HRV,2015,78.498,21.189,0
Croatia,HRV,2016,77.408,22.58,0
Croatia,HRV,2017,80.938,19.055,0
Croatia,HRV,2018,74.809,24.868,0
Croatia,HRV,2019,78.115,21.537,0
Cyprus,CYP,1965,100,0,0
Cyprus,CYP,1966,100,0,0
Cyprus,CYP,1967,100,0,0
Cyprus,CYP,1968,100,0,0
Cyprus,CYP,1969,100,0,0
Cyprus,CYP,1970,100,0,0
Cyprus,CYP,1971,100,0,0
Cyprus,CYP,1972,100,0,0
Cyprus,CYP,1973,100,0,0
Cyprus,CYP,1974,100,0,0
Cyprus,CYP,1975,100,0,0
Cyprus,CYP,1976,100,0,0
Cyprus,CYP,1977,100,0,0
Cyprus,CYP,1978,100,0,0
Cyprus,CYP,1979,100,0,0
Cyprus,CYP,1980,100,0,0
Cyprus,CYP,1981,100,0,0
Cyprus,CYP,1982,100,0,0
Cyprus,CYP,1983,100,0,0
Cyprus,CYP,1984,100,0,0
Cyprus,CYP,1985,100,0,0
Cyprus,CYP,1986,100,0,0
Cyprus,CYP,1987,100,0,0
Cyprus,CYP,1988,100,0,0
Cyprus,CYP,1989,100,0,0
Cyprus,CYP,1990,100,0,0
Cyprus,CYP,1991,100,0,0
Cyprus,CYP,1992,100,0,0
Cyprus,CYP,1993,100,0,0
Cyprus,CYP,1994,100,0,0
Cyprus,CYP,1995,100,0,0
Cyprus,CYP,1996,100,0,0
Cyprus,CYP,1997,100,0,0
Cyprus,CYP,1998,100,0,0
Cyprus,CYP,1999,100,0,0
Cyprus,CYP,2000,100,0,0
Cyprus,CYP,2001,100,0,0
Cyprus,CYP,2002,100,0,0
Cyprus,CYP,2003,100,0,0
Cyprus,CYP,2004,99.993,0.007,0
Cyprus,CYP,2005,99.993,0.007,0
Cyprus,CYP,2006,99.988,0.012,0
Cyprus,CYP,2007,99.944,0.026,0
Cyprus,CYP,2008,99.428,0.113,0
Cyprus,CYP,2009,99.266,0.235,0
Cyprus,CYP,2010,98.957,0.559,0
Cyprus,CYP,2011,98.081,1.37,0
Cyprus,CYP,2012,97.315,2.099,0
Cyprus,CYP,2013,96.412,2.969,0
Cyprus,CYP,2014,96.731,2.868,0
Cyprus,CYP,2015,96.135,3.476,0
Cyprus,CYP,2016,96.3,3.375,0
Cyprus,CYP,2017,96.345,3.348,0
Cyprus,CYP,2018,96.116,3.562,0
Cyprus,CYP,2019,95.671,3.926,0
Czechia,CZE,1965,98.676,1.324,0
Czechia,CZE,1966,98.762,1.238,0
Czechia,CZE,1967,98.866,1.134,0
Czechia,CZE,1968,99.159,0.841,0
Czechia,CZE,1969,99.342,0.658,0
Czechia,CZE,1970,99.098,0.902,0
Czechia,CZE,1971,99.394,0.606,0
Czechia,CZE,1972,99.369,0.631,0
Czechia,CZE,1973,99.464,0.536,0
Czechia,CZE,1974,99.107,0.893,0
Czechia,CZE,1975,99.144,0.856,0
Czechia,CZE,1976,99.337,0.663,0
Czechia,CZE,1977,99.126,0.874,0
Czechia,CZE,1978,99.198,0.802,0
Czechia,CZE,1979,99.006,0.994,0
Czechia,CZE,1980,98.926,1.074,0
Czechia,CZE,1981,99.07,0.93,0
Czechia,CZE,1982,99.238,0.762,0
Czechia,CZE,1983,99.155,0.754,0.091
Czechia,CZE,1984,98.881,0.572,0.546
Czechia,CZE,1985,98.209,0.736,1.055
Czechia,CZE,1986,96.505,0.817,2.678
Czechia,CZE,1987,94.392,1.05,4.558
Czechia,CZE,1988,94.099,0.89,5.011
Czechia,CZE,1989,93.849,0.719,5.433
Czechia,CZE,1990,93.004,0.591,6.405
Czechia,CZE,1991,92.606,0.609,6.785
Czechia,CZE,1992,92.128,0.808,7.06
Czechia,CZE,1993,91.73,0.924,7.337
Czechia,CZE,1994,91.18,1.056,7.747
Czechia,CZE,1995,91.578,1.379,7.005
Czechia,CZE,1996,91.582,1.252,7.115
Czechia,CZE,1997,91.442,1.266,7.214
Czechia,CZE,1998,90.895,1.18,7.839
Czechia,CZE,1999,90.13,1.467,8.289
Czechia,CZE,2000,90.539,1.336,7.979
Czechia,CZE,2001,90.013,1.465,8.414
Czechia,CZE,2002,87.565,1.689,10.595
Czechia,CZE,2003,85.114,0.998,13.751
Czechia,CZE,2004,85.019,1.345,13.568
Czechia,CZE,2005,85.547,1.586,12.861
Czechia,CZE,2006,84.968,1.782,13.21
Czechia,CZE,2007,84.889,1.73,13.34
Czechia,CZE,2008,84.098,1.931,13.717
Czechia,CZE,2009,82.456,2.5,14.572
Czechia,CZE,2010,82.148,3.009,14.304
Czechia,CZE,2011,80.786,3.819,14.688
Czechia,CZE,2012,79.343,4.251,15.754
Czechia,CZE,2013,78.189,4.951,16.192
Czechia,CZE,2014,78.07,4.91,16.237
Czechia,CZE,2015,79.616,5.103,14.536
Czechia,CZE,2016,80.918,5.136,13.178
Czechia,CZE,2017,79.487,5.004,14.743
Czechia,CZE,2018,78.869,4.873,15.503
Czechia,CZE,2019,78.162,5.183,15.812
Denmark,DNK,1965,99.958,0.042,0
Denmark,DNK,1966,99.962,0.038,0
Denmark,DNK,1967,99.963,0.037,0
Denmark,DNK,1968,99.971,0.029,0
Denmark,DNK,1969,99.973,0.027,0
Denmark,DNK,1970,99.973,0.027,0
Denmark,DNK,1971,99.971,0.029,0
Denmark,DNK,1972,99.972,0.028,0
Denmark,DNK,1973,99.972,0.028,0
Denmark,DNK,1974,99.969,0.031,0
Denmark,DNK,1975,99.972,0.028,0
Denmark,DNK,1976,99.977,0.023,0
Denmark,DNK,1977,99.969,0.031,0
Denmark,DNK,1978,99.965,0.035,0
Denmark,DNK,1979,99.959,0.041,0
Denmark,DNK,1980,99.947,0.053,0
Denmark,DNK,1981,99.939,0.061,0
Denmark,DNK,1982,99.932,0.068,0
Denmark,DNK,1983,99.863,0.137,0
Denmark,DNK,1984,99.861,0.139,0
Denmark,DNK,1985,99.851,0.149,0
Denmark,DNK,1986,99.744,0.256,0
Denmark,DNK,1987,99.658,0.342,0
Denmark,DNK,1988,99.471,0.529,0
Denmark,DNK,1989,99.18,0.82,0
Denmark,DNK,1990,98.832,1.168,0
Denmark,DNK,1991,98.662,1.338,0
Denmark,DNK,1992,98.132,1.868,0
Denmark,DNK,1993,97.846,2.154,0
Denmark,DNK,1994,98.045,1.955,0
Denmark,DNK,1995,97.881,2.119,0
Denmark,DNK,1996,98.004,1.996,0
Denmark,DNK,1997,96.897,3.103,0
Denmark,DNK,1998,95.685,4.315,0
Denmark,DNK,1999,95.034,4.966,0
Denmark,DNK,2000,93.419,6.581,0
Denmark,DNK,2001,93.157,6.843,0
Denmark,DNK,2002,92.08,7.92,0
Denmark,DNK,2003,91.306,8.694,0
Denmark,DNK,2004,89.219,10.781,0
Denmark,DNK,2005,88.553,11.447,0
Denmark,DNK,2006,90.303,9.678,0
Denmark,DNK,2007,88.602,11.368,0
Denmark,DNK,2008,88.459,11.504,0
Denmark,DNK,2009,87.82,12.123,0
Denmark,DNK,2010,85.676,14.173,0
Denmark,DNK,2011,82.255,17.035,0
Denmark,DNK,2012,79.565,19.16,0
Denmark,DNK,2013,79.162,19.62,0
Denmark,DNK,2014,75.95,22.746,0
Denmark,DNK,2015,73.966,24.696,0
Denmark,DNK,2016,74.98,23.695,0
Denmark,DNK,2017,70.858,27.821,0
Denmark,DNK,2018,71.959,26.718,0
Denmark,DNK,2019,68.429,30.163,0
Ecuador,ECU,1965,91.969,8.031,0
Ecuador,ECU,1966,91.263,8.737,0
Ecuador,ECU,1967,91.103,8.897,0
Ecuador,ECU,1968,92.134,7.866,0
Ecuador,ECU,1969,91.782,8.218,0
Ecuador,ECU,1970,92.347,7.653,0
Ecuador,ECU,1971,92.433,7.567,0
Ecuador,ECU,1972,92.677,7.323,0
Ecuador,ECU,1973,93.315,6.685,0
Ecuador,ECU,1974,93.417,6.583,0
Ecuador,ECU,1975,91.828,8.172,0
Ecuador,ECU,1976,92.854,7.146,0
Ecuador,ECU,1977,94.463,5.537,0
Ecuador,ECU,1978,92.486,7.514,0
Ecuador,ECU,1979,93.537,6.463,0
Ecuador,ECU,1980,93.735,6.265,0
Ecuador,ECU,1981,94.958,5.042,0
Ecuador,ECU,1982,94.727,5.273,0
Ecuador,ECU,1983,89.614,10.386,0
Ecuador,ECU,1984,82.388,17.612,0
Ecuador,ECU,1985,84.915,15.085,0
Ecuador,ECU,1986,82.363,17.637,0
Ecuador,ECU,1987,80.484,19.516,0
Ecuador,ECU,1988,82.175,17.825,0
Ecuador,ECU,1989,82.257,17.743,0
Ecuador,ECU,1990,82.704,17.296,0
Ecuador,ECU,1991,84.072,15.928,0
Ecuador,ECU,1992,84.315,15.685,0
Ecuador,ECU,1993,82.301,17.699,0
Ecuador,ECU,1994,81.605,18.395,0
Ecuador,ECU,1995,84.732,15.268,0
Ecuador,ECU,1996,83.497,16.503,0
Ecuador,ECU,1997,84.753,15.247,0
Ecuador,ECU,1998,84.898,15.102,0
Ecuador,ECU,1999,81.699,18.301,0
Ecuador,ECU,2000,79.423,20.577,0
Ecuador,ECU,2001,81.274,18.726,0
Ecuador,ECU,2002,79.922,20.078,0
Ecuador,ECU,2003,81.274,18.726,0
Ecuador,ECU,2004,82.196,17.804,0
Ecuador,ECU,2005,84.27,15.73,0
Ecuador,ECU,2006,84.606,15.394,0
Ecuador,ECU,2007,81.45,18.55,0
Ecuador,ECU,2008,78.455,21.545,0
Ecuador,ECU,2009,82.051,17.949,0
Ecuador,ECU,2010,84.902,15.077,0
Ecuador,ECU,2011,81.772,18.204,0
Ecuador,ECU,2012,81.151,18.82,0
Ecuador,ECU,2013,83.516,16.452,0
Ecuador,ECU,2014,83.615,16.333,0
Ecuador,ECU,2015,81.301,18.607,0
Ecuador,ECU,2016,77.44,22.434,0
Ecuador,ECU,2017,72.901,27.008,0
Ecuador,ECU,2018,73.733,26.149,0
Ecuador,ECU,2019,69.48,30.387,0
Egypt,EGY,1965,94.733,5.267,0
Egypt,EGY,1966,94.726,5.274,0
Egypt,EGY,1967,93.357,6.643,0
Egypt,EGY,1968,90.59,9.41,0
Egypt,EGY,1969,84.744,15.256,0
Egypt,EGY,1970,85.622,14.378,0
Egypt,EGY,1971,84.939,15.061,0
Egypt,EGY,1972,86.128,13.872,0
Egypt,EGY,1973,85.341,14.659,0
Egypt,EGY,1974,84.705,15.295,0
Egypt,EGY,1975,84.669,15.331,0
Egypt,EGY,1976,84.879,15.121,0
Egypt,EGY,1977,84.249,15.751,0
Egypt,EGY,1978,83.637,16.363,0
Egypt,EGY,1979,85.524,14.476,0
Egypt,EGY,1980,87.05,12.95,0
Egypt,EGY,1981,88.143,11.857,0
Egypt,EGY,1982,89.09,10.91,0
Egypt,EGY,1983,90.594,9.406,0
Egypt,EGY,1984,91.518,8.482,0
Egypt,EGY,1985,92.234,7.766,0
Egypt,EGY,1986,92.562,7.438,0
Egypt,EGY,1987,92.901,7.099,0
Egypt,EGY,1988,93.218,6.782,0
Egypt,EGY,1989,93.101,6.899,0
Egypt,EGY,1990,92.995,7.005,0
Egypt,EGY,1991,93.11,6.89,0
Egypt,EGY,1992,93.182,6.818,0
Egypt,EGY,1993,93.052,6.948,0
Egypt,EGY,1994,92.755,7.245,0
Egypt,EGY,1995,92.866,7.134,0
Egypt,EGY,1996,93.053,6.947,0
Egypt,EGY,1997,93.165,6.835,0
Egypt,EGY,1998,93.25,6.75,0
Egypt,EGY,1999,92.994,7.006,0
Egypt,EGY,2000,92.995,7.005,0
Egypt,EGY,2001,93.238,6.762,0
Egypt,EGY,2002,93.558,6.442,0
Egypt,EGY,2003,94.381,5.619,0
Egypt,EGY,2004,94.621,5.379,0
Egypt,EGY,2005,94.976,5.024,0
Egypt,EGY,2006,95.158,4.842,0
Egypt,EGY,2007,94.95,5.05,0
Egypt,EGY,2008,94.927,5.073,0
Egypt,EGY,2009,95.518,4.482,0
Egypt,EGY,2010,95.886,4.114,0
Egypt,EGY,2011,95.878,4.122,0
Egypt,EGY,2012,96.065,3.935,0
Egypt,EGY,2013,96.068,3.932,0
Egypt,EGY,2014,96.103,3.897,0
Egypt,EGY,2015,95.996,4.004,0
Egypt,EGY,2016,96.094,3.906,0
Egypt,EGY,2017,96.293,3.707,0
Egypt,EGY,2018,96.139,3.861,0
Egypt,EGY,2019,95.444,4.556,0
Estonia,EST,1985,100,0,0
Estonia,EST,1986,100,0,0
Estonia,EST,1987,100,0,0
Estonia,EST,1988,100,0,0
Estonia,EST,1989,100,0,0
Estonia,EST,1990,100,0,0
Estonia,EST,1991,100,0,0
Estonia,EST,1992,100,0,0
Estonia,EST,1993,100,0,0
Estonia,EST,1994,100,0,0
Estonia,EST,1995,99.972,0.028,0
Estonia,EST,1996,99.978,0.022,0
Estonia,EST,1997,99.964,0.036,0
Estonia,EST,1998,99.942,0.058,0
Estonia,EST,1999,99.916,0.084,0
Estonia,EST,2000,99.907,0.093,0
Estonia,EST,2001,99.911,0.089,0
Estonia,EST,2002,99.831,0.169,0
Estonia,EST,2003,99.797,0.203,0
Estonia,EST,2004,99.741,0.259,0
Estonia,EST,2005,99.53,0.47,0
Estonia,EST,2006,99.44,0.56,0
Estonia,EST,2007,99.43,0.57,0
Estonia,EST,2008,99.154,0.791,0
Estonia,EST,2009,97.588,2.408,0
Estonia,EST,2010,95.998,3.824,0
Estonia,EST,2011,95.687,4.165,0
Estonia,EST,2012,94.735,5.118,0
Estonia,EST,2013,95.811,4.071,0
Estonia,EST,2014,95.148,4.659,0
Estonia,EST,2015,94.384,5.512,0
Estonia,EST,2016,94.487,5.436,0
Estonia,EST,2017,92.112,7.853,0
Estonia,EST,2018,93.983,5.771,0
Estonia,EST,2019,92.399,7.296,0
Europe,,1965,92.697,6.861,0.442
Europe,,1966,92.265,7.173,0.563
Europe,,1967,92.394,6.973,0.633
Europe,,1968,92.548,6.78,0.672
Europe,,1969,93.007,6.231,0.761
Europe,,1970,93.082,6.143,0.775
Europe,,1971,93.096,6.042,0.861
Europe,,1972,92.913,5.996,1.091
Europe,,1973,93.102,5.761,1.137
Europe,,1974,92.333,6.313,1.354
Europe,,1975,91.66,6.513,1.826
Europe,,1976,92.277,5.707,2.016
Europe,,1977,90.871,6.777,2.352
Europe,,1978,90.929,6.523,2.547
Europe,,1979,90.648,6.614,2.738
Europe,,1980,90.122,6.597,3.281
Europe,,1981,88.593,6.853,4.554
Europe,,1982,87.973,6.912,5.115
Europe,,1983,86.968,7.052,5.98
Europe,,1984,85.64,6.951,7.409
Europe,,1985,85.819,6.027,8.155
Europe,,1986,85.725,5.756,8.519
Europe,,1987,85.178,6.132,8.69
Europe,,1988,84.033,6.503,9.464
Europe,,1989,84.344,5.701,9.955
Europe,,1990,84.248,5.807,9.945
Europe,,1991,83.623,6.021,10.355
Europe,,1992,82.838,6.418,10.745
Europe,,1993,81.775,6.83,11.394
Europe,,1994,81.374,7.087,11.539
Europe,,1995,81.3,7.087,11.613
Europe,,1996,81.338,6.721,11.941
Europe,,1997,80.804,7.075,12.121
Europe,,1998,80.693,7.402,11.904
Europe,,1999,80.42,7.546,12.034
Europe,,2000,80.174,7.836,11.99
Europe,,2001,80.135,7.718,12.147
Europe,,2002,80.382,7.346,12.272
Europe,,2003,80.942,6.978,12.08
Europe,,2004,80.411,7.567,12.022
Europe,,2005,80.444,7.799,11.758
Europe,,2006,80.531,7.908,11.561
Europe,,2007,80.552,8.398,11.05
Europe,,2008,79.85,9.122,11.029
Europe,,2009,78.878,10.031,11.092
Europe,,2010,78.267,10.81,10.923
Europe,,2011,78.09,10.884,11.026
Europe,,2012,77.009,12.266,10.725
Europe,,2013,76.084,13.273,10.643
Europe,,2014,74.891,14.032,11.077
Europe,,2015,74.734,14.612,10.653
Europe,,2016,75.179,14.654,10.166
Europe,,2017,75.451,14.609,9.94
Europe,,2018,74.449,15.657,9.879
Europe,,2019,73.612,16.491,9.875
Finland,FIN,1965,77.154,22.846,0
Finland,FIN,1966,77.734,22.266,0
Finland,FIN,1967,76.277,23.723,0
Finland,FIN,1968,80.334,19.666,0
Finland,FIN,1969,85.129,14.871,0
Finland,FIN,1970,85.302,14.698,0
Finland,FIN,1971,83.934,16.066,0
Finland,FIN,1972,85.203,14.797,0
Finland,FIN,1973,86.324,13.676,0
Finland,FIN,1974,82.843,17.157,0
Finland,FIN,1975,83.778,16.222,0
Finland,FIN,1976,88.154,11.846,0
Finland,FIN,1977,82.448,14.424,3.128
Finland,FIN,1978,85.153,11.157,3.69
Finland,FIN,1979,81.483,11.46,7.058
Finland,FIN,1980,81.803,10.815,7.382
Finland,FIN,1981,70.3,14.372,15.328
Finland,FIN,1982,68.286,13.954,17.76
Finland,FIN,1983,66.417,14.629,18.954
Finland,FIN,1984,66.954,13.688,19.358
Finland,FIN,1985,69.251,12.132,18.617
Finland,FIN,1986,69.531,12.047,18.422
Finland,FIN,1987,69.23,12.746,18.025
Finland,FIN,1988,69.521,12.424,18.055
Finland,FIN,1989,70.396,12.059,17.545
Finland,FIN,1990,69.509,13.914,16.577
Finland,FIN,1991,68.01,15.494,16.497
Finland,FIN,1992,66.442,17.179,16.379
Finland,FIN,1993,66.804,16.449,16.747
Finland,FIN,1994,69.801,14.681,15.518
Finland,FIN,1995,67.385,16.499,16.116
Finland,FIN,1996,69.876,14.281,15.843
Finland,FIN,1997,67.345,15.816,16.84
Finland,FIN,1998,64.254,18.722,17.024
Finland,FIN,1999,65.205,16.559,18.235
Finland,FIN,2000,64.145,18.144,17.711
Finland,FIN,2001,66.323,16.243,17.434
Finland,FIN,2002,68.501,14.71,16.79
Finland,FIN,2003,71.04,13.09,15.87
Finland,FIN,2004,66.413,17.682,15.904
Finland,FIN,2005,64.601,17.579,17.82
Finland,FIN,2006,68.021,15.702,16.277
Finland,FIN,2007,66.431,16.985,16.584
Finland,FIN,2008,63.006,20.252,16.742
Finland,FIN,2009,64.4,17.222,18.378
Finland,FIN,2010,66.281,17.453,16.266
Finland,FIN,2011,63.548,18.786,17.666
Finland,FIN,2012,59.361,22.666,17.973
Finland,FIN,2013,61.529,20.228,18.242
Finland,FIN,2014,58.957,22.241,18.802
Finland,FIN,2015,55.786,25.632,18.581
Finland,FIN,2016,58.202,23.812,17.986
Finland,FIN,2017,56.505,25.597,17.898
Finland,FIN,2018,57.335,25.598,17.067
Finland,FIN,2019,55.234,26.148,18.618
France,FRA,1965,89.8,10.008,0.191
France,FRA,1966,88.738,10.971,0.291
France,FRA,1967,90.59,9.003,0.406
France,FRA,1968,89.899,9.528,0.572
France,FRA,1969,90.302,9.092,0.606
France,FRA,1970,90.117,8.998,0.885
France,FRA,1971,91.126,7.485,1.39
France,FRA,1972,90.953,7.014,2.033
France,FRA,1973,91.792,6.316,1.892
France,FRA,1974,90.522,7.555,1.923
France,FRA,1975,88.925,8.542,2.533
France,FRA,1976,91.446,6.499,2.055
France,FRA,1977,87.679,10.01,2.311
France,FRA,1978,87.648,8.599,3.753
France,FRA,1979,87.089,8.128,4.783
France,FRA,1980,83.961,8.61,7.428
France,FRA,1981,78.046,9.037,12.917
France,FRA,1982,76.942,9.184,13.874
France,FRA,1983,73.229,8.83,17.941
France,FRA,1984,68.874,8.104,23.022
France,FRA,1985,66.403,7.473,26.124
France,FRA,1986,63.715,7.36,28.925
France,FRA,1987,62.168,8.144,29.688
France,FRA,1988,60.876,8.709,30.416
France,FRA,1989,61.607,5.301,33.092
France,FRA,1990,60.916,5.894,33.19
France,FRA,1991,61.125,5.935,32.94
France,FRA,1992,59.591,7.017,33.392
France,FRA,1993,57.055,6.612,36.333
France,FRA,1994,55.864,8.136,36
France,FRA,1995,55.73,7.43,36.84
France,FRA,1996,56.07,6.534,37.396
France,FRA,1997,55.806,6.459,37.735
