date,new_cases,total_cases,country,continent
7/3/2020,0,170,Burundi,Africa
7/4/2020,21,191,Burundi,Africa
7/5/2020,0,191,Burundi,Africa
7/6/2020,0,191,Burundi,Africa
7/7/2020,0,191,Burundi,Africa
7/8/2020,0,191,Burundi,Africa
7/9/2020,0,191,Burundi,Africa
7/10/2020,28,219,Burundi,Africa
7/11/2020,7,226,Burundi,Africa
7/12/2020,24,250,Burundi,Africa
7/13/2020,0,250,Burundi,Africa
7/14/2020,19,269,Burundi,Africa
7/15/2020,0,269,Burundi,Africa
7/16/2020,0,269,Burundi,Africa
7/17/2020,34,303,Burundi,Africa
7/18/2020,7,310,Burundi,Africa
7/19/2020,0,310,Burundi,Africa
7/20/2020,0,310,Burundi,Africa
7/21/2020,12,322,Burundi,Africa
7/22/2020,6,328,Burundi,Africa
7/23/2020,0,328,Burundi,Africa
7/24/2020,17,345,Burundi,Africa
7/25/2020,0,345,Burundi,Africa
7/26/2020,16,361,Burundi,Africa
7/27/2020,0,361,Burundi,Africa
7/28/2020,17,378,Burundi,Africa
7/29/2020,0,378,Burundi,Africa
7/30/2020,9,387,Burundi,Africa
7/31/2020,0,387,Burundi,Africa
8/1/2020,4,391,Burundi,Africa
8/2/2020,4,395,Burundi,Africa
8/3/2020,0,395,Burundi,Africa
8/4/2020,0,395,Burundi,Africa
8/5/2020,0,395,Burundi,Africa
8/6/2020,5,400,Burundi,Africa
8/7/2020,0,400,Burundi,Africa
8/8/2020,5,405,Burundi,Africa
8/9/2020,3,408,Burundi,Africa
8/10/2020,0,408,Burundi,Africa
8/11/2020,0,408,Burundi,Africa
8/12/2020,0,408,Burundi,Africa
8/13/2020,2,410,Burundi,Africa
8/14/2020,0,410,Burundi,Africa
8/15/2020,2,412,Burundi,Africa
8/16/2020,0,412,Burundi,Africa
8/17/2020,1,413,Burundi,Africa
8/18/2020,0,413,Burundi,Africa
8/19/2020,3,416,Burundi,Africa
8/20/2020,6,422,Burundi,Africa
8/21/2020,0,422,Burundi,Africa
8/22/2020,4,426,Burundi,Africa
8/23/2020,3,429,Burundi,Africa
8/24/2020,0,429,Burundi,Africa
8/25/2020,1,430,Burundi,Africa
8/26/2020,0,430,Burundi,Africa
8/27/2020,0,430,Burundi,Africa
8/28/2020,1,431,Burundi,Africa
8/29/2020,2,433,Burundi,Africa
12/31/2019,0,0,Cambodia,Asia
1/1/2020,0,0,Cambodia,Asia
1/2/2020,0,0,Cambodia,Asia
1/3/2020,0,0,Cambodia,Asia
1/4/2020,0,0,Cambodia,Asia
1/5/2020,0,0,Cambodia,Asia
1/6/2020,0,0,Cambodia,Asia
1/7/2020,0,0,Cambodia,Asia
1/8/2020,0,0,Cambodia,Asia
1/9/2020,0,0,Cambodia,Asia
1/10/2020,0,0,Cambodia,Asia
1/11/2020,0,0,Cambodia,Asia
1/12/2020,0,0,Cambodia,Asia
1/13/2020,0,0,Cambodia,Asia
1/14/2020,0,0,Cambodia,Asia
1/15/2020,0,0,Cambodia,Asia
1/16/2020,0,0,Cambodia,Asia
1/17/2020,0,0,Cambodia,Asia
1/18/2020,0,0,Cambodia,Asia
1/19/2020,0,0,Cambodia,Asia
1/20/2020,0,0,Cambodia,Asia
1/21/2020,0,0,Cambodia,Asia
1/22/2020,0,0,Cambodia,Asia
1/23/2020,0,0,Cambodia,Asia
1/24/2020,0,0,Cambodia,Asia
1/25/2020,0,0,Cambodia,Asia
1/26/2020,0,0,Cambodia,Asia
1/27/2020,0,0,Cambodia,Asia
1/28/2020,1,1,Cambodia,Asia
1/29/2020,0,1,Cambodia,Asia
1/30/2020,0,1,Cambodia,Asia
1/31/2020,0,1,Cambodia,Asia
2/1/2020,0,1,Cambodia,Asia
2/2/2020,0,1,Cambodia,Asia
2/3/2020,0,1,Cambodia,Asia
2/4/2020,0,1,Cambodia,Asia
2/5/2020,0,1,Cambodia,Asia
2/6/2020,0,1,Cambodia,Asia
2/7/2020,0,1,Cambodia,Asia
2/8/2020,0,1,Cambodia,Asia
2/9/2020,0,1,Cambodia,Asia
2/10/2020,0,1,Cambodia,Asia
2/11/2020,0,1,Cambodia,Asia
2/12/2020,0,1,Cambodia,Asia
2/13/2020,0,1,Cambodia,Asia
2/14/2020,0,1,Cambodia,Asia
2/15/2020,0,1,Cambodia,Asia
2/16/2020,0,1,Cambodia,Asia
2/17/2020,0,1,Cambodia,Asia
2/18/2020,0,1,Cambodia,Asia
2/19/2020,0,1,Cambodia,Asia
2/20/2020,0,1,Cambodia,Asia
2/21/2020,0,1,Cambodia,Asia
2/22/2020,0,1,Cambodia,Asia
2/23/2020,0,1,Cambodia,Asia
2/24/2020,0,1,Cambodia,Asia
2/25/2020,0,1,Cambodia,Asia
2/26/2020,0,1,Cambodia,Asia
2/27/2020,0,1,Cambodia,Asia
2/28/2020,0,1,Cambodia,Asia
2/29/2020,0,1,Cambodia,Asia
3/1/2020,0,1,Cambodia,Asia
3/2/2020,0,1,Cambodia,Asia
3/3/2020,,,Cambodia,Asia
3/4/2020,,,Cambodia,Asia
3/5/2020,,,Cambodia,Asia
3/6/2020,,,Cambodia,Asia
3/7/2020,,,Cambodia,Asia
3/8/2020,1,2,Cambodia,Asia
3/9/2020,,,Cambodia,Asia
3/10/2020,,,Cambodia,Asia
3/11/2020,,,Cambodia,Asia
3/12/2020,1,3,Cambodia,Asia
3/13/2020,2,5,Cambodia,Asia
3/14/2020,,,Cambodia,Asia
3/15/2020,2,7,Cambodia,Asia
3/16/2020,5,12,Cambodia,Asia
3/17/2020,12,24,Cambodia,Asia
3/18/2020,0,24,Cambodia,Asia
3/19/2020,0,24,Cambodia,Asia
3/20/2020,0,24,Cambodia,Asia
3/21/2020,23,47,Cambodia,Asia
3/22/2020,4,51,Cambodia,Asia
3/23/2020,35,86,Cambodia,Asia
3/24/2020,1,87,Cambodia,Asia
3/25/2020,4,91,Cambodia,Asia
3/26/2020,5,96,Cambodia,Asia
3/27/2020,2,98,Cambodia,Asia
3/28/2020,4,102,Cambodia,Asia
3/29/2020,1,103,Cambodia,Asia
3/30/2020,4,107,Cambodia,Asia
3/31/2020,2,109,Cambodia,Asia
4/1/2020,0,109,Cambodia,Asia
4/2/2020,1,110,Cambodia,Asia
4/3/2020,4,114,Cambodia,Asia
4/4/2020,0,114,Cambodia,Asia
4/5/2020,0,114,Cambodia,Asia
4/6/2020,0,114,Cambodia,Asia
4/7/2020,1,115,Cambodia,Asia
4/8/2020,2,117,Cambodia,Asia
4/9/2020,1,118,Cambodia,Asia
4/10/2020,1,119,Cambodia,Asia
4/11/2020,1,120,Cambodia,Asia
4/12/2020,2,122,Cambodia,Asia
4/13/2020,0,122,Cambodia,Asia
4/14/2020,0,122,Cambodia,Asia
4/15/2020,0,122,Cambodia,Asia
4/16/2020,0,122,Cambodia,Asia
4/17/2020,0,122,Cambodia,Asia
4/18/2020,0,122,Cambodia,Asia
4/19/2020,0,122,Cambodia,Asia
4/20/2020,0,122,Cambodia,Asia
4/21/2020,0,122,Cambodia,Asia
4/22/2020,0,122,Cambodia,Asia
4/23/2020,0,122,Cambodia,Asia
4/24/2020,0,122,Cambodia,Asia
4/25/2020,0,122,Cambodia,Asia
4/26/2020,0,122,Cambodia,Asia
4/27/2020,0,122,Cambodia,Asia
4/28/2020,0,122,Cambodia,Asia
4/29/2020,0,122,Cambodia,Asia
4/30/2020,0,122,Cambodia,Asia
5/1/2020,0,122,Cambodia,Asia
5/2/2020,0,122,Cambodia,Asia
5/3/2020,0,122,Cambodia,Asia
5/4/2020,0,122,Cambodia,Asia
5/5/2020,0,122,Cambodia,Asia
5/6/2020,0,122,Cambodia,Asia
5/7/2020,0,122,Cambodia,Asia
5/8/2020,0,122,Cambodia,Asia
5/9/2020,0,122,Cambodia,Asia
5/10/2020,0,122,Cambodia,Asia
5/11/2020,0,122,Cambodia,Asia
5/12/2020,0,122,Cambodia,Asia
5/13/2020,0,122,Cambodia,Asia
5/14/2020,0,122,Cambodia,Asia
5/15/2020,0,122,Cambodia,Asia
5/16/2020,0,122,Cambodia,Asia
5/17/2020,0,122,Cambodia,Asia
5/18/2020,0,122,Cambodia,Asia
5/19/2020,0,122,Cambodia,Asia
5/20/2020,0,122,Cambodia,Asia
5/21/2020,0,122,Cambodia,Asia
5/22/2020,1,123,Cambodia,Asia
5/23/2020,1,124,Cambodia,Asia
5/24/2020,0,124,Cambodia,Asia
5/25/2020,0,124,Cambodia,Asia
5/26/2020,0,124,Cambodia,Asia
5/27/2020,0,124,Cambodia,Asia
5/28/2020,0,124,Cambodia,Asia
5/29/2020,0,124,Cambodia,Asia
5/30/2020,1,125,Cambodia,Asia
5/31/2020,0,125,Cambodia,Asia
6/1/2020,0,125,Cambodia,Asia
6/2/2020,0,125,Cambodia,Asia
6/3/2020,0,125,Cambodia,Asia
6/4/2020,0,125,Cambodia,Asia
6/5/2020,0,125,Cambodia,Asia
6/6/2020,0,125,Cambodia,Asia
6/7/2020,0,125,Cambodia,Asia
6/8/2020,1,126,Cambodia,Asia
6/9/2020,0,126,Cambodia,Asia
6/10/2020,0,126,Cambodia,Asia
6/11/2020,0,126,Cambodia,Asia
6/12/2020,0,126,Cambodia,Asia
6/13/2020,0,126,Cambodia,Asia
6/14/2020,2,128,Cambodia,Asia
6/15/2020,0,128,Cambodia,Asia
6/16/2020,0,128,Cambodia,Asia
6/17/2020,0,128,Cambodia,Asia
6/18/2020,1,129,Cambodia,Asia
6/19/2020,0,129,Cambodia,Asia
6/20/2020,0,129,Cambodia,Asia
6/21/2020,0,129,Cambodia,Asia
6/22/2020,0,129,Cambodia,Asia
6/23/2020,1,130,Cambodia,Asia
6/24/2020,0,130,Cambodia,Asia
6/25/2020,0,130,Cambodia,Asia
6/26/2020,0,130,Cambodia,Asia
6/27/2020,9,139,Cambodia,Asia
6/28/2020,2,141,Cambodia,Asia
6/29/2020,0,141,Cambodia,Asia
6/30/2020,0,141,Cambodia,Asia
7/1/2020,0,141,Cambodia,Asia
7/2/2020,0,141,Cambodia,Asia
7/3/2020,0,141,Cambodia,Asia
7/4/2020,0,141,Cambodia,Asia
7/5/2020,0,141,Cambodia,Asia
7/6/2020,0,141,Cambodia,Asia
7/7/2020,0,141,Cambodia,Asia
7/8/2020,0,141,Cambodia,Asia
7/9/2020,0,141,Cambodia,Asia
7/10/2020,0,141,Cambodia,Asia
7/11/2020,0,141,Cambodia,Asia
7/12/2020,15,156,Cambodia,Asia
7/13/2020,0,156,Cambodia,Asia
7/14/2020,9,165,Cambodia,Asia
7/15/2020,0,165,Cambodia,Asia
7/16/2020,1,166,Cambodia,Asia
7/17/2020,5,171,Cambodia,Asia
7/18/2020,0,171,Cambodia,Asia
7/19/2020,0,171,Cambodia,Asia
7/20/2020,0,171,Cambodia,Asia
7/21/2020,26,197,Cambodia,Asia
7/22/2020,0,197,Cambodia,Asia
7/23/2020,1,198,Cambodia,Asia
7/24/2020,4,202,Cambodia,Asia
7/25/2020,0,202,Cambodia,Asia
7/26/2020,23,225,Cambodia,Asia
7/27/2020,0,225,Cambodia,Asia
7/28/2020,0,225,Cambodia,Asia
7/29/2020,1,226,Cambodia,Asia
7/30/2020,8,234,Cambodia,Asia
7/31/2020,0,234,Cambodia,Asia
8/1/2020,5,239,Cambodia,Asia
8/2/2020,1,240,Cambodia,Asia
8/3/2020,0,240,Cambodia,Asia
8/4/2020,0,240,Cambodia,Asia
8/5/2020,3,243,Cambodia,Asia
8/6/2020,0,243,Cambodia,Asia
8/7/2020,0,243,Cambodia,Asia
8/8/2020,3,246,Cambodia,Asia
8/9/2020,0,246,Cambodia,Asia
8/10/2020,5,251,Cambodia,Asia
8/11/2020,15,266,Cambodia,Asia
8/12/2020,2,268,Cambodia,Asia
8/13/2020,4,272,Cambodia,Asia
8/14/2020,1,273,Cambodia,Asia
8/15/2020,0,273,Cambodia,Asia
8/16/2020,0,273,Cambodia,Asia
8/17/2020,0,273,Cambodia,Asia
8/18/2020,0,273,Cambodia,Asia
8/19/2020,0,273,Cambodia,Asia
8/20/2020,0,273,Cambodia,Asia
8/21/2020,0,273,Cambodia,Asia
8/22/2020,0,273,Cambodia,Asia
8/23/2020,0,273,Cambodia,Asia
8/24/2020,0,273,Cambodia,Asia
8/25/2020,0,273,Cambodia,Asia
8/26/2020,0,273,Cambodia,Asia
8/27/2020,0,273,Cambodia,Asia
8/28/2020,0,273,Cambodia,Asia
8/29/2020,0,273,Cambodia,Asia
3/7/2020,1,1,Cameroon,Africa
3/9/2020,1,2,Cameroon,Africa
3/13/2020,,,Cameroon,Africa
3/14/2020,,,Cameroon,Africa
3/15/2020,1,3,Cameroon,Africa
3/16/2020,1,4,Cameroon,Africa
3/17/2020,0,4,Cameroon,Africa
3/18/2020,6,10,Cameroon,Africa
3/19/2020,0,10,Cameroon,Africa
3/20/2020,4,14,Cameroon,Africa
3/21/2020,13,27,Cameroon,Africa
3/22/2020,0,27,Cameroon,Africa
3/23/2020,0,27,Cameroon,Africa
3/24/2020,29,56,Cameroon,Africa
3/25/2020,16,72,Cameroon,Africa
3/26/2020,0,72,Cameroon,Africa
3/27/2020,16,88,Cameroon,Africa
3/28/2020,0,88,Cameroon,Africa
3/29/2020,11,99,Cameroon,Africa
3/30/2020,0,99,Cameroon,Africa
3/31/2020,43,142,Cameroon,Africa
4/1/2020,51,193,Cameroon,Africa
4/2/2020,40,233,Cameroon,Africa
4/3/2020,38,271,Cameroon,Africa
4/4/2020,238,509,Cameroon,Africa
4/5/2020,46,555,Cameroon,Africa
4/6/2020,95,650,Cameroon,Africa
4/7/2020,8,658,Cameroon,Africa
4/8/2020,27,685,Cameroon,Africa
4/9/2020,45,730,Cameroon,Africa
4/10/2020,0,730,Cameroon,Africa
4/11/2020,73,803,Cameroon,Africa
4/12/2020,17,820,Cameroon,Africa
4/13/2020,0,820,Cameroon,Africa
4/14/2020,0,820,Cameroon,Africa
4/15/2020,35,855,Cameroon,Africa
4/16/2020,0,855,Cameroon,Africa
4/17/2020,0,855,Cameroon,Africa
4/18/2020,161,1016,Cameroon,Africa
4/19/2020,0,1016,Cameroon,Africa
4/20/2020,0,1016,Cameroon,Africa
4/21/2020,1,1017,Cameroon,Africa
4/22/2020,146,1163,Cameroon,Africa
4/23/2020,0,1163,Cameroon,Africa
4/24/2020,238,1401,Cameroon,Africa
4/25/2020,2,1403,Cameroon,Africa
4/26/2020,115,1518,Cameroon,Africa
4/27/2020,103,1621,Cameroon,Africa
4/28/2020,0,1621,Cameroon,Africa
4/29/2020,185,1806,Cameroon,Africa
4/30/2020,26,1832,Cameroon,Africa
5/1/2020,0,1832,Cameroon,Africa
5/2/2020,237,2069,Cameroon,Africa
5/3/2020,8,2077,Cameroon,Africa
5/4/2020,0,2077,Cameroon,Africa
5/5/2020,27,2104,Cameroon,Africa
5/6/2020,0,2104,Cameroon,Africa
5/7/2020,161,2265,Cameroon,Africa
5/8/2020,0,2265,Cameroon,Africa
5/9/2020,0,2265,Cameroon,Africa
5/10/2020,9,2274,Cameroon,Africa
5/11/2020,305,2579,Cameroon,Africa
5/12/2020,110,2689,Cameroon,Africa
5/13/2020,0,2689,Cameroon,Africa
5/14/2020,111,2800,Cameroon,Africa
5/15/2020,154,2954,Cameroon,Africa
5/16/2020,151,3105,Cameroon,Africa
5/17/2020,187,3292,Cameroon,Africa
5/18/2020,0,3292,Cameroon,Africa
5/19/2020,0,3292,Cameroon,Africa
5/20/2020,237,3529,Cameroon,Africa
5/21/2020,204,3733,Cameroon,Africa
5/22/2020,555,4288,Cameroon,Africa
5/23/2020,112,4400,Cameroon,Africa
5/24/2020,197,4597,Cameroon,Africa
5/25/2020,293,4890,Cameroon,Africa
5/26/2020,154,5044,Cameroon,Africa
5/27/2020,312,5356,Cameroon,Africa
5/28/2020,0,5356,Cameroon,Africa
5/29/2020,0,5356,Cameroon,Africa
5/30/2020,80,5436,Cameroon,Africa
5/31/2020,468,5904,Cameroon,Africa
6/1/2020,0,5904,Cameroon,Africa
6/2/2020,493,6397,Cameroon,Africa
6/3/2020,188,6585,Cameroon,Africa
6/4/2020,167,6752,Cameroon,Africa
6/5/2020,37,6789,Cameroon,Africa
6/6/2020,810,7599,Cameroon,Africa
6/7/2020,0,7599,Cameroon,Africa
6/8/2020,309,7908,Cameroon,Africa
6/9/2020,404,8312,Cameroon,Africa
6/10/2020,369,8681,Cameroon,Africa
6/11/2020,248,8929,Cameroon,Africa
6/12/2020,0,8929,Cameroon,Africa
6/13/2020,267,9196,Cameroon,Africa
6/14/2020,376,9572,Cameroon,Africa
6/15/2020,292,9864,Cameroon,Africa
6/16/2020,0,9864,Cameroon,Africa
6/17/2020,0,9864,Cameroon,Africa
6/18/2020,0,9864,Cameroon,Africa
6/19/2020,774,10638,Cameroon,Africa
6/20/2020,643,11281,Cameroon,Africa
6/21/2020,0,11281,Cameroon,Africa
6/22/2020,329,11610,Cameroon,Africa
6/23/2020,282,11892,Cameroon,Africa
6/24/2020,149,12041,Cameroon,Africa
6/25/2020,229,12270,Cameroon,Africa
6/26/2020,322,12592,Cameroon,Africa
6/27/2020,0,12592,Cameroon,Africa
6/28/2020,0,12592,Cameroon,Africa
6/29/2020,0,12592,Cameroon,Africa
6/30/2020,0,12592,Cameroon,Africa
7/1/2020,0,12592,Cameroon,Africa
7/2/2020,0,12592,Cameroon,Africa
7/3/2020,0,12592,Cameroon,Africa
7/4/2020,0,12592,Cameroon,Africa
7/5/2020,0,12592,Cameroon,Africa
7/6/2020,1119,13711,Cameroon,Africa
7/7/2020,326,14037,Cameroon,Africa
7/8/2020,879,14916,Cameroon,Africa
7/9/2020,0,14916,Cameroon,Africa
7/10/2020,0,14916,Cameroon,Africa
7/11/2020,0,14916,Cameroon,Africa
7/12/2020,0,14916,Cameroon,Africa
7/13/2020,257,15173,Cameroon,Africa
7/14/2020,0,15173,Cameroon,Africa
7/15/2020,0,15173,Cameroon,Africa
7/16/2020,0,15173,Cameroon,Africa
7/17/2020,984,16157,Cameroon,Africa
7/18/2020,0,16157,Cameroon,Africa
7/19/2020,0,16157,Cameroon,Africa
7/20/2020,0,16157,Cameroon,Africa
7/21/2020,0,16157,Cameroon,Africa
7/22/2020,0,16157,Cameroon,Africa
7/23/2020,365,16522,Cameroon,Africa
7/24/2020,186,16708,Cameroon,Africa
7/25/2020,0,16708,Cameroon,Africa
7/26/2020,0,16708,Cameroon,Africa
7/27/2020,0,16708,Cameroon,Africa
7/28/2020,0,16708,Cameroon,Africa
7/29/2020,0,16708,Cameroon,Africa
7/30/2020,547,17255,Cameroon,Africa
7/31/2020,0,17255,Cameroon,Africa
8/1/2020,0,17255,Cameroon,Africa
8/2/2020,0,17255,Cameroon,Africa
8/3/2020,0,17255,Cameroon,Africa
8/4/2020,0,17255,Cameroon,Africa
8/5/2020,463,17718,Cameroon,Africa
8/6/2020,0,17718,Cameroon,Africa
8/7/2020,0,17718,Cameroon,Africa
8/8/2020,0,17718,Cameroon,Africa
8/9/2020,0,17718,Cameroon,Africa
8/10/2020,324,18042,Cameroon,Africa
8/11/2020,0,18042,Cameroon,Africa
8/12/2020,171,18213,Cameroon,Africa
8/13/2020,50,18263,Cameroon,Africa
8/14/2020,45,18308,Cameroon,Africa
8/15/2020,161,18469,Cameroon,Africa
8/16/2020,0,18469,Cameroon,Africa
8/17/2020,0,18469,Cameroon,Africa
8/18/2020,113,18582,Cameroon,Africa
8/19/2020,17,18599,Cameroon,Africa
8/20/2020,25,18624,Cameroon,Africa
8/21/2020,138,18762,Cameroon,Africa
8/22/2020,0,18762,Cameroon,Africa
8/23/2020,0,18762,Cameroon,Africa
8/24/2020,0,18762,Cameroon,Africa
8/25/2020,0,18762,Cameroon,Africa
8/26/2020,211,18973,Cameroon,Africa
8/27/2020,0,18973,Cameroon,Africa
8/28/2020,169,19142,Cameroon,Africa
8/29/2020,0,19142,Cameroon,Africa
12/31/2019,0,0,Canada,North America
1/1/2020,0,0,Canada,North America
1/2/2020,0,0,Canada,North America
1/3/2020,0,0,Canada,North America
1/4/2020,0,0,Canada,North America
1/5/2020,0,0,Canada,North America
1/6/2020,0,0,Canada,North America
1/7/2020,0,0,Canada,North America
1/8/2020,0,0,Canada,North America
1/9/2020,0,0,Canada,North America
1/10/2020,0,0,Canada,North America
1/11/2020,0,0,Canada,North America
1/12/2020,0,0,Canada,North America
1/13/2020,0,0,Canada,North America
1/14/2020,0,0,Canada,North America
1/15/2020,0,0,Canada,North America
1/16/2020,0,0,Canada,North America
1/17/2020,0,0,Canada,North America
1/18/2020,0,0,Canada,North America
1/19/2020,0,0,Canada,North America
1/20/2020,0,0,Canada,North America
1/21/2020,0,0,Canada,North America
1/22/2020,0,0,Canada,North America
1/23/2020,0,0,Canada,North America
1/24/2020,0,0,Canada,North America
1/25/2020,0,0,Canada,North America
1/26/2020,1,1,Canada,North America
1/27/2020,0,1,Canada,North America
1/28/2020,1,2,Canada,North America
1/29/2020,1,3,Canada,North America
1/30/2020,0,3,Canada,North America
1/31/2020,0,3,Canada,North America
2/1/2020,1,4,Canada,North America
2/2/2020,0,4,Canada,North America
2/3/2020,0,4,Canada,North America
2/4/2020,0,4,Canada,North America
2/5/2020,1,5,Canada,North America
2/6/2020,0,5,Canada,North America
2/7/2020,2,7,Canada,North America
2/8/2020,0,7,Canada,North America
2/9/2020,0,7,Canada,North America
2/10/2020,0,7,Canada,North America
2/11/2020,0,7,Canada,North America
2/12/2020,0,7,Canada,North America
2/13/2020,0,7,Canada,North America
2/14/2020,0,7,Canada,North America
2/15/2020,1,8,Canada,North America
2/16/2020,0,8,Canada,North America
2/17/2020,0,8,Canada,North America
2/18/2020,0,8,Canada,North America
2/19/2020,0,8,Canada,North America
2/20/2020,0,8,Canada,North America
2/21/2020,1,9,Canada,North America
2/22/2020,0,9,Canada,North America
2/23/2020,0,9,Canada,North America
2/24/2020,0,9,Canada,North America
2/25/2020,2,11,Canada,North America
2/26/2020,0,11,Canada,North America
2/27/2020,1,12,Canada,North America
2/28/2020,2,14,Canada,North America
2/29/2020,2,16,Canada,North America
3/1/2020,4,20,Canada,North America
3/2/2020,4,24,Canada,North America
3/3/2020,3,27,Canada,North America
3/4/2020,3,30,Canada,North America
3/5/2020,3,33,Canada,North America
3/6/2020,12,45,Canada,North America
3/7/2020,6,51,Canada,North America
3/8/2020,6,57,Canada,North America
3/9/2020,5,62,Canada,North America
3/10/2020,15,77,Canada,North America
3/11/2020,16,93,Canada,North America
3/12/2020,10,103,Canada,North America
3/13/2020,35,138,Canada,North America
3/14/2020,38,176,Canada,North America
3/15/2020,68,244,Canada,North America
3/16/2020,60,304,Canada,North America
3/17/2020,120,424,Canada,North America
3/18/2020,145,569,Canada,North America
3/19/2020,121,690,Canada,North America
3/20/2020,156,846,Canada,North America
3/21/2020,125,971,Canada,North America
3/22/2020,331,1302,Canada,North America
3/23/2020,128,1430,Canada,North America
3/24/2020,216,1646,Canada,North America
3/25/2020,313,1959,Canada,North America
3/26/2020,1426,3385,Canada,North America
3/27/2020,633,4018,Canada,North America
3/28/2020,657,4675,Canada,North America
3/29/2020,711,5386,Canada,North America
3/30/2020,869,6255,Canada,North America
3/31/2020,1169,7424,Canada,North America
4/1/2020,1112,8536,Canada,North America
4/2/2020,1059,9595,Canada,North America
4/3/2020,1673,11268,Canada,North America
4/4/2020,1251,12519,Canada,North America
4/5/2020,1363,13882,Canada,North America
4/6/2020,1614,15496,Canada,North America
4/7/2020,1157,16653,Canada,North America
4/8/2020,1230,17883,Canada,North America
4/9/2020,1391,19274,Canada,North America
4/10/2020,1474,20748,Canada,North America
4/11/2020,1385,22133,Canada,North America
4/12/2020,1168,23301,Canada,North America
4/13/2020,1064,24365,Canada,North America
4/14/2020,1298,25663,Canada,North America
4/15/2020,1383,27046,Canada,North America
4/16/2020,1318,28364,Canada,North America
4/17/2020,1717,30081,Canada,North America
4/18/2020,1791,31872,Canada,North America
4/19/2020,1469,33341,Canada,North America
4/20/2020,1436,34777,Canada,North America
4/21/2020,2046,36823,Canada,North America
4/22/2020,1590,38413,Canada,North America
4/23/2020,1766,40179,Canada,North America
4/24/2020,1920,42099,Canada,North America
4/25/2020,1778,43877,Canada,North America
4/26/2020,1464,45341,Canada,North America
4/27/2020,1543,46884,Canada,North America
4/28/2020,1605,48489,Canada,North America
4/29/2020,1526,50015,Canada,North America
4/30/2020,1572,51587,Canada,North America
5/1/2020,1649,53236,Canada,North America
5/2/2020,1825,55061,Canada,North America
5/3/2020,1653,56714,Canada,North America
5/4/2020,2760,59474,Canada,North America
5/5/2020,1298,60772,Canada,North America
5/6/2020,1274,62046,Canada,North America
5/7/2020,1450,63496,Canada,North America
5/8/2020,1426,64922,Canada,North America
5/9/2020,1512,66434,Canada,North America
5/10/2020,1268,67702,Canada,North America
5/11/2020,1146,68848,Canada,North America
5/12/2020,1133,69981,Canada,North America
5/13/2020,1176,71157,Canada,North America
5/14/2020,1121,72278,Canada,North America
5/15/2020,1123,73401,Canada,North America
5/16/2020,1201,74602,Canada,North America
5/17/2020,1251,75853,Canada,North America
5/18/2020,1138,76991,Canada,North America
5/19/2020,1070,78061,Canada,North America
5/20/2020,1040,79101,Canada,North America
5/21/2020,990,80091,Canada,North America
5/22/2020,1222,81313,Canada,North America
5/23/2020,1156,82469,Canada,North America
5/24/2020,1141,83610,Canada,North America
5/25/2020,1078,84688,Canada,North America
5/26/2020,1012,85700,Canada,North America
5/27/2020,936,86636,Canada,North America
5/28/2020,872,87508,Canada,North America
5/29/2020,993,88501,Canada,North America
5/30/2020,906,89407,Canada,North America
5/31/2020,772,90179,Canada,North America
6/1/2020,757,90936,Canada,North America
6/2/2020,758,91694,Canada,North America
6/3/2020,705,92399,Canada,North America
6/4/2020,675,93074,Canada,North America
6/5/2020,641,93715,Canada,North America
6/6/2020,609,94324,Canada,North America
6/7/2020,722,95046,Canada,North America
6/8/2020,642,95688,Canada,North America
6/9/2020,545,96233,Canada,North America
6/10/2020,409,96642,Canada,North America
6/11/2020,472,97114,Canada,North America
6/12/2020,405,97519,Canada,North America
6/13/2020,413,97932,Canada,North America
6/14/2020,467,98399,Canada,North America
6/15/2020,377,98776,Canada,North America
6/16/2020,360,99136,Canada,North America
6/17/2020,320,99456,Canada,North America
6/18/2020,386,99842,Canada,North America
6/19/2020,367,100209,Canada,North America
6/20/2020,409,100618,Canada,North America
6/21/2020,390,101008,Canada,North America
6/22/2020,318,101326,Canada,North America
6/23/2020,311,101637,Canada,North America
6/24/2020,326,101963,Canada,North America
6/25/2020,279,102242,Canada,North America
6/26/2020,369,102611,Canada,North America
6/27/2020,172,102783,Canada,North America
6/28/2020,238,103021,Canada,North America
6/29/2020,218,103239,Canada,North America
6/30/2020,668,103907,Canada,North America
7/1/2020,286,104193,Canada,North America
7/2/2020,0,104193,Canada,North America
7/3/2020,567,104760,Canada,North America
7/4/2020,319,105079,Canada,North America
7/5/2020,226,105305,Canada,North America
7/6/2020,219,105524,Canada,North America
7/7/2020,399,105923,Canada,North America
7/8/2020,232,106155,Canada,North America
7/9/2020,267,106422,Canada,North America
7/10/2020,371,106793,Canada,North America
7/11/2020,321,107114,Canada,North America
7/12/2020,221,107335,Canada,North America
7/13/2020,244,107579,Canada,North America
7/14/2020,565,108144,Canada,North America
7/15/2020,331,108475,Canada,North America
7/16/2020,341,108816,Canada,North America
7/17/2020,437,109253,Canada,North America
7/18/2020,405,109658,Canada,North America
7/19/2020,0,109658,Canada,North America
7/20/2020,680,110338,Canada,North America
7/21/2020,775,111113,Canada,North America
7/22/2020,571,111684,Canada,North America
7/23/2020,543,112227,Canada,North America
7/24/2020,432,112659,Canada,North America
7/25/2020,534,113193,Canada,North America
7/26/2020,350,113543,Canada,North America
7/27/2020,355,113898,Canada,North America
7/28/2020,699,114597,Canada,North America
