locality,year,price
JUNCTION VILLAGE,2012,300000.0
JUNORTOUN,2012,465000.0
KALIMNA,2012,268000.0
KALKALLO,2012,272500.0
KALLISTA,2012,452500.0
KALORAMA,2012,420000.0
KANGAROO FLAT,2012,284500.0
KANGAROO GROUND SOUTH,2012,631000.0
KANIVA,2012,87000.0
KEALBA,2012,375000.0
KEILOR,2012,592500.0
KEILOR DOWNS,2012,400000.0
KEILOR EAST,2012,527500.0
KEILOR LODGE,2012,480000.0
KEILOR PARK,2012,480000.0
KENNINGTON,2012,300000.0
KENSINGTON,2012,650000.0
KERANG,2012,150000.0
KEW,2012,1500000.0
KEW EAST,2012,1005000.0
KEW NORTH,2012,995500.0
KEYSBOROUGH,2012,425000.0
KIALLA,2012,318500.0
KILCUNDA,2012,350000.0
KILLARA (WODONGA),2012,116500.0
KILMORE,2012,312000.0
KILSYTH,2012,415000.0
KILSYTH SOUTH,2012,501000.0
KINGLAKE,2012,310000.0
KINGS PARK,2012,324000.0
KINGSBURY,2012,437500.0
KINGSVILLE,2012,597500.0
KNOXFIELD,2012,465000.0
KOO WEE RUP,2012,320000.0
KOONDROOK,2012,165000.0
KOOYONG,2012,1820000.0
KOROIT,2012,290000.0
KORUMBURRA,2012,240000.0
KURUNJANG,2012,281000.0
KYABRAM,2012,217500.0
KYNETON,2012,370000.0
LAKE BOGA,2012,200000.0
LAKE GARDENS,2012,385000.0
LAKE TYERS BEACH,2012,274000.0
LAKE WENDOUREE,2012,545000.0
LAKES ENTRANCE,2012,251500.0
LALOR,2012,360500.0
LANCEFIELD,2012,315000.0
LANG LANG,2012,277500.0
LANGWARRIN,2012,375000.0
LARA,2012,335000.0
LARA LAKE,2012,355000.0
LAUNCHING PLACE,2012,340000.0
LAVERTON,2012,320000.0
LAVERTON SOUTH,2012,390500.0
LEITCHVILLE,2012,145000.0
LENEVA,2012,382000.0
LEONGATHA,2012,289000.0
LEOPOLD,2012,350000.0
LILYDALE,2012,420000.0
LINTON,2012,187500.0
LISMORE,2012,132500.0
LOCH SPORT,2012,165000.0
LONG GULLY,2012,220000.0
LONGWARRY,2012,286500.0
LORNE,2012,800000.0
LOVELY BANKS,2012,402000.0
LOWER PLENTY,2012,615000.0
LUCAS,2012,292500.0
LUCKNOW,2012,200000.0
LYNBROOK,2012,415000.0
LYNDHURST,2012,450000.0
LYSTERFIELD,2012,643500.0
MACEDON,2012,525000.0
MACLEOD,2012,555000.0
MADDINGLEY,2012,308000.0
MAFFRA,2012,235000.0
MAIDEN GULLY,2012,422500.0
MAIDSTONE,2012,499000.0
MALDON,2012,272500.0
MALLACOOTA,2012,267500.0
MALMSBURY,2012,332500.0
MALVERN,2012,1550000.0
MALVERN EAST,2012,1039000.0
MANIFOLD HEIGHTS,2012,425000.0
MANOR LAKES,2012,345000.0
MANSFIELD,2012,315000.0
MARIBYRNONG,2012,646000.0
MARONG,2012,312500.0
MARSHALL,2012,365000.0
MARYBOROUGH,2012,184000.0
MARYSVILLE,2012,145000.0
MCCRAE,2012,555000.0
MCKENZIE HILL,2012,465000.0
MCKINNON,2012,944000.0
MCLOUGHLINS BEACH,2012,151500.0
MEADOW HEIGHTS,2012,315000.0
MEENIYAN,2012,216500.0
MELTON,2012,250000.0
MELTON SOUTH,2012,230000.0
MELTON WEST,2012,283000.0
MENTONE,2012,665000.0
MERBEIN,2012,142500.0
MERINDA PARK,2012,285000.0
MERNDA,2012,374500.0
MERRIJIG (MANSFIELD),2012,272500.0
METUNG,2012,350000.0
MICKLEHAM,2012,
MIDDLE PARK,2012,1420500.0
MILDURA,2012,225000.0
MILL PARK,2012,405000.0
MILLGROVE,2012,235000.0
MINERS REST,2012,325000.0
MINYIP,2012,81000.0
MIRBOO NORTH,2012,252000.0
MITCHAM,2012,584500.0
MITCHELL PARK,2012,270000.0
MOE,2012,165000.0
MONBULK,2012,380000.0
MONT ALBERT,2012,1177500.0
MONT ALBERT NORTH,2012,780000.0
MONTMORENCY,2012,561000.0
MONTROSE,2012,426000.0
MOONEE PONDS,2012,775000.0
MOORABBIN,2012,631000.0
MOOROOLBARK,2012,425000.0
MOOROOPNA,2012,217500.0
MORDIALLOC,2012,642500.0
MORNINGTON,2012,501500.0
MORTLAKE,2012,152000.0
MORWELL,2012,150500.0
MOUNT BEAUTY,2012,140000.0
MOUNT CLEAR,2012,305000.0
MOUNT DANDENONG,2012,476500.0
MOUNT DUNEED,2012,480000.0
MOUNT ELIZA,2012,680000.0
MOUNT EVELYN,2012,393000.0
MOUNT HELEN,2012,325000.0
MOUNT MACEDON,2012,543000.0
MOUNT MARTHA,2012,715500.0
MOUNT PLEASANT,2012,259000.0
MOUNT WAVERLEY,2012,733000.0
MULGRAVE,2012,533000.0
MURCHISON,2012,183000.0
MURRUMBEENA,2012,785000.0
MURTOA,2012,108500.0
MYRTLEFORD,2012,220000.0
NAGAMBIE,2012,255000.0
NARRE WARREN,2012,356000.0
NARRE WARREN NORTH,2012,660000.0
NARRE WARREN SOUTH,2012,405000.0
NATHALIA,2012,205000.0
NEERIM SOUTH,2012,265000.0
NELSON,2012,205000.0
NERRINA,2012,467500.0
NEW GISBORNE,2012,475000.0
NEWBOROUGH,2012,213500.0
NEWCOMB,2012,275000.0
NEWINGTON,2012,300000.0
NEWLANDS ARM,2012,325000.0
NEWPORT,2012,630000.0
NEWSTEAD,2012,252000.0
NEWTOWN (GREATER GEELONG),2012,527500.0
NHILL,2012,110000.0
NICHOLS POINT,2012,232000.0
NIDDRIE,2012,666000.0
NOBLE PARK,2012,382000.0
NOBLE PARK NORTH,2012,370000.0
NORLANE,2012,206500.0
NORTH BENDIGO,2012,267000.0
NORTH GEELONG,2012,286500.0
NORTH MELBOURNE,2012,775000.0
NORTH WONTHAGGI,2012,256000.0
NORTHCOTE,2012,786000.0
NOTTING HILL,2012,547000.0
NUMURKAH,2012,200500.0
NUNAWADING,2012,591500.0
NYAH WEST,2012,116500.0
NYORA,2012,225000.0
OAK PARK,2012,540000.0
OAKLEIGH,2012,645000.0
OAKLEIGH EAST,2012,610000.0
OAKLEIGH SOUTH,2012,590000.0
OCEAN GROVE,2012,465000.0
OFFICER,2012,429000.0
OFFICER SOUTH,2012,
OLINDA,2012,445000.0
OMEO,2012,170000.0
ORBOST,2012,150000.0
ORMOND,2012,857500.0
OSBORNE,2012,507500.0
OUYEN,2012,116500.0
PAKENHAM,2012,335000.0
PARADISE BEACH,2012,212500.0
PARK ORCHARDS,2012,953000.0
PARKDALE,2012,677000.0
PARKVILLE,2012,1360000.0
PASCOE VALE,2012,540000.0
PASCOE VALE SOUTH,2012,627500.0
PATTERSON GARDENS,2012,610000.0
PATTERSON LAKES,2012,730000.0
PAYNESVILLE,2012,290000.0
PEARCEDALE,2012,425000.0
PETERBOROUGH,2012,333000.0
PIONEER BAY,2012,235000.0
PLENTY,2012,770000.0
POINT COOK,2012,435000.0
POINT LONSDALE,2012,700000.0
POREPUNKAH,2012,285000.0
PORT ALBERT,2012,235000.0
PORT FAIRY,2012,410000.0
PORT FRANKLIN,2012,232000.0
PORT MELBOURNE,2012,960000.0
PORT WELSHPOOL,2012,266000.0
PORTARLINGTON,2012,389000.0
PORTLAND,2012,227500.0
PORTLAND NORTH,2012,226500.0
PORTSEA,2012,1398000.0
PRAHRAN,2012,932500.0
PRESTON,2012,580000.0
PRINCES HILL,2012,928500.0
PYRAMID HILL,2012,100000.0
QUARRY HILL,2012,300000.0
QUEENSCLIFF,2012,697500.0
RAINBOW,2012,69000.0
RAYMOND ISLAND,2012,310000.0
RED CLIFFS,2012,157000.0
REDAN,2012,237000.0
RESEARCH,2012,622500.0
RESERVOIR,2012,468500.0
RHYLL,2012,400000.0
RICHMOND,2012,823000.0
RIDDELLS CREEK,2012,380000.0
RINGWOOD,2012,503500.0
RINGWOOD EAST,2012,490000.0
RINGWOOD NORTH,2012,564000.0
RIPPLESIDE,2012,414000.0
ROBINVALE,2012,176000.0
ROCHESTER,2012,210000.0
ROCKBANK,2012,262000.0
ROMSEY,2012,367500.0
ROSANNA,2012,652500.0
ROSEBUD,2012,350000.0
ROSEBUD SOUTH,2012,450000.0
ROSEDALE,2012,208500.0
ROWVILLE,2012,530000.0
ROXBURGH PARK,2012,355000.0
RUPANYUP,2012,127000.0
RUSHWORTH,2012,190000.0
RUTHERGLEN,2012,235000.0
RYE,2012,422000.0
SAFETY BEACH,2012,551000.0
SAILORS GULLY,2012,257500.0
SALE,2012,274500.0
SAN REMO,2012,402500.0
SANCTUARY LAKES,2012,512500.0
SANDHURST,2012,510000.0
SANDRINGHAM,2012,1175000.0
SANDY POINT,2012,355000.0
SASSAFRAS,2012,397500.0
SAWMILL SETTLEMENT,2012,207000.0
SCORESBY,2012,480000.0
SEA LAKE,2012,65000.0
SEABROOK,2012,403500.0
SEAFORD,2012,392500.0
SEAHOLME,2012,600000.0
SEASPRAY,2012,192500.0
SEBASTOPOL,2012,239000.0
SEDDON,2012,670000.0
SELBY,2012,410000.0
SEVILLE,2012,380000.0
SEVILLE EAST,2012,342500.0
SEYMOUR,2012,220000.0
SHEPPARTON,2012,240000.0
SHEPPARTON NORTH,2012,284000.0
SHOREHAM,2012,618000.0
SILVERLEAVES,2012,505000.0
SKENES CREEK,2012,532500.0
SKIPTON,2012,149000.0
SKYE,2012,390000.0
SMITHS BEACH,2012,430000.0
SMYTHESDALE,2012,207500.0
SOLDIERS HILL,2012,292500.0
SOMERS,2012,692500.0
SOMERVILLE,2012,360000.0
SORRENTO,2012,730000.0
SOUTH DUDLEY,2012,216500.0
SOUTH GEELONG,2012,430000.0
SOUTH KINGSVILLE,2012,610000.0
SOUTH MELBOURNE,2012,930000.0
SOUTH MORANG,2012,420000.0
SOUTH YARRA,2012,1238000.0
SPOTSWOOD,2012,655000.0
SPRING GULLY,2012,340000.0
SPRINGVALE,2012,448000.0
SPRINGVALE SOUTH,2012,408000.0
ST ALBANS,2012,348000.0
ST ALBANS PARK,2012,307500.0
ST ANDREWS BEACH,2012,714000.0
ST ARNAUD,2012,123000.0
ST HELENA,2012,550500.0
ST KILDA,2012,861000.0
ST KILDA EAST,2012,993000.0
ST KILDA WEST,2012,1262500.0
ST LEONARDS,2012,363000.0
STANHOPE,2012,175000.0
STAWELL,2012,167000.0
STRATFORD,2012,267500.0
STRATHDALE,2012,361000.0
STRATHFIELDSAYE,2012,359000.0
STRATHMERTON,2012,164500.0
STRATHMORE,2012,800000.0
STRATHMORE HEIGHTS,2012,605000.0
STRATHTULLOH,2012,191000.0
STUDFIELD,2012,480500.0
SUNBURY,2012,350000.0
SUNDERLAND BAY,2012,265000.0
SUNNYCLIFFS,2012,200000.0
SUNSET STRIP,2012,286500.0
SUNSHINE,2012,400000.0
SUNSHINE NORTH,2012,395000.0
SUNSHINE WEST,2012,375000.0
SURF BEACH,2012,350000.0
SURREY HILLS,2012,1121500.0
SWAN HILL,2012,225000.0
SWAN REACH,2012,334000.0
SYDENHAM,2012,415000.0
SYNDAL,2012,778000.0
TALLANGATTA,2012,185000.0
TARNEIT,2012,356000.0
TATURA,2012,229500.0
TAWONGA SOUTH,2012,255000.0
TAYLORS HILL,2012,480000.0
TAYLORS LAKES,2012,477500.0
TECOMA,2012,412000.0
TEMPLESTOWE,2012,811000.0
TEMPLESTOWE LOWER,2012,670000.0
TERANG,2012,155000.0
THE BASIN,2012,410000.0
THE HONEYSUCKLES,2012,215000.0
THE PATCH,2012,417500.0
THOMASTOWN,2012,365000.0
THOMSON (GREATER GEELONG),2012,273500.0
THORNBURY,2012,715500.0
THORNHILL PARK,2012,
TIMBOON,2012,212500.0
TONGALA,2012,175000.0
TOONGABBIE,2012,212500.0
TOORA,2012,210000.0
TOORADIN,2012,380000.0
TOORAK,2012,2775000.0
TOOTGAROOK,2012,390000.0
TORQUAY,2012,565000.0
TRAFALGAR,2012,285000.0
TRARALGON,2012,260000.0
TRARALGON EAST,2012,402500.0
TRAVANCORE,2012,810000.0
TRENTHAM,2012,331500.0
TRUGANINA,2012,341500.0
TULLAMARINE,2012,393500.0
TYABB,2012,372500.0
UPPER FERNTREE GULLY,2012,410000.0
UPWEY,2012,422500.0
VENTNOR,2012,363500.0
VENUS BAY,2012,238500.0
VERMONT,2012,571000.0
VERMONT SOUTH,2012,654500.0
VIEWBANK,2012,589000.0
VIOLET TOWN,2012,204500.0
WAHGUNYAH,2012,244000.0
WALKERVILLE,2012,280000.0
WALLAN,2012,335000.0
WALLAN EAST,2012,317000.0
WANDANA HEIGHTS,2012,557500.0
WANDIN NORTH,2012,379000.0
WANGARATTA,2012,240000.0
WANTIRNA,2012,515000.0
WANTIRNA SOUTH,2012,542500.0
WARBURTON,2012,300000.0
WARNEET,2012,284000.0
WARRACKNABEAL,2012,105000.0
WARRAGUL,2012,300000.0
WARRANDYTE,2012,620000.0
WARRANWOOD,2012,654000.0
WARRNAMBOOL,2012,316500.0
WATERWAYS,2012,682000.0
WATSONIA,2012,462000.0
WATSONIA NORTH,2012,462000.0
WATTLE GLEN,2012,527000.0
WAURN PONDS,2012,452500.0
WEDDERBURN,2012,122500.0
WEIR VIEWS,2012,407000.0
WENDOUREE,2012,236500.0
WENDOUREE WEST,2012,167500.0
WERRIBEE,2012,300000.0
WERRIBEE SOUTH,2012,440000.0
WEST FOOTSCRAY,2012,532500.0
WEST MELBOURNE,2012,720000.0
WEST WODONGA,2012,267500.0
WESTALL,2012,475500.0
WESTGARTH,2012,840000.0
WESTMEADOWS,2012,377500.0
WHEELERS HILL,2012,669000.0
WHITE HILLS,2012,275000.0
WHITTINGTON,2012,252000.0
WHITTLESEA,2012,365000.0
WILLIAMS LANDING,2012,450000.0
WILLIAMSTOWN,2012,901000.0
WILLIAMSTOWN NORTH,2012,680000.0
WIMBLEDON HEIGHTS,2012,290000.0
WINCHELSEA,2012,268500.0
WINDSOR,2012,818000.0
WINTER VALLEY,2012,353500.0
WODONGA,2012,255500.0
WOLLERT,2012,410000.0
WONGA PARK,2012,622500.0
WONTHAGGI,2012,229000.0
WOODEND,2012,430000.0
WOOLAMAI WATERS,2012,350000.0
WOORI YALLOCK,2012,315000.0
WURRUK,2012,235000.0
WY YUNG,2012,325000.0
WYCHEPROOF,2012,96500.0
WYNDHAM VALE,2012,286500.0
YACKANDANDAH,2012,272500.0
YALLAMBIE,2012,471000.0
YALLOURN NORTH,2012,161000.0
YARRA GLEN,2012,395000.0
YARRA JUNCTION,2012,397000.0
YARRAGON,2012,266000.0
YARRAM,2012,215000.0
YARRAVILLE,2012,613000.0
YARRAWONGA,2012,300000.0
YEA,2012,255000.0
YINNAR,2012,221500.0
ABBOTSFORD,2013,792500.0
ABERFELDIE,2013,947500.0
AINTREE,2013,
AIREYS INLET,2013,664000.0
AIRPORT WEST,2013,532000.0
ALBANVALE,2013,313000.0
ALBERT PARK,2013,1360000.0
ALBION,2013,379000.0
ALEXANDRA,2013,261000.0
ALFREDTON,2013,361500.0
ALLANSFORD,2013,310000.0
ALPHINGTON,2013,1080000.0
ALTONA,2013,575000.0
ALTONA EAST,2013,561000.0
ALTONA MEADOWS,2013,390000.0
ALTONA NORTH,2013,510000.0
ANGLESEA,2013,550000.0
APOLLO BAY,2013,450000.0
ARARAT,2013,180000.0
ARDEER,2013,330000.0
ARMADALE,2013,1675000.0
ARMSTRONG CREEK,2013,467500.0
ASCOT (GREATER BENDIGO),2013,349500.0
ASCOT VALE,2013,735000.0
ASHBURTON,2013,1000000.0
ASHWOOD,2013,775000.0
ASPENDALE,2013,620000.0
ASPENDALE GARDENS,2013,586500.0
ATTWOOD,2013,540000.0
AVENEL,2013,231000.0
AVOCA,2013,182500.0
AVONDALE HEIGHTS,2013,532500.0
AVONSLEIGH,2013,420000.0
BACCHUS MARSH,2013,335500.0
BADGER CREEK,2013,315000.0
BAIRNSDALE,2013,235000.0
BALACLAVA,2013,860500.0
BALCOMBE,2013,712500.0
BALLAN,2013,352000.0
BALLARAT CENTRAL,2013,322000.0
BALLARAT EAST,2013,265000.0
BALLARAT NORTH,2013,296000.0
BALNARRING,2013,525000.0
BALNARRING BEACH,2013,750000.0
BALWYN,2013,1530000.0
BALWYN NORTH,2013,1240000.0
BANNOCKBURN,2013,370000.0
BARANDUDA,2013,345000.0
BARNAWARTHA,2013,245000.0
BARWON HEADS,2013,742500.0
BAXTER,2013,330500.0
BAYSWATER,2013,458500.0
BAYSWATER NORTH,2013,468500.0
BEACONSFIELD,2013,486500.0
BEACONSFIELD UPPER,2013,470000.0
BEAUFORT,2013,186000.0
BEAUMARIS,2013,1074000.0
BEECHWORTH,2013,295000.0
BELGRAVE,2013,410000.0
BELGRAVE HEIGHTS,2013,430000.0
BELGRAVE SOUTH,2013,548000.0
BELL PARK,2013,314000.0
BELL POST HILL,2013,328000.0
BELLFIELD (BANYULE),2013,516000.0
BELMONT,2013,360000.0
BENALLA,2013,228000.0
BENDIGO,2013,340000.0
BENTLEIGH,2013,900000.0
BENTLEIGH EAST,2013,750000.0
BERWICK,2013,453000.0
BEVERIDGE,2013,396000.0
BIRCHIP,2013,120000.0
BIRREGURRA,2013,255000.0
BITTERN,2013,402000.0
BLACK HILL,2013,283500.0
BLACK ROCK,2013,1225000.0
BLACKBURN,2013,860500.0
BLACKBURN NORTH,2013,692000.0
BLACKBURN SOUTH,2013,697500.0
BLACKWOOD,2013,310000.0
BLAIRGOWRIE,2013,609000.0
BLIND BIGHT,2013,362500.0
BONBEACH,2013,580000.0
BONNIE DOON,2013,250000.0
BONSHAW,2013,
BOOLARRA,2013,196500.0
BOORT,2013,157500.0
BORONIA,2013,459500.0
BOTANIC RIDGE,2013,492000.0
BOX HILL,2013,855000.0
BOX HILL NORTH,2013,746000.0
BOX HILL SOUTH,2013,785000.0
BRAYBROOK,2013,424000.0
BREAKWATER,2013,255000.0
BRIAGOLONG,2013,226000.0
BRIAR HILL,2013,572500.0
BRIGHT,2013,325000.0
BRIGHTON,2013,1802500.0
BRIGHTON EAST,2013,1230000.0
BROADFORD,2013,291000.0
BROADMEADOWS,2013,325000.0
BROOKFIELD,2013,330000.0
BROOKLYN,2013,491500.0
BROWN HILL,2013,310000.0
BRUNSWICK,2013,750000.0
BRUNSWICK EAST,2013,767000.0
BRUNSWICK WEST,2013,745000.0
BRUTHEN,2013,198000.0
BULLEEN,2013,780000.0
BUNDALONG,2013,337500.0
BUNDOORA,2013,530000.0
BUNINYONG,2013,349000.0
BUNYIP,2013,332500.0
BURNSIDE,2013,390000.0
BURNSIDE HEIGHTS,2013,427000.0
BURWOOD,2013,780000.0
BURWOOD EAST,2013,685500.0
CAIRNLEA,2013,480000.0
CALIFORNIA GULLY,2013,252500.0
CAMBERWELL,2013,1382000.0
CAMPBELLFIELD,2013,330000.0
CAMPBELLS CREEK,2013,382000.0
CAMPERDOWN,2013,220000.0
CANADIAN,2013,322500.0
CANTERBURY,2013,1950000.0
CAPE PATERSON,2013,337000.0
CAPE SCHANCK,2013,620000.0
CAPEL SOUND,2013,350000.0
CARISBROOK,2013,218500.0
CARLTON,2013,1002500.0
CARLTON NORTH,2013,890500.0
CARNEGIE,2013,865000.0
CAROLINE SPRINGS,2013,435000.0
CARRUM,2013,510000.0
CARRUM DOWNS,2013,330000.0
CASTERTON,2013,97500.0
CASTLEMAINE,2013,372500.0
CAULFIELD,2013,1172500.0
CAULFIELD EAST,2013,845000.0
CAULFIELD NORTH,2013,1415000.0
CAULFIELD SOUTH,2013,1050000.0
CHADSTONE,2013,719000.0
CHARLEMONT,2013,560000.0
CHARLTON,2013,120000.0
CHELSEA,2013,577500.0
CHELSEA HEIGHTS,2013,465000.0
CHELTENHAM,2013,695000.0
CHELTENHAM EAST,2013,600000.0
CHELTENHAM NORTH,2013,584000.0
CHEWTON,2013,312500.0
CHILTERN,2013,171500.0
CHIRNSIDE PARK,2013,450000.0
CHURCHILL,2013,182000.0
CLARINDA,2013,525000.0
CLAYTON,2013,645000.0
CLAYTON NORTH,2013,630000.0
CLAYTON SOUTH,2013,522500.0
CLIFTON HILL,2013,865000.0
CLIFTON SPRINGS,2013,336000.0
CLUNES,2013,219000.0
CLYDE,2013,397000.0
CLYDE NORTH,2013,409000.0
COBBLEBANK,2013,335500.0
COBDEN,2013,162500.0
COBRAM,2013,218000.0
COBURG,2013,633000.0
COBURG EAST,2013,560000.0
COBURG NORTH,2013,538500.0
COCKATOO,2013,355000.0
COHUNA,2013,139000.0
COLAC,2013,226500.0
COLDSTREAM,2013,385000.0
COLERAINE,2013,118000.0
COLLINGWOOD,2013,741000.0
COOLAROO,2013,290000.0
COONANS HILL,2013,655000.0
COONGULLA,2013,150000.0
CORINELLA,2013,330000.0
CORIO,2013,230000.0
CORONET BAY,2013,251000.0
CORRYONG,2013,166500.0
COWES,2013,385000.0
COWES WEST,2013,320000.0
CRAIGIEBURN,2013,360000.0
CRANBOURNE,2013,315000.0
CRANBOURNE EAST,2013,390000.0
CRANBOURNE NORTH,2013,370000.0
CRANBOURNE SOUTH,2013,
CRANBOURNE WEST,2013,330000.0
CREMORNE,2013,821000.0
CRESWICK,2013,245000.0
CRIB POINT,2013,355000.0
CROYDON,2013,470000.0
CROYDON HILLS,2013,571500.0
CROYDON NORTH,2013,540500.0
CROYDON SOUTH,2013,442000.0
CURLEWIS,2013,387000.0
DALLAS,2013,280000.0
DALYSTON,2013,245000.0
DANDENONG,2013,405000.0
DANDENONG NORTH,2013,390000.0
DARLEY,2013,330500.0
DAYLESFORD,2013,385000.0
DEANSIDE,2013,
DEEPDENE,2013,1981000.0
DEER PARK,2013,348000.0
DELACOMBE,2013,280000.0
DELAHEY,2013,372500.0
DENNINGTON,2013,320000.0
DERRIMUT,2013,417000.0
DIAMOND CREEK,2013,513000.0
DIGGERS REST,2013,280000.0
DIMBOOLA,2013,89000.0
DINGLEY VILLAGE,2013,553500.0
DINNER PLAIN,2013,390000.0
DONALD,2013,140000.0
DONCASTER,2013,850000.0
DONCASTER EAST,2013,789000.0
DONNYBROOK,2013,
DONVALE,2013,735000.0
DOREEN,2013,415000.0
DOVETON,2013,302000.0
DROMANA,2013,462000.0
DROUIN,2013,300000.0
DRYSDALE,2013,385000.0
DUNKELD,2013,210000.0
DUNOLLY,2013,182500.0
EAGLE POINT,2013,227000.0
EAGLEHAWK,2013,264000.0
EAGLEMONT,2013,1340000.0
EAST BAIRNSDALE,2013,226000.0
EAST BENDIGO,2013,285000.0
EAST GEELONG,2013,450000.0
EAST MELBOURNE,2013,1790000.0
EAST WARBURTON,2013,289500.0
EASTWOOD,2013,335000.0
ECHUCA,2013,285000.0
EDENHOPE,2013,160000.0
EDITHVALE,2013,615000.0
EILDON,2013,210000.0
ELLIMINYT,2013,332000.0
ELMORE,2013,184000.0
ELSTERNWICK,2013,1365000.0
ELTHAM,2013,631500.0
ELTHAM NORTH,2013,622000.0
ELWOOD,2013,1350000.0
EMERALD,2013,440000.0
ENDEAVOUR HILLS,2013,400000.0
EPPING,2013,366500.0
EPSOM,2013,322500.0
ESSENDON,2013,870000.0
ESSENDON NORTH,2013,725000.0
ESSENDON WEST,2013,720000.0
EUMEMMERRING,2013,353000.0
EUREKA,2013,243500.0
EUROA,2013,208000.0
EYNESBURY,2013,390500.0
FAIRFIELD,2013,915000.0
FAIRHAVEN,2013,785000.0
FAWKNER,2013,410000.0
FERNTREE GULLY,2013,451000.0
FERNY CREEK,2013,497500.0
FINGAL,2013,677500.0
FITZROY,2013,945000.0
FITZROY NORTH,2013,976000.0
FIVEWAYS,2013,355000.0
FLEMINGTON,2013,735500.0
FLINDERS,2013,765000.0
FLORA HILL,2013,310000.0
FLOWERDALE,2013,292500.0
FOOTSCRAY,2013,600000.0
FOREST HILL,2013,650500.0
FOSTER,2013,298000.0
FRANKSTON,2013,350000.0
FRANKSTON NORTH,2013,255000.0
FRANKSTON SOUTH,2013,535000.0
FRASER RISE,2013,455000.0
FYANSFORD,2013,386500.0
GARDEN CITY,2013,1055000.0
GARDENVALE,2013,1150000.0
GARFIELD,2013,405000.0
GEELONG,2013,500000.0
GEELONG WEST,2013,440000.0
GEMBROOK,2013,344000.0
GISBORNE,2013,496000.0
GLADSTONE PARK,2013,392500.0
GLEN HUNTLY,2013,977500.0
GLEN IRIS,2013,1310000.0
GLEN WAVERLEY,2013,815000.0
GLENROWAN,2013,230000.0
GLENROY,2013,454000.0
GOLDEN BEACH,2013,169500.0
GOLDEN POINT (BALLARAT),2013,265000.0
GOLDEN SQUARE,2013,295000.0
GORDON,2013,278500.0
GOUGHS BAY,2013,257500.0
GOWANBRAE,2013,616500.0
GRANTVILLE,2013,215000.0
GREEN LAKE,2013,262500.0
GREENSBOROUGH,2013,534000.0
GREENVALE,2013,550000.0
GROVEDALE,2013,352000.0
HADFIELD,2013,461500.0
HALLAM,2013,362500.0
HALLS GAP,2013,184500.0
HAMILTON,2013,192500.0
HAMLYN HEIGHTS,2013,363500.0
HAMPTON,2013,1270000.0
HAMPTON EAST,2013,770000.0
HAMPTON PARK,2013,330000.0
HARCOURT,2013,309000.0
HARKNESS,2013,330000.0
HASTINGS,2013,345000.0
HASTINGS WEST,2013,280000.0
HAWTHORN,2013,1575000.0
HAWTHORN EAST,2013,1247500.0
HEALESVILLE,2013,385500.0
HEATHCOTE,2013,227500.0
HEATHERTON,2013,630000.0
HEATHMONT,2013,589000.0
HEIDELBERG,2013,772500.0
HEIDELBERG HEIGHTS,2013,536500.0
HEIDELBERG WEST,2013,425500.0
HEPBURN,2013,291000.0
HEPBURN SPRINGS,2013,340000.0
HERNE HILL,2013,350000.0
HEYFIELD,2013,200000.0
HEYWOOD,2013,142000.0
HIGHETT,2013,750000.0
HIGHTON,2013,477500.0
HILLSIDE (MELTON),2013,430000.0
HOPETOUN,2013,88000.0
HOPPERS CROSSING,2013,321500.0
HORSHAM,2013,215000.0
HUGHESDALE,2013,820000.0
HUNTINGDALE,2013,659000.0
HUNTLY,2013,337500.0
HURSTBRIDGE,2013,482000.0
INDENTED HEAD,2013,390000.0
INGLEWOOD,2013,160000.0
INVERLOCH,2013,431000.0
INVERMAY PARK,2013,378000.0
IRONBARK,2013,277000.0
IRYMPLE,2013,248000.0
IVANHOE,2013,1100000.0
IVANHOE EAST,2013,1310000.0
JACANA,2013,334000.0
JACKASS FLAT,2013,287500.0
JAN JUC,2013,555000.0
JEERALANG NORTH,2013,145500.0
JEPARIT,2013,80500.0
JUNCTION VILLAGE,2013,312000.0
JUNORTOUN,2013,490000.0
KALIMNA,2013,230000.0
KALKALLO,2013,450000.0
KALLISTA,2013,425000.0
KALORAMA,2013,442500.0
KANGAROO FLAT,2013,292500.0
KANGAROO GROUND SOUTH,2013,615000.0
KANIVA,2013,75000.0
KEALBA,2013,370000.0
KEILOR,2013,572500.0
KEILOR DOWNS,2013,403500.0
KEILOR EAST,2013,560000.0
KEILOR LODGE,2013,490000.0
KEILOR PARK,2013,455000.0
KENNINGTON,2013,351500.0
KENSINGTON,2013,690000.0
KERANG,2013,152000.0
KEW,2013,1751000.0
KEW EAST,2013,1210000.0
KEW NORTH,2013,1260000.0
KEYSBOROUGH,2013,435000.0
KIALLA,2013,360000.0
KILCUNDA,2013,375000.0
KILLARA (WODONGA),2013,351000.0
KILMORE,2013,327500.0
KILSYTH,2013,435000.0
KILSYTH SOUTH,2013,542500.0
KINGLAKE,2013,330000.0
KINGS PARK,2013,315000.0
KINGSBURY,2013,470000.0
KINGSVILLE,2013,635000.0
KNOXFIELD,2013,500000.0
KOO WEE RUP,2013,315000.0
KOONDROOK,2013,147500.0
KOOYONG,2013,1417500.0
KOROIT,2013,275000.0
KORUMBURRA,2013,236000.0
KURUNJANG,2013,287000.0
KYABRAM,2013,237000.0
KYNETON,2013,369000.0
LAKE BOGA,2013,200000.0
LAKE GARDENS,2013,445000.0
